id|~|scan_date|~|ticker|~|scan_time_et|~|minutes_since_open|~|gap_pct|~|prev_close|~|adv|~|adv_source|~|in_active_theme|~|rank_by_prescore|~|rank_by_gap|~|shortlisted_by_prescore|~|shortlisted_by_gap|~|acting_key|~|board_n|~|created_at
95|~|2026-08-24|~|SDOT|~|2026-08-24 12:55:00.020687+00|~||~|76.03|~|13.18|~|19613391.074482|~|pending|~|f|~|3|~|1|~|t|~|t|~|prescore|~|4|~|2026-08-24 12:55:02.318907+00
147|~|2026-08-24|~|SDOT|~|2026-08-24 13:45:00.061999+00|~|15|~|63.81|~|13.18|~|19613391.074482|~|pending|~|f|~|3|~|1|~|t|~|t|~|prescore|~|4|~|2026-08-24 13:45:08.235877+00
154|~|2026-08-24|~|SDOT|~|2026-08-24 13:55:00.077765+00|~|25|~|73.6|~|13.18|~|19613391.074482|~|pending|~|f|~|2|~|1|~|t|~|t|~|prescore|~|2|~|2026-08-24 13:55:06.00676+00
99|~|2026-08-24|~|SDOT|~|2026-08-24 13:00:00.088191+00|~||~|76.02|~|13.18|~|19613391.074482|~|pending|~|f|~|3|~|1|~|t|~|t|~|prescore|~|4|~|2026-08-24 13:00:04.476085+00
91|~|2026-08-24|~|SDOT|~|2026-08-24 12:50:00.020434+00|~||~|73.55|~|13.18|~|19613391.074482|~|pending|~|f|~|3|~|1|~|t|~|t|~|prescore|~|4|~|2026-08-24 12:50:02.349704+00
140|~|2026-08-24|~|SDOT|~|2026-08-24 13:35:00.087859+00|~|5|~|60.93|~|13.18|~|19613391.074482|~|pending|~|f|~|3|~|1|~|t|~|t|~|prescore|~|4|~|2026-08-24 13:35:06.147887+00
127|~|2026-08-24|~|SDOT|~|2026-08-24 13:25:00.043167+00|~||~|65.33|~|13.18|~|19613391.074482|~|pending|~|f|~|4|~|1|~|t|~|t|~|prescore|~|5|~|2026-08-24 13:25:03.397034+00
132|~|2026-08-24|~|SDOT|~|2026-08-24 13:30:00.05862+00|~|1|~|61.48|~|13.18|~|19613391.074482|~|pending|~|f|~|4|~|1|~|t|~|t|~|prescore|~|5|~|2026-08-24 13:30:07.782165+00
107|~|2026-08-24|~|SDOT|~|2026-08-24 13:05:00.044387+00|~||~|74.13|~|13.18|~|19613391.074482|~|pending|~|f|~|3|~|1|~|t|~|t|~|prescore|~|4|~|2026-08-24 13:05:02.906651+00
152|~|2026-08-24|~|SUPX|~|2026-08-24 13:50:00.062143+00|~|20|~|15.02|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 13:50:06.906594+00
30|~|2026-08-24|~|SUPX|~|2026-08-24 11:35:00.032736+00|~||~|11.5|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 11:35:02.036479+00
113|~|2026-08-24|~|SUPX|~|2026-08-24 13:10:00.050086+00|~||~|13.62|~|8.52|~|578139.035059|~|pending|~|f|~|5|~|4|~|t|~|t|~|prescore|~|5|~|2026-08-24 13:10:03.134354+00
80|~|2026-08-24|~|SUPX|~|2026-08-24 12:35:00.025773+00|~||~|15.96|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 12:35:02.235646+00
84|~|2026-08-24|~|SUPX|~|2026-08-24 12:40:00.024828+00|~||~|15.02|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 12:40:02.436761+00
26|~|2026-08-24|~|SUPX|~|2026-08-24 11:30:00.039475+00|~||~|11.52|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 11:30:02.775808+00
104|~|2026-08-24|~|SUPX|~|2026-08-24 13:00:00.089559+00|~||~|15.96|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 13:00:05.532237+00
22|~|2026-08-24|~|SUPX|~|2026-08-24 11:25:00.023042+00|~||~|14.91|~|8.52|~|578139.035059|~|pending|~|f|~|5|~|3|~|t|~|t|~|prescore|~|5|~|2026-08-24 11:25:27.91153+00
88|~|2026-08-24|~|SUPX|~|2026-08-24 12:45:00.024463+00|~||~|12.09|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 12:45:02.433675+00
96|~|2026-08-24|~|SUPX|~|2026-08-24 12:55:00.020687+00|~||~|15.96|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 12:55:02.318907+00
123|~|2026-08-24|~|SUPX|~|2026-08-24 13:20:00.055551+00|~||~|12.68|~|8.52|~|578139.035059|~|pending|~|f|~|5|~|4|~|t|~|t|~|prescore|~|5|~|2026-08-24 13:20:15.905817+00
128|~|2026-08-24|~|SUPX|~|2026-08-24 13:25:00.043167+00|~||~|13.26|~|8.52|~|578139.035059|~|pending|~|f|~|5|~|4|~|t|~|t|~|prescore|~|5|~|2026-08-24 13:25:03.397034+00
148|~|2026-08-24|~|SUPX|~|2026-08-24 13:45:00.061999+00|~|15|~|14.56|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 13:45:08.235877+00
100|~|2026-08-24|~|SUPX|~|2026-08-24 13:00:00.088191+00|~||~|15.96|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 13:00:04.476085+00
92|~|2026-08-24|~|SUPX|~|2026-08-24 12:50:00.020434+00|~||~|12.09|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 12:50:02.349704+00
47|~|2026-08-24|~|SUPX|~|2026-08-24 11:55:00.023419+00|~||~|9.27|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 11:55:02.421448+00
118|~|2026-08-24|~|SUPX|~|2026-08-24 13:15:00.065684+00|~||~|12.68|~|8.52|~|578139.035059|~|pending|~|f|~|5|~|4|~|t|~|t|~|prescore|~|5|~|2026-08-24 13:15:03.028907+00
52|~|2026-08-24|~|SUPX|~|2026-08-24 12:00:00.019954+00|~||~|9.27|~|8.52|~|578139.035059|~|pending|~|f|~|5|~|5|~|t|~|t|~|prescore|~|5|~|2026-08-24 12:00:03.356108+00
56|~|2026-08-24|~|SUPX|~|2026-08-24 12:05:00.027447+00|~||~|11.97|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 12:05:02.534044+00
43|~|2026-08-24|~|SUPX|~|2026-08-24 11:50:00.021621+00|~||~|9.86|~|8.52|~|578139.035059|~|pending|~|f|~|5|~|5|~|t|~|t|~|prescore|~|5|~|2026-08-24 11:50:02.744398+00
141|~|2026-08-24|~|SUPX|~|2026-08-24 13:35:00.087859+00|~|5|~|14.56|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 13:35:06.147887+00
60|~|2026-08-24|~|SUPX|~|2026-08-24 12:10:00.024705+00|~||~|12.44|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 12:10:02.34655+00
64|~|2026-08-24|~|SUPX|~|2026-08-24 12:15:00.019043+00|~||~|12.21|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 12:15:03.181709+00
68|~|2026-08-24|~|SUPX|~|2026-08-24 12:20:00.032969+00|~||~|12.44|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 12:20:02.194415+00
38|~|2026-08-24|~|SUPX|~|2026-08-24 11:45:00.022675+00|~||~|9.86|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 11:45:02.251858+00
108|~|2026-08-24|~|SUPX|~|2026-08-24 13:05:00.044387+00|~||~|13.62|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 13:05:02.906651+00
72|~|2026-08-24|~|SUPX|~|2026-08-24 12:25:00.018514+00|~||~|12.32|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 12:25:02.985528+00
10|~|2026-08-24|~|SUPX|~|2026-08-24 11:10:00.024761+00|~||~|9.74|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 11:10:02.299148+00
34|~|2026-08-24|~|SUPX|~|2026-08-24 11:40:00.123047+00|~||~|9.62|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 11:40:02.362097+00
133|~|2026-08-24|~|SUPX|~|2026-08-24 13:30:00.05862+00|~|1|~|13.26|~|8.52|~|578139.035059|~|pending|~|f|~|5|~|4|~|t|~|t|~|prescore|~|5|~|2026-08-24 13:30:07.782165+00
76|~|2026-08-24|~|SUPX|~|2026-08-24 12:30:00.034716+00|~||~|12.32|~|8.52|~|578139.035059|~|pending|~|f|~|4|~|4|~|t|~|t|~|prescore|~|4|~|2026-08-24 12:30:02.608618+00
351|~|2026-08-25|~|AMIX|~|2026-08-25 13:25:00.042959+00|~||~|48.03|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|1|~|t|~|t|~|prescore|~|7|~|2026-08-25 13:25:03.887229+00
387|~|2026-08-25|~|AMIX|~|2026-08-25 13:50:00.062874+00|~|20|~|50.81|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|1|~|t|~|t|~|prescore|~|6|~|2026-08-25 13:50:20.013854+00
211|~|2026-08-25|~|AMIX|~|2026-08-25 11:50:00.035638+00|~||~|39.11|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|6|~|2026-08-25 11:50:02.504221+00
291|~|2026-08-25|~|AMIX|~|2026-08-25 12:50:00.02912+00|~||~|30.91|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|8|~|2026-08-25 12:50:03.17243+00
331|~|2026-08-25|~|AMIX|~|2026-08-25 13:10:00.07633+00|~||~|51.8|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|1|~|t|~|t|~|prescore|~|7|~|2026-08-25 13:10:03.280925+00
193|~|2026-08-25|~|AMIX|~|2026-08-25 11:35:00.031439+00|~||~|44.88|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|7|~|2026-08-25 11:35:02.849436+00
235|~|2026-08-25|~|AMIX|~|2026-08-25 12:10:00.020773+00|~||~|41.53|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|6|~|2026-08-25 12:10:02.563321+00
217|~|2026-08-25|~|AMIX|~|2026-08-25 11:55:00.026628+00|~||~|37.8|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|6|~|2026-08-25 11:55:02.490095+00
179|~|2026-08-25|~|AMIX|~|2026-08-25 11:25:00.035591+00|~||~|50.47|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|7|~|2026-08-25 11:25:02.764167+00
345|~|2026-08-25|~|AMIX|~|2026-08-25 13:20:00.081474+00|~||~|56.8|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|1|~|t|~|t|~|prescore|~|6|~|2026-08-25 13:20:03.199686+00
165|~|2026-08-25|~|AMIX|~|2026-08-25 11:10:00.025728+00|~||~|49.72|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|4|~|2026-08-25 11:10:01.951805+00
169|~|2026-08-25|~|AMIX|~|2026-08-25 11:15:00.022281+00|~||~|48.23|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|4|~|2026-08-25 11:15:01.947753+00
254|~|2026-08-25|~|AMIX|~|2026-08-25 12:25:00.030892+00|~||~|29.42|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|7|~|2026-08-25 12:25:02.690911+00
155|~|2026-08-25|~|AMIX|~|2026-08-25 11:00:00.107883+00|~||~|45.07|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|5|~|2026-08-25 11:00:04.457073+00
246|~|2026-08-25|~|AMIX|~|2026-08-25 12:20:00.041533+00|~||~|35.94|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|8|~|2026-08-25 12:20:15.925645+00
241|~|2026-08-25|~|AMIX|~|2026-08-25 12:15:00.025092+00|~||~|35.57|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|5|~|2026-08-25 12:15:02.224391+00
299|~|2026-08-25|~|AMIX|~|2026-08-25 12:55:00.024732+00|~||~|30.71|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|9|~|2026-08-25 12:55:14.707969+00
223|~|2026-08-25|~|AMIX|~|2026-08-25 12:00:00.02039+00|~||~|38.73|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|6|~|2026-08-25 12:00:02.810428+00
284|~|2026-08-25|~|AMIX|~|2026-08-25 12:45:00.021464+00|~||~|31.01|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|7|~|2026-08-25 12:45:03.033587+00
200|~|2026-08-25|~|AMIX|~|2026-08-25 11:40:00.02527+00|~||~|37.99|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|6|~|2026-08-25 11:40:02.547059+00
206|~|2026-08-25|~|AMIX|~|2026-08-25 11:45:00.016431+00|~||~|37.8|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|5|~|2026-08-25 11:45:02.2402+00
186|~|2026-08-25|~|AMIX|~|2026-08-25 11:30:00.025003+00|~||~|45.26|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|7|~|2026-08-25 11:30:03.11168+00
364|~|2026-08-25|~|AMIX|~|2026-08-25 13:31:00.021114+00|~|1|~|62.38|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|1|~|t|~|t|~|prescore|~|5|~|2026-08-25 13:31:04.708858+00
173|~|2026-08-25|~|AMIX|~|2026-08-25 11:20:00.01999+00|~||~|44.32|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|6|~|2026-08-25 11:20:11.35723+00
369|~|2026-08-25|~|AMIX|~|2026-08-25 13:35:00.103678+00|~|5|~|58.29|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|1|~|t|~|t|~|prescore|~|5|~|2026-08-25 13:35:05.222957+00
276|~|2026-08-25|~|AMIX|~|2026-08-25 12:40:00.028794+00|~||~|29.41|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|8|~|2026-08-25 12:40:03.310919+00
381|~|2026-08-25|~|AMIX|~|2026-08-25 13:45:00.066899+00|~|15|~|44.51|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|6|~|2026-08-25 13:45:07.376195+00
268|~|2026-08-25|~|AMIX|~|2026-08-25 12:35:00.035261+00|~||~|30.73|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|8|~|2026-08-25 12:35:03.58148+00
160|~|2026-08-25|~|AMIX|~|2026-08-25 11:05:00.02415+00|~||~|50.84|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|5|~|2026-08-25 11:05:02.272329+00
261|~|2026-08-25|~|AMIX|~|2026-08-25 12:30:00.021735+00|~||~|29.61|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|7|~|2026-08-25 12:30:02.953105+00
358|~|2026-08-25|~|AMIX|~|2026-08-25 13:30:00.047118+00|~|1|~|51.4|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|1|~|t|~|t|~|prescore|~|6|~|2026-08-25 13:30:09.876504+00
374|~|2026-08-25|~|AMIX|~|2026-08-25 13:40:00.053668+00|~|10|~|48.98|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|1|~|t|~|t|~|prescore|~|7|~|2026-08-25 13:40:06.226428+00
393|~|2026-08-25|~|AMIX|~|2026-08-25 13:55:00.08406+00|~|25|~|53.32|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|1|~|t|~|t|~|prescore|~|8|~|2026-08-25 13:55:08.003167+00
308|~|2026-08-25|~|AMIX|~|2026-08-25 13:00:00.110691+00|~||~|33.52|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|8|~|2026-08-25 13:00:07.819343+00
338|~|2026-08-25|~|AMIX|~|2026-08-25 13:15:00.044715+00|~||~|44.13|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|1|~|t|~|t|~|prescore|~|7|~|2026-08-25 13:15:03.687125+00
324|~|2026-08-25|~|AMIX|~|2026-08-25 13:05:00.081772+00|~||~|34.34|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|7|~|2026-08-25 13:05:03.338169+00
316|~|2026-08-25|~|AMIX|~|2026-08-25 13:00:00.113405+00|~||~|33.52|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|8|~|2026-08-25 13:00:07.914415+00
229|~|2026-08-25|~|AMIX|~|2026-08-25 12:05:00.035027+00|~||~|41.15|~|5.37|~|15601952.882818|~|pending|~|f|~|1|~|2|~|t|~|t|~|prescore|~|6|~|2026-08-25 12:05:02.414881+00
187|~|2026-08-25|~|APMD|~|2026-08-25 11:30:00.025003+00|~||~|9.21|~|25.63|~|244556.078075|~|pending|~|f|~|2|~|7|~|t|~|t|~|prescore|~|7|~|2026-08-25 11:30:03.11168+00
180|~|2026-08-25|~|APMD|~|2026-08-25 11:25:00.035591+00|~||~|9.21|~|25.63|~|244556.078075|~|pending|~|f|~|2|~|7|~|t|~|t|~|prescore|~|7|~|2026-08-25 11:25:02.764167+00
194|~|2026-08-25|~|APMD|~|2026-08-25 11:35:00.031439+00|~||~|9.21|~|25.63|~|244556.078075|~|pending|~|f|~|2|~|7|~|t|~|t|~|prescore|~|7|~|2026-08-25 11:35:02.849436+00
174|~|2026-08-25|~|APMD|~|2026-08-25 11:20:00.01999+00|~||~|9.21|~|25.63|~|244556.078075|~|pending|~|f|~|2|~|6|~|t|~|t|~|prescore|~|6|~|2026-08-25 11:20:11.35723+00
388|~|2026-08-25|~|CAPR|~|2026-08-25 13:50:00.062874+00|~|20|~|17.21|~|6.8|~|20085577.770221|~|pending|~|f|~|2|~|4|~|t|~|t|~|prescore|~|6|~|2026-08-25 13:50:20.013854+00
394|~|2026-08-25|~|CAPR|~|2026-08-25 13:55:00.08406+00|~|25|~|15.07|~|6.8|~|20085577.770221|~|pending|~|f|~|2|~|4|~|t|~|t|~|prescore|~|8|~|2026-08-25 13:55:08.003167+00
262|~|2026-08-25|~|DFNS|~|2026-08-25 12:30:00.021735+00|~||~|58.04|~|11.01|~|1665357.064739|~|pending|~|f|~|2|~|1|~|t|~|t|~|prescore|~|7|~|2026-08-25 12:30:02.953105+00
359|~|2026-08-25|~|DFNS|~|2026-08-25 13:30:00.047118+00|~|1|~|39.64|~|11.01|~|1665357.064739|~|pending|~|f|~|2|~|2|~|t|~|t|~|prescore|~|6|~|2026-08-25 13:30:09.876504+00
(200 rows)
