ticker|alert_date|ruleset|score_tier_stored|score_lo|score_hi|admit|status|reason|entered|entry_px|stop|target|partial_fired|final_reason|realized_r|gap_through|day0_missing_minutes|sessions_abstained
STUB|2026-05-14|era_c_partial_8r|HIGH|52.5|60.0|reject|settled||True|9.0|7.859999999999999|13.560000000000002|False|stop_hit|0.5780701754385968|False|0|1
VIK|2026-05-14|era_c_partial_8r|HIGH|78.0|87.0|admit|no_trade|window_out_of_orb|False||88.58||False|||False||0
VSNT|2026-05-14|era_c_partial_8r|HIGH|72.6|81.6|admit|settled||True|43.25|41.400000000000006|50.64999999999998|False|stop_hit|-1.0|False|2|0
FIG|2026-05-15|era_c_partial_8r|MODERATE|81.6|90.6|admit|settled||True|22.6199|20.8401|29.739100000000008|False|stop_hit|-0.6275424204966852|False|0|1
GEMI|2026-05-15|era_c_partial_8r|HIGH|52.5|60.0|reject|no_entry|never_crossed_orb_high|False||6.160099999999999||False|||False|0|0
GLOB|2026-05-15|era_c_partial_8r|HIGH|60.0|69.0|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||34.89999999999999||False|||False||0
AGYS|2026-05-19|era_c_partial_8r|HIGH|60.0|69.0|abstain_float_band_straddles_bar|settled||True|94.5229|85.9371|128.86610000000002|False|stop_hit|-1.0|False|17|0
EVTC|2026-05-19|era_c_partial_8r|MODERATE|60.0|69.0|abstain_float_band_straddles_bar|abstain|entry_window_gaps:20_of_29|False||24.400000000000002||False|||False|141|0
STC|2026-05-19|era_c_partial_8r|MODERATE|60.0|69.0|abstain_float_band_straddles_bar|abstain|entry_window_gaps:22_of_29|False||68.37000000000002||False|||False|302|0
ALAB|2026-05-20|era_c_partial_8r|HIGH|87.0|96.0|admit|abstain|no_930_bar_for_orb|False||||False|||False||0
ARM|2026-05-20|era_c_partial_8r|HIGH|87.0|96.0|admit|no_trade|window_out_of_orb|False||220.35010000000003||False|||False||0
DYN|2026-05-20|era_c_partial_8r|HIGH|52.5|60.0|reject|abstain|no_930_bar_for_orb|False||||False|||False||0
GH|2026-05-20|era_c_partial_8r|HIGH|105.0|105.0|admit|abstain|no_930_bar_for_orb|False||||False|||False||0
IBRX|2026-05-20|era_c_partial_8r|HIGH|72.6|81.6|admit|no_trade|window_out_of_orb|False||8.08||False|||False||0
IMVT|2026-05-20|era_c_partial_8r|HIGH|60.0|69.0|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||29.201400000000003||False|||False||0
SLS|2026-05-20|era_c_partial_8r|HIGH|60.0|69.0|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||7.829399999999998||False|||False||0
TATT|2026-05-20|era_c_partial_8r|HIGH|33.0|42.0|reject|no_trade|window_out_of_orb|False||34.010000000000005||False|||False||0
INFQ|2026-05-21|era_c_partial_8r|HIGH|72.6|81.6|admit|settled||True|13.7|13.080000000000002|16.17999999999999|True|stop_hit|3.978494623655926|True|0|1
QBTS|2026-05-21|era_c_partial_8r|MODERATE|81.6|90.6|admit|settled||True|22.2|21.02|26.919999999999998|True|stop_hit|3.958192090395479|False|0|1
QUBT|2026-05-21|era_c_partial_8r|MODERATE|78.0|87.0|admit|settled||True|10.6|10.040000000000001|12.839999999999995|True|stop_hit|1.8500000000000023|False|0|1
RLAY|2026-05-21|era_c_partial_8r|HIGH|105.0|105.0|admit|settled||True|15.22|14.38|18.58|False|stop_hit|-1.0|False|0|0
PPTA|2026-05-22|era_c_partial_8r|HIGH|105.0|105.0|admit|no_entry|never_crossed_orb_high|False||25.8502||False|||False|2|0
ASPI|2026-05-26|era_c_partial_8r|MODERATE|52.5|60.0|reject|settled||True|6.68|6.08|9.079999999999998|False|stop_hit|0.5433333333333344|False|0|0
BTGO|2026-05-26|era_c_partial_8r|MODERATE|33.0|42.0|reject|no_entry|never_crossed_orb_high|False||6.39||False|||False|5|0
FUTU|2026-05-26|era_c_partial_8r|MODERATE|45.0|52.5|reject|no_trade|window_out_of_orb|False||90.98000000000002||False|||False||0
NNE|2026-05-26|era_c_partial_8r|MODERATE|45.6|54.6|reject|settled||True|29.2|27.360000000000003|36.55999999999999|False|stop_hit|-1.0|False|0|0
OKLO|2026-05-26|era_c_partial_8r|MODERATE|87.0|96.0|admit|settled||True|72.1|71.0|76.49999999999997|False|stop_hit|-1.0|False|0|0
PONY|2026-05-26|era_c_partial_8r|HIGH|60.0|69.0|abstain_float_band_straddles_bar|no_entry|never_crossed_orb_high|False||8.979999999999999||False|||False|0|0
POWI|2026-05-26|era_c_partial_8r|HIGH|63.0|70.5|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||73.75||False|||False||0
RDW|2026-05-26|era_c_partial_8r|HIGH|75.0|82.5|admit|settled||True|19.68|18.72|23.520000000000003|True|stop_hit|1.2083333333333337|True|0|0
ANF|2026-05-27|era_c_partial_8r|HIGH|45.6|54.6|reject|no_trade|window_out_of_orb|False||78.51000000000002||False|||False||0
ASTI|2026-05-27|era_c_partial_8r|MODERATE|33.0|42.0|reject|no_trade|window_out_of_orb|False||6.0||False|||False||0
BBWI|2026-05-27|era_c_partial_8r|HIGH|45.6|54.6|reject|no_trade|window_out_of_orb|False||19.1||False|||False||0
CRSR|2026-05-27|era_c_partial_8r|HIGH|60.0|69.0|abstain_float_band_straddles_bar|abstain|entry_window_gaps:29_of_29|False||8.0036||False|||False|389|0
DY|2026-05-27|era_c_partial_8r|HIGH|78.0|87.0|admit|abstain|entry_window_gaps:29_of_29|False||527.01||False|||False|389|0
QFIN|2026-05-27|era_c_partial_8r|HIGH|30.0|37.5|reject|no_trade|window_out_of_orb|False||12.790000000000001||False|||False||0
AVAV|2026-05-28|era_c_partial_8r|HIGH|78.0|87.0|admit|abstain|entry_window_gaps:29_of_29|False||189.76||False|||False|389|0
KSS|2026-05-28|era_c_partial_8r|MODERATE|45.6|54.6|reject|no_trade|window_out_of_orb|False||15.02||False|||False||0
KTOS|2026-05-28|era_c_partial_8r|MODERATE|78.0|87.0|admit|settled||True|64.34|59.019999999999996|85.62000000000003|False|stop_hit|-1.0|False|0|0
PHR|2026-05-28|era_c_partial_8r|MODERATE|30.0|37.5|reject|no_trade|window_out_of_orb|False||10.099999999999998||False|||False||0
RCAT|2026-05-28|era_c_partial_8r|HIGH|72.6|81.6|admit|abstain|entry_window_gaps:29_of_29|False||11.4||False|||False|389|0
SNOW|2026-05-28|era_c_partial_8r|MODERATE|60.0|69.0|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||224.33||False|||False||0
ASAN|2026-05-29|era_c_partial_8r|MODERATE|33.0|42.0|reject|no_trade|window_out_of_orb|False||6.802099999999999||False|||False||0
BHVN|2026-05-29|era_c_partial_8r|MODERATE|60.0|69.0|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||10.100000000000001||False|||False||0
CHA|2026-05-29|era_c_partial_8r|MODERATE|33.0|42.0|reject|settled||True|11.79|10.850000000000001|15.54999999999999|False|stop_hit|-0.6510638297872339|False|14|0
DELL|2026-05-29|era_c_partial_8r|HIGH|87.0|96.0|admit|abstain|entry_window_gaps:29_of_29|False||412.11||False|||False|389|0
PD|2026-05-29|era_c_partial_8r|MODERATE|33.0|42.0|reject|abstain|day0_fill_bar_straddles_stop|True|9.39|9.129999999999999|10.430000000000007|False|||False|0|0
ALOY|2026-06-01|era_c_partial_8r|HIGH|60.0|69.0|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||8.73||False|||False||0
NOW|2026-06-01|era_c_partial_8r|MODERATE|87.0|96.0|admit|settled||True|136.17|131.2426|155.8795999999999|False|stop_hit|-1.2724763566992758|True|0|0
SAIC|2026-06-01|era_c_partial_8r|MODERATE|45.6|54.6|reject|no_trade|window_out_of_orb|False||106.5||False|||False||0
SKM|2026-06-01|era_c_partial_8r|MODERATE|63.0|70.5|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||40.214400000000005||False|||False||0
TNDM|2026-06-01|era_c_partial_8r|MODERATE|60.0|69.0|abstain_float_band_straddles_bar|no_entry|never_crossed_orb_high|False||17.94||False|||False|4|0
CAMT|2026-06-02|era_c_partial_8r|MODERATE|72.6|81.6|admit|settled||True|180.165|169.835|221.48499999999993|False|stop_hit|-0.3995885769603096|False|111|0
GRRR|2026-06-02|era_c_partial_8r|HIGH|60.0|69.0|abstain_float_band_straddles_bar|abstain|entry_window_gaps:29_of_29|False||21.31||False|||False|389|0
HPE|2026-06-02|era_c_partial_8r|HIGH|87.0|96.0|admit|abstain|entry_window_gaps:29_of_29|False||59.49119999999999||False|||False|389|0
LAC|2026-06-02|era_c_partial_8r|MODERATE|72.6|81.6|admit|settled||True|5.97|5.53|7.729999999999998|False|stop_hit|-1.0|False|0|0
MRVL|2026-06-02|era_c_partial_8r|HIGH|87.0|96.0|admit|abstain|entry_window_gaps:29_of_29|False||245.06||False|||False|389|0
ABVX|2026-06-03|era_c_partial_8r|MODERATE|45.6|54.6|reject|settled||True|85.0|77.52000000000001|114.91999999999996|False|sma_trail_stop|2.664438502673802|False|0|0
NVTS|2026-06-03|era_c_partial_8r|HIGH|75.0|82.5|admit|abstain|entry_window_gaps:29_of_29|False||29.470000000000002||False|||False|389|0
PGY|2026-06-04|era_c_partial_8r|HIGH|63.0|70.5|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||13.905399999999998||False|||False||0
RUM|2026-06-04|era_c_partial_8r|HIGH|52.5|60.0|reject|abstain|entry_window_gaps:20_of_20|False||8.91||False|||False|389|0
AGX|2026-06-05|era_c_partial_8r|HIGH|123.0|123.0|admit|abstain|entry_window_gaps:29_of_29|False||632.9600000000002||False|||False|389|0
MRLN|2026-06-05|era_c_partial_8r|MODERATE|37.5|45.0|reject|settled||True|9.5|8.620000000000001|13.019999999999996|False|stop_hit|-1.0|False|0|0
TTAN|2026-06-05|era_c_partial_8r|HIGH|72.6|81.6|admit|abstain|entry_window_gaps:29_of_29|False||81.44250000000001||False|||False|389|0
NRIX|2026-06-08|era_c_partial_8r|HIGH|105.0|105.0|admit|abstain|entry_window_gaps:29_of_29|False||15.320000000000004||False|||False|389|0
CBRL|2026-06-10|era_c_partial_8r|MODERATE|33.0|42.0|reject|no_trade|window_out_of_orb|False||41.5701||False|||False||0
ELVN|2026-06-11|era_c_partial_8r|HIGH|52.5|60.0|reject|abstain|entry_window_gaps:29_of_29|False||40.52290000000001||False|||False|389|0
IDCC|2026-06-11|era_c_partial_8r|HIGH|63.0|70.5|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||269.22||False|||False||0
NAVN|2026-06-11|era_c_partial_8r|HIGH|90.0|90.0|admit|abstain|entry_window_gaps:29_of_29|False||21.740000000000002||False|||False|389|0
AKTS|2026-06-12|era_c_partial_8r|HIGH|52.5|60.0|reject|no_trade|window_out_of_orb|False||20.559400000000004||False|||False||0
SHAZ|2026-06-12|era_c_partial_8r|HIGH|123.0|123.0|admit|abstain|entry_window_gaps:29_of_29|False||59.81000000000002||False|||False|389|0
AUGO|2026-06-15|era_c_partial_8r|none|33.0|42.0|reject|no_trade|window_out_of_orb|False||63.30999999999999||False|||False||0
HQ|2026-06-15|era_c_partial_8r|MODERATE|52.5|60.0|reject|no_trade|window_out_of_orb|False||10.389999999999999||False|||False||0
HYMC|2026-06-15|era_c_partial_8r|MODERATE|45.6|54.6|reject|no_trade|window_out_of_orb|False||27.9964||False|||False||0
IDR|2026-06-15|era_c_partial_8r|none|33.0|42.0|reject|no_trade|window_out_of_orb|False||38.861200000000004||False|||False||0
MMYT|2026-06-15|era_c_partial_8r|MODERATE|33.0|42.0|reject|no_trade|window_out_of_orb|False||41.919999999999995||False|||False||0
XE|2026-06-15|era_c_partial_8r|none|45.6|54.6|reject|no_trade|window_out_of_orb|False||18.369999999999997||False|||False||0
RXT|2026-06-16|era_c_partial_8r|HIGH|67.5|75.0|admit|abstain|entry_window_gaps:29_of_29|False||6.0600000000000005||False|||False|389|0
AEHR|2026-06-17|era_c_partial_8r|MODERATE|71.2|77.5|admit|no_trade|window_out_of_orb|False||112.41||False|||False||0
JBL|2026-06-17|era_c_partial_8r|HIGH|90.0|90.0|admit|abstain|entry_window_gaps:25_of_25|False||402.43999999999994||False|||False|389|0
LZB|2026-06-17|era_c_partial_8r|HIGH|30.0|37.5|reject|no_trade|window_out_of_orb|False||41.71||False|||False||0
QURE|2026-06-17|era_c_partial_8r|HIGH|90.0|90.0|admit|abstain|entry_window_gaps:29_of_29|False||40.38||False|||False|389|0
SWBI|2026-06-18|era_c_partial_8r|HIGH|46.2|52.5|reject|abstain|entry_window_gaps:29_of_29|False||15.170000000000002||False|||False|389|0
UUUU|2026-06-18|era_c_partial_8r|HIGH|105.0|105.0|admit|abstain|entry_window_gaps:29_of_29|False||16.56||False|||False|389|0
DFTX|2026-06-22|era_c_partial_8r|HIGH|90.0|90.0|admit|abstain|entry_window_gaps:29_of_29|False||35.28||False|||False|389|0
JBIO|2026-06-22|era_c_partial_8r|none|52.5|60.0|reject|no_trade|window_out_of_orb|False||17.549999999999997||False|||False||0
MLTX|2026-06-22|era_c_partial_8r|HIGH|105.0|105.0|admit|abstain|entry_window_gaps:29_of_29|False||19.475||False|||False|389|0
SYRE|2026-06-22|era_c_partial_8r|HIGH|90.0|90.0|admit|abstain|entry_window_gaps:29_of_29|False||91.82||False|||False|389|0
ABSI|2026-06-24|era_c_partial_8r|HIGH|60.0|69.0|abstain_float_band_straddles_bar|abstain|entry_window_gaps:29_of_29|False||8.940000000000001||False|||False|389|0
FCEL|2026-06-24|era_c_partial_8r|HIGH|82.5|90.0|admit|abstain|entry_window_gaps:29_of_29|False||22.160999999999998||False|||False|389|0
WEN|2026-06-24|era_c_partial_8r|MODERATE|37.5|45.0|reject|settled||True|8.12|7.340000000000002|11.23999999999999|False|stop_hit|-1.0|False|8|0
KYMR|2026-06-25|era_c_partial_8r|MODERATE|55.0|61.2|reject|no_trade|window_out_of_orb|False||101.4||False|||False||0
