ticker|ep_date|fire_date|mon|variant|entry|stop|stop_w|mature|derived_touch|pre_fire_hole|status|reason|outcome|realized_r|outcome_trail|realized_r_trail|mfe_r|mae_r|reached_4r
EME|2026-07-30|2026-07-31|2026-07|a_prior_low|808.7204|771.66|4.582597397073212|True|False|False|settled||stop|-1.0|trail_exit|0.4266|1.514|-1.348|False
EME|2026-07-30|2026-07-31|2026-07|b_break_bar|808.7204|827.23|-2.2887514646594767|True|False|False|killed_entry_le_stop||||||||
EME|2026-07-30|2026-07-31|2026-07|c_lod_at_fire|808.7204|827.23|-2.2887514646594767|True|False|False|killed_entry_le_stop||||||||
EME|2026-07-30|2026-07-31|2026-07|d_adr_025|808.7204|801.4573383197945|0.8980930467693792|True|False|False|settled||stop|-1.0|stop|-1.0|3.3897|-1.5559|False
EME|2026-07-30|2026-07-31|2026-07|d_adr_050|808.7204|794.1942766395889|1.7961860935387721|True|False|False|settled||stop|-1.0|stop|-1.0|2.1526|-2.3179|False
EME|2026-07-30|2026-07-31|2026-07|d_adr_075|808.7204|786.9312149593834|2.694279140308151|True|False|False|settled||stop|-1.0|stop|-1.0|1.4351|-1.5453|False
EME|2026-07-30|2026-07-31|2026-07|d_adr_100|808.7204|779.6681532791778|3.5923721870775442|True|False|False|settled||stop|-1.0|stop|-1.0|1.0763|-1.159|False
EME|2026-07-30|2026-07-31|2026-07|e_ep_close|808.7204|802.37|0.7852404860814735|True|False|False|settled||stop|-1.0|stop|-1.0|3.8769|-1.7795|False
EME|2026-07-30|2026-07-31|2026-07|f_ep_low|808.7204|771.66|4.582597397073212|True|False|False|settled||stop|-1.0|trail_exit|0.4266|1.514|-1.348|False
EROC|2026-08-12|2026-08-13|2026-08|a_prior_low|14.28|12.7335|10.829831932773109|False|True|False|settled||stop|-1.0|stop|-1.0|2.2438|-1.0346|False
EROC|2026-08-12|2026-08-13|2026-08|b_break_bar|14.28|14.38|-0.7002801120448279|False|True|False|killed_entry_le_stop||||||||
EROC|2026-08-12|2026-08-13|2026-08|c_lod_at_fire|14.28|14.38|-0.7002801120448279|False|True|False|killed_entry_le_stop||||||||
EROC|2026-08-12|2026-08-13|2026-08|d_adr_025|14.28|13.915706130921265|2.551077514556963|False|True|False|settled||stop|-1.0|stop|-1.0|9.5253|-4.3921|True
EROC|2026-08-12|2026-08-13|2026-08|d_adr_050|14.28|13.55141226184253|5.102155029113926|False|True|False|settled||stop|-1.0|stop|-1.0|4.7626|-2.196|True
EROC|2026-08-12|2026-08-13|2026-08|d_adr_075|14.28|13.187118392763796|7.653232543670889|False|True|False|settled||stop|-1.0|stop|-1.0|3.1751|-1.464|False
EROC|2026-08-12|2026-08-13|2026-08|d_adr_100|14.28|12.822824523685062|10.204310058227852|False|True|False|settled||stop|-1.0|stop|-1.0|2.3813|-1.098|False
EROC|2026-08-12|2026-08-13|2026-08|e_ep_close|14.28|13.82|3.221288515406156|False|True|False|settled||stop|-1.0|stop|-1.0|7.5435|-3.4783|True
EROC|2026-08-12|2026-08-13|2026-08|f_ep_low|14.28|12.7335|10.829831932773109|False|True|False|settled||stop|-1.0|stop|-1.0|2.2438|-1.0346|False
FRMI|2026-08-11|2026-08-12|2026-08|a_prior_low|7.3899|6.78|8.253156334997763|False|True|False|settled||stop|-1.0|stop|-1.0|0.4675|-1.4263|False
FRMI|2026-08-11|2026-08-12|2026-08|b_break_bar|7.3899|7.17|2.975683026833922|False|True|False|settled||stop|-1.0|stop|-1.0|-0.1814|-1.0|False
FRMI|2026-08-11|2026-08-12|2026-08|c_lod_at_fire|7.3899|7.17|2.975683026833922|False|True|False|settled||stop|-1.0|stop|-1.0|-0.1814|-1.0|False
FRMI|2026-08-11|2026-08-12|2026-08|d_adr_025|7.3899|7.227267064921408|2.2007460869374658|False|True|False|settled||stop|-1.0|stop|-1.0|-0.2453|-1.3521|False
FRMI|2026-08-11|2026-08-12|2026-08|d_adr_050|7.3899|7.064634129842817|4.401492173874919|False|True|False|settled||stop|-1.0|stop|-1.0|0.8765|-2.6744|False
FRMI|2026-08-11|2026-08-12|2026-08|d_adr_075|7.3899|6.9020011947642255|6.602238260812385|False|True|False|settled||stop|-1.0|stop|-1.0|0.5843|-1.783|False
FRMI|2026-08-11|2026-08-12|2026-08|d_adr_100|7.3899|6.739368259685634|8.80298434774985|False|True|False|settled||stop|-1.0|stop|-1.0|0.4383|-1.3372|False
FRMI|2026-08-11|2026-08-12|2026-08|e_ep_close|7.3899|7.12|3.6522821689062077|False|True|False|settled||stop|-1.0|stop|-1.0|1.0563|-3.223|False
FRMI|2026-08-11|2026-08-12|2026-08|f_ep_low|7.3899|6.78|8.253156334997763|False|True|False|settled||stop|-1.0|stop|-1.0|0.4675|-1.4263|False
FTK|2026-08-03|2026-08-04|2026-08|a_prior_low|26.88|24.54|8.705357142857142|False|False|False|settled||stop|-1.0|trail_exit|0.7607|5.4658|-1.453|True
FTK|2026-08-03|2026-08-04|2026-08|b_break_bar|26.88|27.0|-0.4464285714285751|False|False|False|killed_entry_le_stop||||||||
FTK|2026-08-03|2026-08-04|2026-08|c_lod_at_fire|26.88|27.0|-0.4464285714285751|False|False|False|killed_entry_le_stop||||||||
FTK|2026-08-03|2026-08-04|2026-08|d_adr_025|26.88|26.443892589355126|1.6224234026966984|False|False|False|settled||stop|-1.0|stop|-1.0|1.0777|-1.3185|False
FTK|2026-08-03|2026-08-04|2026-08|d_adr_050|26.88|26.007785178710257|3.244846805393384|False|False|False|settled||stop|-1.0|trail_exit|2.0408|14.6638|-2.2013|True
FTK|2026-08-03|2026-08-04|2026-08|d_adr_075|26.88|25.571677768065385|4.8672702080900825|False|False|False|settled||stop|-1.0|trail_exit|1.3605|9.7759|-1.4675|True
FTK|2026-08-03|2026-08-04|2026-08|d_adr_100|26.88|25.135570357420516|6.489693610786768|False|False|False|settled||stop|-1.0|trail_exit|1.0204|7.3319|-1.1006|True
FTK|2026-08-03|2026-08-04|2026-08|e_ep_close|26.88|26.76|0.44642857142856196|False|False|False|settled||stop|-1.0|stop|-1.0|3.9167|-1.5|False
FTK|2026-08-03|2026-08-04|2026-08|f_ep_low|26.88|24.54|8.705357142857142|False|False|False|settled||stop|-1.0|trail_exit|0.7607|5.4658|-1.453|True
HUT|2026-07-20|2026-07-21|2026-07|a_prior_low|107.0|99.1|7.383177570093463|True|True|False|settled||stop|-1.0|stop|-1.0|1.6937|-1.9494|False
HUT|2026-07-20|2026-07-21|2026-07|b_break_bar|107.0|104.62|2.2242990654205563|True|True|False|settled||stop|-1.0|stop|-1.0|-0.5441|-1.1216|False
HUT|2026-07-20|2026-07-21|2026-07|c_lod_at_fire|107.0|104.62|2.2242990654205563|True|True|False|settled||stop|-1.0|stop|-1.0|-0.5441|-1.1216|False
HUT|2026-07-20|2026-07-21|2026-07|d_adr_025|107.0|104.54546018336522|2.293962445453064|True|True|False|settled||stop|-1.0|stop|-1.0|-0.5276|-1.0876|False
