=== SECTYPE_COVERAGE ===
security_type|n|first_seen|last_seen
ETF|5612|2026-03-24|2026-08-31
CS|5598|2026-03-24|2026-08-31
WARRANT|523|2026-03-24|2026-08-31
PFD|453|2026-03-24|2026-08-31
ADRC|389|2026-03-24|2026-08-31
FUND|345|2026-03-30|2026-08-31
UNIT|341|2026-03-24|2026-08-31
SP|174|2026-03-30|2026-08-31
RIGHT|152|2026-03-24|2026-08-31
ETS|116|2026-06-15|2026-08-31
ETV|91|2026-08-17|2026-08-31
ETN|52|2026-08-17|2026-08-31
(12 rows)
=== BUCKET_MONTH ===
skip_category|mon|pre_sectype_filter|cls|n|sessions|n20|tail20|lose20|n5|tail5_20|tail5_10|lose5|day0_red|tail20_day0red|tail5_day0red|gap_gt100
AVAV|2026-06-30|high_unentered|high_unentered|ORB window unfilled|54|0.2697841726618705|t|176.5|165.07|-0.023002832861189815|-0.10606232294617562|-0.19478753541076485|0.13529745042492916|0.13529745042492916|CS
SEDG|2026-06-30|moderate_alert|moderate_tier||54.7|0.08047326589595373|f|59.815|58.44|-0.06377998829724982|-0.12379837833319404|-0.3473209061272256|0.018807991306528462|0.018807991306528462|CS
GRND|2026-07-01|moderate_alert|moderate_tier||56.4|0.06332637439109257|f|15.28|15.69|0.05104712041884813|0.04712041884816758|0.10929319371727748|0.07068062827225131|0.13939790575916236|CS
DOCN|2026-07-07|high_unentered|high_unentered|ORB window unfilled|115.2|0.10375275938189842|t|145|137.04|-0.031241379310344836|-0.12896551724137933|-0.11110344827586216|0.023413793103448346|0.023413793103448346|CS
KC|2026-07-08|moderate_alert|moderate_tier||50|0.10275423728813567|t|10.41|10.52|0.005763688760806964|-0.03650336215177721|0.20172910662824203|0.07204610951008646|0.26224783861671475|ADRC
PENG|2026-07-08|high_unentered|window_missed|window:out_of_orb: detected 09:55 ET|72|0.08196459894753617|f|67.85|78.47|0.19955784819454692|0.07369196757553427|-0.17877671333824607|0.32439204126750193|0.32439204126750193|CS
CLSK|2026-07-14|high_unentered|high_unentered|ORB window unfilled|96|0.18810679611650494|t|14.685|13.45|-0.03779366700715013|0.04732720463057544|-0.2155260469867212|0.06877766428328225|0.09632277834525015|CS
AEHR|2026-07-15|high_unentered|high_unentered|rejected|96|0.36307457297597545|t|98.155|87.79|-0.14217309357648614|-0.047017472365136724|0.31659110590392736|0.12271407467780553|0.3585655341042228|CS
PRG|2026-07-15|moderate_alert|moderate_tier||80|-0.0006635700066357252|f|45.18|46.51|0.052014165559982325|-0.003984063745019914|-0.08742806551571498|0.05644090305444881|0.05644090305444881|CS
IREN|2026-07-20|high_unentered|window_missed|window:out_of_orb: detected 09:51 ET|72|0.08245092207019648|f|36.392|40.2|0.13459001978456792|-0.002802813805232025|0.23378764563640347|0.20136293690921067|0.3515333040228621|CS
HAS|2026-07-21|high_unentered|window_missed|window:out_of_orb: detected 09:50 ET|72|0.03578869959553869|f|84.51|88.78|0.05360312389066384|0.13998343391314635|0.11217607383741557|0.14116672583126247|0.16045438409655646|CS
ARWR|2026-07-22|high_unentered|high_unentered|cancelled|80|0.14680622651637143|t|85.46|88.7|0.015445822607067722|0.00889304937982688|0.046220454013573636|0.11736367891411202|0.11736367891411202|CS
EFOR|2026-07-22|moderate_alert|moderate_tier||50.4|0.09393773894046983|t|20.03|20.38|-0.019470793809286097|0.16874687968047922|0.5951073389915126|0.19920119820269586|0.6864702945581627|CS
CLF|2026-07-23|moderate_alert|moderate_tier||84|0.1291005291005292|t|10.67|10.96|0.11808809746954074|0.08997188378631686|0.006560449859418958|0.1682286785379569|0.20477975632614812|CS
NNE|2026-07-27|high_unentered|window_missed|window:out_of_orb: detected 09:56 ET|57|0.06478511866581152|f|16.6|16.79|-0.03253012048192787|0.05903614457831306|0.1006024096385541|0.062048192771084185|0.27289156626506006|CS
CORZ|2026-07-28|high_unentered|breaker_blocked|block:circuit_breaker: cooldown until 2026-07-28T14:37:45.699612+00:00|72|0.0101253616200579|f|20.95|20.745|-0.13508353221957034|0.08878281622911692|-0.13937947494033404|0.12649164677804306|0.12649164677804306|CS
TER|2026-07-29|high_unentered|breaker_blocked|block:circuit_breaker: cooldown until 2026-07-29T13:36:25.188082+00:00|60|0.14734133790737566|t|367.895|319.41|-0.0065371913181749485|0.05842699683333561|-0.013033610133325975|0.11368732926514372|0.20732817787683996|CS
TEVA|2026-07-29|high_unentered|window_missed|window:out_of_orb: detected 09:51 ET|50.4|0.06315124723713293|f|33.67|34.71|0.05167805167805152|0.0311850311850311|0.12622512622512622|0.06534006534006521|0.1318681318681318|ADRC
ARM|2026-07-30|high_unentered|high_unentered|ORB window unfilled|60|0.14722753346080314|t|258|241.54|-0.07096899224806202|0.11116279069767444|-0.010813953488372063|0.14562015503875966|0.16001937984496134|ADRC
CORT|2026-07-30|high_unentered|stop_too_wide|setup:stop_too_wide: ORB range $7.25 (6.9%) > 1.5x ATR $6.89|96|0.20494889725658952|t|112|118.32|0.02223214285714281|-0.03616071428571426|0.044017857142857206|0.09116071428571423|0.1284223214285715|CS
EME|2026-07-30|high_unentered|setup_other|setup:size_too_small: $12 risk / $16.65 per-share < 1 share|60|0.14748394004282647|t|771.66|802.37|0.03339553689448719|0.04765051965891712|0.0043801674312521|0.08854936111759071|0.1207397040147216|CS
LRCX|2026-07-30|high_unentered|window_missed|window:out_of_orb: detected 09:51 ET|84|0.2613037447988905|t|318.29|297.72|-0.07939300637783166|-0.03933519746143466|0.0009111187910395036|0.016808570800213533|0.0847968833453767|CS
PWR|2026-07-30|high_unentered|setup_other|setup:size_too_small: $12 risk / $21.95 per-share < 1 share|60|0.15300994404248497|t|647|657.98|0.031468315301391055|0.03221020092735708|-0.0389026275115919|0.0943740340030911|0.12024729520865526|CS
SIMO|2026-07-30|high_unentered|setup_other|setup:size_too_small: $12 risk / $29.11 per-share < 1 share|80|0.2399370469286532|t|259.99|255.1|-0.024577868379553117|0.02861648524943266|-0.018885341743913212|0.09619600753875145|0.09619600753875145|ADRC
BLZE|2026-07-31|high_unentered|window_missed|window:out_of_orb: detected 09:56 ET|72|0.06650831353919238|f|13.47|13.72|0.1573867854491462|0.39717891610987377|0.06384558277654041|0.7809948032665179|0.7809948032665179|CS
COHU|2026-07-31|high_unentered|breaker_blocked|block:circuit_breaker: cooldown until 2026-07-31T13:37:50.539792+00:00|80|0.24219590958019374|t|57.7|47.99|-0.15355285961871748|-0.08353552859618718|-0.16811091854419416|0.003119584055459267|0.10103986135181972|CS
FET|2026-07-31|high_unentered|breaker_blocked|block:circuit_breaker: cooldown until 2026-07-31T13:37:50.539792+00:00|84|0.1942446043165468|t|61.42|62.67|0.14539238033213925|0.20856398567241943|0.3124389449690654|0.26196515792901337|0.4233148811462064|CS
FLNC|2026-07-31|high_unentered|breaker_blocked|block:circuit_breaker: cooldown until 2026-07-31T13:37:50.539792+00:00|60|0.12286562731997025|t|15.125|13.93|-0.03735537190082641|-0.12760330578512394|-0.28066115702479333|0.047272727272727265|0.047272727272727265|CS
MPWR|2026-07-31|high_unentered|breaker_blocked|block:circuit_breaker: cooldown until 2026-07-31T13:37:50.539792+00:00|60|0.13890197389414816|t|1499|1426.03|-0.10315543695797205|-0.06501667778519016|-0.1619346230820547|0.04617078052034692|0.04617078052034692|CS
NWL|2026-07-31|high_unentered|breaker_blocked|block:circuit_breaker: cooldown until 2026-07-31T13:37:50.539792+00:00|60|0.2840466926070039|t|6.6|5.6|-0.036363636363636265|-0.08939393939393937|-0.06515151515151511|0.08028787878787887|0.08028787878787887|CS
FTK|2026-08-03|high_unentered|high_unentered||60|0.06627017841971122|f|25.1|26.76|0.12390438247011949|0.4988047808764938|-0.054980079681274996|0.5298804780876493|0.5804780876494023|CS
LIND|2026-08-03|high_unentered|high_unentered||70|0.048005409060175856|f|31|33.12|0.09967741935483881|0.0658064516129032|-0.14322580645161295|0.12741935483870978|0.12903225806451613|CS
AEIS|2026-08-04|high_unentered|cap_blocked|block:max_positions: 5/5 (mode=live)|84|0.13796477495107629|t|337.27|341.39|-0.02383846769650418|-0.028701040709224086|-0.20834939366086513|0.039790079165060686|0.039790079165060686|CS
AMRC|2026-08-04|high_unentered|window_missed|window:out_of_orb: detected 09:45 ET|50|0.40475142982842055|t|31.93|27.94|-0.1963670529282806|-0.18916379580331974|-0.29220169119949885|0|0|CS
CAT|2026-08-04|high_unentered|high_unentered|ORB window unfilled|60|0.11080322397985619|t|922|876.54|-0.05522776572668108|-0.0852819956616052|-0.15492407809110634|0.014099132321041255|0.014099132321041255|CS
INSP|2026-08-04|moderate_alert|moderate_tier||55|0.22864802757564148|t|64.16|64.14|-0.06343516209476299|-0.07839775561097248|-0.04114713216957596|0.03187344139650876|0.03187344139650876|CS
LIFE|2026-08-04|high_unentered|high_unentered|ORB window unfilled|80|0.1971090670170828|t|27.33|27.65|0.014270032930845247|0.2239297475301868|0.2806439809732895|0.23673618733991947|0.4990815953165022|CS
TSAT|2026-08-04|high_unentered|window_missed|window:out_of_orb: detected 09:56 ET|60|0.09507217521154804|t|44|54.75|0.1654545454545455|0.35181818181818175|-0.024090909090909142|0.38125|0.39863409090909097|CS
VOYG|2026-08-04|high_unentered|setup_other|setup:zero_range: open=high=low=$33.99|80|0.21349518029275258|t|33.99|33.49|0.021771109149749775|0.26213592233009697|-0.030303030303030335|0.3030303030303029|0.3356869667549278|CS
ZBRA|2026-08-04|high_unentered|cap_blocked|block:max_positions: 5/5 (mode=live)|60|0.13187491427787695|t|330.1|368.83|0.11781278400484696|0.1604362314450166|0.041199636473795716|0.16663465616479856|0.17003938200545288|CS
APPS|2026-08-05|high_unentered|breaker_blocked|block:circuit_breaker: cooldown until 2026-08-05T19:50:00.523877+00:00|115.2|0.25657202944269186|t|11.95|13.17|0.19414225941422597|0.03849372384937246|-0.1815899581589958|0.28326359832636|0.28326359832636|CS
ECG|2026-08-05|high_unentered|window_missed|window:out_of_orb: detected 09:51 ET|72|0.08078730904817862|f|147.16|140.75|-0.051848328350095105|-0.04865452568632778|-0.23409893992932865|0.060001359064963344|0.060001359064963344|CS
HGTY|2026-08-05|high_unentered|window_missed|window:out_of_orb: detected 09:55 ET|60.5|0.08020477815699655|f|12.66|13.52|0.06556082148499211|0.007109004739336481|0.045023696682464476|0.1034676145339653|0.1034676145339653|CS
KMT|2026-08-05|high_unentered|breaker_blocked|block:circuit_breaker: cooldown until 2026-08-05T19:50:00.523877+00:00|72|0.12312811980033271|t|40.5|34.16|-0.1641975308641975|-0.23999999999999996|-0.27283950617283953|0.015308641975308578|0.015308641975308578|CS
KODK|2026-08-05|high_unentered|breaker_blocked|block:circuit_breaker: cooldown until 2026-08-05T19:50:00.523877+00:00|54.7|0.12262038073908182|t|10.025|9.86|-0.0573566084788031|0.010473815461346675|-0.08329177057356617|0.02842892768079802|0.02842892768079802|CS
KTOS|2026-08-05|high_unentered|breaker_blocked|block:circuit_breaker: cooldown until 2026-08-05T19:50:00.523877+00:00|64.8|0.1349527665317139|t|58.87|55.34|-0.024800407677934448|0.08408357397655856|-0.18838117886869368|0.09087820621708853|0.1397995583489043|CS
PRGO|2026-08-05|moderate_alert|moderate_tier||54|0.17068645640074212|t|12.62|13.27|-0.00633914421553091|0.005546751188589563|0.14817749603803496|0.08201267828843108|0.18066561014263086|CS
ROCK|2026-08-05|moderate_alert|moderate_tier||60.5|0.08156471077819381|f|51.98|54.86|-0.02308580223162747|-0.055405925355906036|-0.1489034243939976|0.10773374374759526|0.10773374374759526|CS
TATT|2026-08-05|high_unentered|breaker_blocked|block:circuit_breaker: cooldown until 2026-08-05T19:50:00.523877+00:00|61.9|0.18319327731092444|t|49.28|42.62|-0.19054383116883117|-0.20677759740259735|-0.24857954545454544|0.07528409090909093|0.07528409090909093|CS
AEVA|2026-08-06|high_unentered|stop_too_wide|setup:stop_too_wide: ORB range $3.08 (13.4%) > 1.5x ATR $2.33|96|0.31565527791942893|t|25.8|25.26|0.03178294573643412|-0.13100775193798445||0.10155038759689926|0.10155038759689926|CS
CAI|2026-08-06|high_unentered|window_missed|window:out_of_orb: detected 09:53 ET|50.4|0.1550151975683891|t|19|20|0.19684210526315782|0.16736842105263156||0.24526315789473685|0.4905263157894737|CS
DCTH|2026-08-06|high_unentered|window_missed|window:out_of_orb: detected 09:56 ET|54|0.1108471892319872|t|14.03|15.47|0.07697790449037777|0.23734853884533144||0.24162508909479705|0.24162508909479705|CS
INSM|2026-08-06|high_unentered|high_unentered|broker:entry_rejected: last $128.96 at/below trigger $129.41 at event|96|0.29488992122803476|t|128.22|132.55|0.022461394478240488|-0.014740290126345349||0.07393542349087498|0.07393542349087498|CS
LFST|2026-08-06|high_unentered|setup_other|setup:gap_below_floor: rt -2.0% < 10% floor (alert said 18.8%, last $10.16 vs prev close $10.37)|96|0.05978784956605603|f|10.99|10.66|-0.013648771610555083|0.11191992720655144||0.13057324840764337|0.19654231119199272|CS
RDW|2026-08-06|high_unentered|high_unentered|ORB window unfilled|64.8|0.14179104477611937|t|12.24|11.83|0.11029411764705879|0.07843137254901954||0.136437908496732|0.159313725490196|CS
SITM|2026-08-06|high_unentered|setup_other|setup:size_too_small: $48 risk / $48.88 per-share < 1 share|96|0.26101045809397555|t|684.88|687.5|0.05898843593038193|0.004453334890783721||0.11355259315500527|0.11355259315500527|CS
SOUN|2026-08-06|moderate_alert|moderate_tier||62.4|0.25116640746500785|t|8.045|7.08|-0.003107520198881337|-0.07022995649471715||0.018023617153511445|0.018023617153511445|CS
TASK|2026-08-06|moderate_alert|moderate_tier||50.4|0.11392405063291135|t|7.04|7.82|0.03693181818181815|0.03267045454545448||0.1683238636363636|0.19744318181818177|CS
TRUP|2026-08-06|moderate_alert|moderate_tier||60|0.1312013120131201|t|27.59|28.16|-0.021747009786154455|0.12359550561797754||0.1386371873867343|0.16310257339615816|CS
U|2026-08-06|high_unentered|setup_other|setup:gap_below_floor: rt 1.0% < 10% floor (alert said 18.4%, last $35.83 vs prev close $35.47)|96|0.015224133070200145|f|36.01|40.81|0.19411274645931692|0.2715912246598168||0.2729797278533742|0.34573729519577906|CS
ACMR|2026-08-07|high_unentered|setup_other|setup:gap_below_floor: rt 6.6% < 10% floor (alert said 15.1%, last $84.19 vs prev close $78.98)|100.8|0.17181564953152687|t|92.55|83.8|-0.1419773095623987|-0.13106428957320362||0|0|CS
CRSR|2026-08-07|moderate_alert|moderate_tier||84|0.195287464655985|t|12.682|14.35|0.08105976975240502|0.024286390159280857||0.1810439993691846|0.1810439993691846|CS
DOCS|2026-08-07|moderate_alert|moderate_tier||54|0.8811713455953534|t|38.865|27.4|-0.3405377589090442|-0.36189373472275826||0.029203653672970488|0.029203653672970488|CS
FROG|2026-08-07|high_unentered|high_unentered|ORB window unfilled|100.8|0.15914017341040448|t|96.255|89.52|-0.08420341800425941|-0.0008830710092981533||0.023011791595241842|0.09874603916679657|CS
INOD|2026-08-07|moderate_alert|moderate_tier||51.6|0.15943799633475866|t|75.92|62.33|-0.1803872497365648|-0.1589831401475237||0.046364594309799737|0.046364594309799737|CS
MTW|2026-08-07|high_unentered|window_missed|window:out_of_orb: detected 09:52 ET|50.4|0.20619282195636873|t|17.14|18.81|0.10210035005834306|0.2065344224037339||0.24504084014002328|0.24504084014002328|CS
ONTO|2026-08-07|high_unentered|window_missed|window:out_of_orb: detected 09:52 ET|96|0.11648678823967254|t|300|308.3|-0.028833333333333256|0.10569999999999993||0.15633333333333327|0.17945400000000006|CS
PRAA|2026-08-07|moderate_alert|moderate_tier||84|0.12011019283746556|t|20.33|19.79|-0.0673880964092473|0.013280865715691252||0.05705853418593213|0.05705853418593213|CS
PSIX|2026-08-07|moderate_alert|moderate_tier||68.4|0.2132041187159297|t|40.06|40.82|0.07338991512730897|0.01198202695956058||0.10259610584123813|0.10259610584123813|CS
PUBM|2026-08-07|moderate_alert|moderate_tier||96|0.28783382789317496|t|17.36|17.78|0.023041474654378002|0.013248847926267305||0.06218317972350228|0.06218317972350228|CS
QNST|2026-08-07|high_unentered|high_unentered|broker:entry_cancelled: last $19.59 at/below trigger $19.80 at event|96|0.29369250985545337|t|19.69|21.08|0.11833417978669365|0.0411376333164042||0.13204672422549507|0.13204672422549507|CS
TWLO|2026-08-07|high_unentered|cap_blocked|block:max_positions: 5/5 (mode=live)|84|0.21765010351966882|t|235.25|241.28|0.06295430393198725|0.012539851222104097||0.0982040382571733|0.0982040382571733|CS
WLDN|2026-08-07|moderate_alert|moderate_tier||51.6|0.1665761975844756|t|85.965|86.24|-0.042517303553771896|0.005060198918164395||0.032047926481707616|0.03914383760832891|CS
ACHR|2026-08-10|high_unentered|window_missed|window:out_of_orb: detected 09:45 ET|54|0.14669051878354208|t|6.41|6.26|0.059282371294851775|-0.003120124804992272||0.13728549141965676|0.13728549141965676|CS
NESR|2026-08-10|high_unentered|window_missed|window:out_of_orb: detected 09:45 ET|53.3|0.10268780151619575|t|32|35.79|0.12531249999999994|0.11812500000000004||0.15437499999999993|0.15437499999999993|CS
SLN|2026-08-10|moderate_alert|moderate_tier||84|0.397489539748954|t|16.7|15.43|-0.11856287425149693|-0.14071856287425147||0.0524431137724552|0.0524431137724552|ADRC
TH|2026-08-10|high_unentered|setup_other|setup:gap_below_floor: rt -5.0% < 10% floor (alert said 12.2%, last $15.68 vs prev close $16.51)|50.4|-0.05935796486977602|f|15.53|16.07|0.07018673535093378|0.1635544108177721||0.16934964584674828|0.2652929813264649|CS
RIOT|2026-08-11|high_unentered|high_unentered|ORB window unfilled|115.2|0.21494845360824752|t|23.57|20.24|-0.13788714467543486|-0.19770895205770048||0.003818413237165883|0.003818413237165883|CS
SE|2026-08-11|high_unentered|setup_other|setup:gap_below_floor: rt 9.2% < 10% floor (alert said 10.6%, last $125.36 vs prev close $114.80)|54.7|0.11385017421602794|t|127.87|131.51|0.0018769062328928528|-0.0907953390161883||0.0318292015328067|0.0318292015328067|ADRC
ATRO|2026-08-12|high_unentered|stop_too_wide|setup:stop_too_wide: ORB range $5.75 (7.2%) > 1.5x ATR $5.29|72|0.12428247230009348|t|84.22|87.89|0.09962004274519118|-0.030277843742578928||0.12158632153882683|0.12158632153882683|CS
BE|2026-08-12|high_unentered|window_missed|window:out_of_orb: detected 09:50 ET|84|0.12073291984281047|t|236.71|237.16|-0.002070043513159601|-0.12707532423640747||0.070128004731528|0.070128004731528|CS
CRWV|2026-08-12|high_unentered|window_missed|window:out_of_orb: detected 09:50 ET|51.6|0.20349867139061129|t|108.7|107.73|-0.022171113155473748|-0.16402943882244708||0.08086476540938355|0.08086476540938355|CS
EROC|2026-08-12|high_unentered|setup_other|setup:chase_cap_exceeded: limit $13.50 risk $0.75/sh vs planned $0.41/sh (cap 1.50x, ORB high $13.16)|96|0.16622222222222216|t|13.12|13.82|0.19359756097560984|0.09451219512195125||0.3528963414634147|0.3528963414634147|CS
GLBE|2026-08-12|high_unentered|setup_other|setup:gap_below_floor: rt 4.8% < 10% floor (alert said 10.7%, last $42.81 vs prev close $40.86)|72|0.004894762604013775|f|41.06|40.55|0.027520701412566864|0.004383828543594732||0.07135898684851436|0.07135898684851436|CS
HRB|2026-08-12|moderate_alert|moderate_tier||100.8|0.16777373044782512|t|54.5|54.18|-0.021284403669724707|-0.04128440366972477||0.07651376146788993|0.07651376146788993|CS
MRX|2026-08-12|high_unentered|window_missed|window:out_of_orb: detected 09:55 ET|53.3|0.04455197730685803|f|62.6|71.13|0.15591054313099037|0.1212460063897763||0.2044728434504793|0.2044728434504793|CS
NBIS|2026-08-12|moderate_alert|moderate_tier||54.7|0.16959064327485388|t|226|259.2|0.1284955752212389|-0.009292035398230064||0.24261061946902648|0.24261061946902648|CS
WYFI|2026-08-12|moderate_alert|moderate_tier||84|0.13253509496284066|t|27.43|28.58|0.02880058330295294|-0.2205614290922348||0.17973022238425082|0.17973022238425082|CS
BLSH|2026-08-13|moderate_alert|moderate_tier||54|0.015022330491270849|f|25|27.48|-0.024399999999999977|0.13760000000000006||0.17484399999999994|0.3819999999999999|CS
CGEM|2026-08-13|high_unentered|infra_skip|infra:no_bar: 3 retries exhausted|72|0.05714285714285701|f|20.72|19.64|-0.018339768339768293|0.03185328185328186||0.08783783783783786|0.11920849420849433|CS
CRMD|2026-08-13|high_unentered|infra_skip|infra:no_bar: 3 retries exhausted|64.8|0.18169014084507057|t|8.39|8.14|-0.1013110846245531|-0.01907032181168059||0.07032181168057208|0.07032181168057208|CS
HLIT|2026-08-13|high_unentered|infra_skip|infra:no_bar: 3 retries exhausted|96|0.2066666666666667|t|14.48|13.08|-0.038674033149171304|-0.14571823204419898||0.04005524861878453|0.04005524861878453|CS
KURA|2026-08-13|high_unentered|window_missed|window:out_of_orb: detected 09:51 ET|60.5|0.06690140845070432|f|10.605|10.09|0.02404526166902395|0.10419613389910423||0.21640735502121639|0.3107024988213107|CS
OMER|2026-08-13|high_unentered|window_missed|window:out_of_orb: detected 09:45 ET|60|0.21444201312910266|t|16.65|17.35|0.0324324324324326|0.11891891891891895||0.13453453453453468|0.18016216216216221|CS
HTFL|2026-08-14|high_unentered|stop_too_wide|setup:stop_too_wide: ORB range $2.55 (7.0%) > 1.5x ATR $2.19|96|0.2595936794582393|t|39.06|42.08|0.07373271889400909|0.27368151561699944||0.2923707117255503|0.3256016385048642|CS
LPTH|2026-08-14|moderate_alert|moderate_tier||54.7|0.10518292682926836|t|14.5|15.17|0.02068965517241384|-0.00551724137931035||0.076551724137931|0.076551724137931|CS
NMAX|2026-08-14|high_unentered|window_missed|window:out_of_orb: detected 09:50 ET|100.8|0.0426765015806111|f|9.895|10.87|0.04699343102577058|0.0864072764022234||0.19050025265285497|0.19050025265285497|CS
RDDT|2026-08-14|moderate_alert|moderate_tier||54.7|0.1116873260814571|t|175.78|178.09|-0.06417112299465241|-0.12794402093526003||0.04837865513710314|0.04837865513710314|CS
STDN|2026-08-14|moderate_alert|moderate_tier||53.3|0.009098428453267115|f|12.2|13.31|0.09098360655737715|0.03606557377049191||0.13073770491803285|0.4213032786885247|CS
VERA|2026-08-14|high_unentered|setup_other|setup:gap_below_floor: rt 5.6% < 10% floor (alert said 14.2%, last $30.50 vs prev close $28.89)|86.4|0.08307372793354097|f|31.29|31.63|0.01086609140300415|0.031479705976350254||0.0699904122722914|0.18120805369127524|CS
ARGX|2026-08-17|high_unentered|setup_other|setup:gap_below_floor: rt 9.5% < 10% floor (alert said 10.5%, last $931.98 vs prev close $851.29)|86.4|0.08932326234303244|f|927.33|987.84|0.07080543064496993|0.09034540023508349||0.1416539958806466|0.15681580451403487|ADRC
TWST|2026-08-19|high_unentered|window_missed|window:out_of_orb: detected 09:55 ET|84|0.10249784668389325|t|128|142.39|0.0650781250000001|0.17234375000000002||0.21062500000000006|0.21437499999999998|CS
BULL|2026-08-20|high_unentered|stop_too_wide|setup:stop_too_wide: ORB range $0.54 (5.7%) > 1.5x ATR $0.52|100.8|0.15046296296296283|t|9.94|8.85|-0.11670020120724348|-0.03722334004024137||0.0010060362173038016|0.0010060362173038016|CS
RARE|2026-08-20|high_unentered|infra_skip|infra:no_bar: 3 retries exhausted|72|0.08193597560975618|f|28.39|25.32|-0.09017259598450167|-0.0750264177527298||0.0038746037337090322|0.0038746037337090322|CS
UUUU|2026-08-21|high_unentered|window_missed|window:out_of_orb: detected 09:55 ET|51.6|0.05251798561151082|f|14.63|15.14|0.017088174982911822|0.0027341079972658337||0.1278195488721804|0.1278195488721804|CS
CHRN|2026-08-27|high_unentered|window_missed|window:out_of_orb: detected 09:50 ET|105|0.057210401891252996|f|22.36|20.735|-0.1618962432915922|||0.0898926654740609|0.0898926654740609|CS
DG|2026-08-27|high_unentered|setup_other|setup:gap_below_floor: rt 3.6% < 9% floor (alert said 10.9%, last $127.26 vs prev close $122.78)|70.5|0.0412119237660857|f|127.84|125.89|-0.038720275344180245|||0.049163016270337895|0.049163016270337895|CS
VEEV|2026-08-27|high_unentered|window_missed|window:out_of_orb: detected 09:50 ET|85.5|0.1243109713772407|t|275.355|282.13|0.004848286757095311|||0.07584754226362328|0.07584754226362328|CS
(210 rows)
=== OVERLAP ===
ticker_days_in_2plus_buckets
145
(1 row)
=== TRADED_PROXY_ROWS ===
ticker|alert_date|account_mode|total_pnl|risk_budget|open_d0|close_d0|ret_5d|ret_20d
WULF|2026-07-06|live|-32.80000000000001|47.13|24.15|22.21|-0.1349896480331262|-0.2202898550724638
CRCL|2026-07-10|live|-19.180000000000064|23.79|70.66|66.14|-0.1443532408717803|-0.05646759128219636
WDFC|2026-07-10|live|-19.029999999999973|23.79|292.093|264.91|-0.15509786266702735|-0.19570136908450395
TSEM|2026-07-14|live|-23.010000000000048|21.98|271.5|255.49|-0.07583793738489872|-0.08073664825046035
MANE|2026-07-15|live|-2.3999999999999773|22.69|118.75|123.7|-0.07494736842105268|-0.08168421052631582
HUT|2026-07-20|live|-19.530000000000015|19.9|101.51|100.93|0.030341838242537663|-0.13269628608018913
SMCI|2026-07-22|live|-14.959999999999994|21.92|28.89|30.56|-0.1104188300449983|0.2661820699203876
NVCR|2026-07-23|live|-24.133199999999935|22.55|18|19.99|-0.15388888888888885|-0.012777777777777801
THC|2026-07-24|live|-16.279999999999973|20.16|235.01|233.2|0.08412407982639042|0.19471511850559547
WKC|2026-07-24|live|-23.799999999999955|20.16|39.995|38.14|-0.003375421927740918|-0.10113764220527553
QBTS|2026-07-27|live|-22.26000000000009|24.2|17.86|19.51|0.11870100783874586|0.04591265397536396
FTNT|2026-07-30|live|-6.6299999999999955|11.96|164|154.25|-0.023719512195121868|0.053536585365853664
BLZE|2026-08-04|live|-36.79410000000004|35.82|20.16|19.79|-0.07192460317460314|-0.32886904761904767
BTDR|2026-08-04|live|-28.119999999999926|35.87|12.785|11.38|-0.32029722330856475|-0.19045756746186943
PLTR|2026-08-04|live|118.60200000000003|35.86|145.145|162.66|0.20527748113955|0.2395879982086877
FIGS|2026-08-07|live|-6.838002000000003|47.94|15.2|14.26|-0.033552631578947355|
NET|2026-08-07|live|-15.389999999999986|47.94|318|300.27|-0.006981132075471784|
TEAM|2026-08-07|live|-23.940000000000055|47.95|145.135|149.07|0.11771798670203609|
ABCL|2026-08-10|live|127.76979999999998|47.98|8.76|9.34|0.27853881278538806|
BW|2026-08-11|live|-49.60000000000008|48.59|11.86|9.19|-0.22934232715008424|
FRMI|2026-08-11|live|-31.490000000000045|48.51|7.07|7.12|-0.18811881188118812|
ETON|2026-08-14|live|19.323599999999942|48.92|54.93|58.86|0.15547059894411067|
AMLX|2026-08-18|live|62.92049600000003|48.72|29.91|35.11|0.25242393848211303|
MRVL|2026-08-19|live|-43.27999999999997|50.02|240.13|237.27|0.02073876650147844|
CRWD|2026-08-27|live|14.402600000000007|28.92|208.25|227.96||
SOLS|2026-08-28|live|-49.19999999999993|48.72|65|63.53||
KURA|2026-04-17|paper|20.919999999999554|1000|9.5|9.68|-0.025263157894736866|-0.02947368421052625
BSX|2026-04-23|paper|-252.2|995.95|65.57|65.69|-0.12139698032636868|-0.12841238371206337
INTC|2026-04-24|paper|-477.34|997.68|82.2|82.54|0.21192214111922142|0.4579075425790754
FTRE|2026-05-05|paper|138.23999999999953|990.48|13.97|14.53|0.045812455261274074|0.11882605583392986
BW|2026-05-11|paper|2492.4803570000004|988.61|16.7|18.91|0.20658682634730535|-0.07245508982035923
CRMD|2026-05-14|paper|-778.0195260000007|957.96|8.545|7.93|-0.05675833820947916|0.02282036278525457
CSCO|2026-05-14|paper|-406.499958|957.96|117.55|115.53|0.005529561888558109|0.030199914929817075
KLAR|2026-05-14|paper|-914.2799999999997|957.96|15.48|16.47|0.02906976744186042|0.04844961240310077
RLAY|2026-05-21|paper|-642.5502080000006|812.67|14.98|13.66|-0.062082777036048045|0.15353805073431245
