cell|id|ticker|alert_date|admit|status|reason|entered|entry_px|stop|target|partial_fired|partial2_fired|final_reason|realized_r|mark_r|gap_through
partial_no_be_trail|12335|KC|2026-07-08|reject|no_trade|window_out_of_orb|False||10.225||False|False||||False
partial_no_be_trail|12336|PENG|2026-07-08|admit|no_trade|window_out_of_orb|False||60.08999999999999||False|False||||False
partial_no_be_trail|12337|CRCL|2026-07-10|admit|settled||True|70.66|67.92000000000002|73.39999999999998|False|False|stop_hit|-1.0||False
partial_no_be_trail|12338|WDFC|2026-07-10|admit|settled||True|295.0|279.12|310.88|False|False|stop_hit|-1.0||False
partial_no_be_trail|12340|CLSK|2026-07-14|admit|abstain|entry_window_gaps:29_of_29|False||14.12||False|False||||False
partial_no_be_trail|12339|TSEM|2026-07-14|admit|settled||True|273.25|259.42999999999995|287.07000000000005|False|False|stop_hit|-1.0||False
partial_no_be_trail|12341|AEHR|2026-07-15|admit|abstain|entry_window_gaps:29_of_29|False||87.54||False|False||||False
partial_no_be_trail|12344|MANE|2026-07-15|admit|settled||True|118.75|117.28999999999999|120.21000000000001|True|False|stop_hit|-0.33333333333333337||False
partial_no_be_trail|12342|PRG|2026-07-15|reject|settled||True|45.46|45.07|46.02|True|False|stop_hit|0.4786324786324799||False
partial_no_be_trail|12345|SG|2026-07-17|reject|no_trade|window_out_of_orb|False||6.570000000000001||False|False||||False
partial_no_be_trail|12346|HUT|2026-07-20|admit|settled||True|103.48|99.4164|107.54360000000001|False|False|stop_hit|-1.0||False
partial_no_be_trail|12347|IREN|2026-07-20|admit|no_trade|window_out_of_orb|False||35.580000000000005||False|False||||False
partial_no_be_trail|12348|HAS|2026-07-21|admit|no_trade|window_out_of_orb|False||81.86999999999999||False|False||||False
partial_no_be_trail|12350|ARWR|2026-07-22|admit|abstain|entry_window_gaps:29_of_29|False||80.76||False|False||||False
partial_no_be_trail|12351|EFOR|2026-07-22|reject|abstain|no_930_bar_for_orb|False||||False|False||||False
partial_no_be_trail|12349|SMCI|2026-07-22|admit|settled||True|29.48|27.52|31.44|True|False|stop_hit|0.33333333333333337||False
partial_no_be_trail|12353|CLF|2026-07-23|admit|settled||True|10.85|10.35|11.35|True|False|stop_hit|1.996||False
partial_no_be_trail|12352|NVCR|2026-07-23|reject|settled||True|19.05|16.95|21.150000000000002|True|False|sma_trail_stop|-0.11111111111111144||False
partial_no_be_trail|12354|THC|2026-07-24|admit|settled||True|240.47|226.69000000000003|254.24999999999997|True|False|stop_hit|1.140396710208032||False
partial_no_be_trail|12355|WKC|2026-07-24|admit|settled||True|39.995|38.005|41.98499999999999|False|False|stop_hit|-1.0||False
partial_no_be_trail|12357|NNE|2026-07-27|reject|no_trade|window_out_of_orb|False||15.86||False|False||||False
partial_no_be_trail|12356|QBTS|2026-07-27|admit|settled||True|18.17|17.33|19.010000000000005|True|False|stop_hit|-0.3333333333333333||False
partial_no_be_trail|12358|CORZ|2026-07-28|admit|no_entry|never_crossed_orb_high|False||19.21||False|False||||False
partial_no_be_trail|12359|TER|2026-07-29|admit|settled||True|369.3|347.93|390.67|False|False|stop_hit|-1.0||False
partial_no_be_trail|12360|TEVA|2026-07-29|admit|no_trade|window_out_of_orb|False||33.34||False|False||||False
partial_no_be_trail|12365|ARM|2026-07-30|admit|no_entry|never_crossed_orb_high|False||246.17999999999995||False|False||||False
partial_no_be_trail|12361|CORT|2026-07-30|admit|settled||True|112.0|97.5|126.5|False|False|sma_trail_stop|-0.10275862068965481||False
partial_no_be_trail|12364|EME|2026-07-30|admit|settled||True|788.31|755.01|821.6099999999999|True|False|stop_hit|0.32692692692692815||True
partial_no_be_trail|12362|FTNT|2026-07-30|admit|settled||True|166.65|153.72|179.58|False|False|stop_hit|-1.0||False
partial_no_be_trail|12367|LRCX|2026-07-30|admit|no_trade|window_out_of_orb|False||283.96000000000004||False|False||||False
partial_no_be_trail|12363|PWR|2026-07-30|admit|settled||True|670.0|625.05|716.0|False|False|sma_trail_stop|0.061846496106784644||False
partial_no_be_trail|12366|SIMO|2026-07-30|admit|no_entry|never_crossed_orb_high|False||226.77999999999997||False|False||||False
partial_no_be_trail|12373|BLZE|2026-07-31|admit|no_trade|window_out_of_orb|False||13.22||False|False||||False
partial_no_be_trail|12368|COHU|2026-07-31|admit|no_entry|never_crossed_orb_high|False||49.13999999999999||False|False||||False
partial_no_be_trail|12371|FET|2026-07-31|reject|settled||True|61.42|60.72|62.120000000000005|True|False|stop_hit|-0.35714285714285565||True
partial_no_be_trail|12370|FLNC|2026-07-31|admit|no_entry|never_crossed_orb_high|False||13.895||False|False||||False
partial_no_be_trail|12372|MPWR|2026-07-31|admit|settled||True|1522.57|1444.8200000000002|1607.8899999999996|False|False|stop_hit|-1.0102893890675264||True
partial_no_be_trail|12369|NWL|2026-07-31|admit|settled||True|6.66|6.279999999999999|7.040000000000001|True|False|stop_hit|-0.33333333333333326||False
partial_no_be_trail|12374|FTK|2026-08-03|admit|settled||True|25.16|23.919999999999998|26.400000000000002|True|False|stop_hit|5.2752688172042905||False
partial_no_be_trail|12375|LIND|2026-08-03|reject|no_trade|window_out_of_orb|False||30.31||False|False||||False
partial_no_be_trail|12379|AEIS|2026-08-04|admit|no_entry|never_crossed_orb_high|False||307.58019999999993||False|False||||False
partial_no_be_trail|12384|AMRC|2026-08-04|reject|no_trade|window_out_of_orb|False||30.07||False|False||||False
partial_no_be_trail|12376|BLZE|2026-08-04|admit|settled||True|21.7499|18.450100000000003|25.049699999999998|False|False|stop_hit|-1.0||False
partial_no_be_trail|12382|BTDR|2026-08-04|admit|settled||True|12.85|12.110000000000001|13.589999999999998|False|False|stop_hit|-1.0||False
partial_no_be_trail|12380|CAT|2026-08-04|admit|no_entry|never_crossed_orb_high|False||905.0006||False|False||||False
partial_no_be_trail|12385|INSP|2026-08-04|reject|no_trade|window_out_of_orb|False||60.81||False|False||||False
partial_no_be_trail|12378|LIFE|2026-08-04|admit|no_entry|never_crossed_orb_high|False||25.869999999999997||False|False||||False
partial_no_be_trail|12377|PLTR|2026-08-04|admit|settled||True|148.63|137.93|159.32999999999998|True|False|stop_hit|1.6941433021806873||False
partial_no_be_trail|12386|TSAT|2026-08-04|admit|no_trade|window_out_of_orb|False||42.08||False|False||||False
partial_no_be_trail|12381|VOYG|2026-08-04|admit|no_trade|setup:zero_range|False||||False|False||||False
partial_no_be_trail|12383|ZBRA|2026-08-04|admit|settled||True|345.6|313.475|377.855|True|False|stop_hit|0.7741945525291823||False
partial_no_be_trail|12387|APPS|2026-08-05|abstain_float_band_straddles_bar|settled||True|13.15|10.65|15.65|False|False|sma_trail_stop|-0.3640000000000001||False
partial_no_be_trail|12395|ECG|2026-08-05|admit|no_trade|window_out_of_orb|False||142.99999999999997||False|False||||False
partial_no_be_trail|12396|HGTY|2026-08-05|abstain_float_band_straddles_bar|abstain|no_930_bar_for_orb|False||||False|False||||False
partial_no_be_trail|12392|KMT|2026-08-05|admit|no_entry|never_crossed_orb_high|False||36.9||False|False||||False
partial_no_be_trail|12388|KODK|2026-08-05|abstain_float_band_straddles_bar|no_trade|setup:zero_range|False||||False|False||||False
partial_no_be_trail|12390|KTOS|2026-08-05|admit|settled||True|59.93|54.07|65.78999999999999|False|False|stop_hit|-1.0||False
partial_no_be_trail|12391|PRGO|2026-08-05|reject|settled||True|12.98|12.259999999999998|13.700000000000003|False|False|stop_hit|-1.0||False
partial_no_be_trail|12394|ROCK|2026-08-05|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||47.28000000000001||False|False||||False
partial_no_be_trail|12389|TATT|2026-08-05|abstain_float_band_straddles_bar|settled||True|51.22|47.34|55.099999999999994|False|False|stop_hit|-1.0||False
partial_no_be_trail|12398|AEVA|2026-08-06|reject|settled||True|26.09|19.930000000000003|32.25|False|False|stop_hit|-0.5892857142857144||True
partial_no_be_trail|12406|CAI|2026-08-06|reject|no_trade|window_out_of_orb|False||16.89||False|False||||False
partial_no_be_trail|12407|DCTH|2026-08-06|reject|no_trade|window_out_of_orb|False||13.65||False|False||||False
partial_no_be_trail|12400|INSM|2026-08-06|admit|settled||True|129.41|122.89000000000001|135.92999999999998|True|False|stop_hit|0.33333333333333337||False
partial_no_be_trail|12401|LFST|2026-08-06|admit|no_entry|never_crossed_orb_high|False||9.210199999999999||False|False||||False
partial_no_be_trail|12402|RDW|2026-08-06|admit|no_entry|never_crossed_orb_high|False||11.71||False|False||||False
partial_no_be_trail|12397|SITM|2026-08-06|admit|no_entry|never_crossed_orb_high|False||587.73||False|False||||False
partial_no_be_trail|12403|SOUN|2026-08-06|reject|no_trade|window_out_of_orb|False||6.83||False|False||||False
partial_no_be_trail|12404|TASK|2026-08-06|reject|no_trade|window_out_of_orb|False||6.879999999999999||False|False||||False
partial_no_be_trail|12405|TRUP|2026-08-06|reject|no_trade|window_out_of_orb|False||24.85||False|False||||False
partial_no_be_trail|12399|U|2026-08-06|admit|settled||True|36.61|32.989999999999995|40.230000000000004|True|False|stop_hit|2.051012891344381||False
partial_no_be_trail|12419|ACMR|2026-08-07|admit|no_entry|never_crossed_orb_high|False||74.58||False|False||||False
partial_no_be_trail|12415|CRSR|2026-08-07|reject|settled||True|12.69|11.53|13.85|True|False|stop_hit|0.33333333333333337||False
partial_no_be_trail|12408|DOCS|2026-08-07|reject|abstain|entry_window_gaps:8_of_29|False||36.760000000000005||False|False||||False
partial_no_be_trail|12412|FIGS|2026-08-07|admit|settled||True|15.5|14.879999999999999|16.12|True|False|stop_hit|-0.33333333333333326||False
partial_no_be_trail|12414|FROG|2026-08-07|admit|no_entry|never_crossed_orb_high|False||83.98500000000001||False|False||||False
partial_no_be_trail|12417|INOD|2026-08-07|abstain_float_band_straddles_bar|no_entry|never_crossed_orb_high|False||70.86000000000001||False|False||||False
partial_no_be_trail|12421|MTW|2026-08-07|reject|no_trade|setup:zero_range|False||||False|False||||False
partial_no_be_trail|12416|NET|2026-08-07|admit|settled||True|318.5|304.0|333.5|False|False|stop_hit|-1.0||False
partial_no_be_trail|12424|ONTO|2026-08-07|admit|no_trade|window_out_of_orb|False||282.11||False|False||||False
partial_no_be_trail|12423|PRAA|2026-08-07|reject|no_trade|window_out_of_orb|False||19.909999999999997||False|False||||False
partial_no_be_trail|12422|PSIX|2026-08-07|reject|no_trade|window_out_of_orb|False||36.190000000000005||False|False||||False
partial_no_be_trail|12409|PUBM|2026-08-07|reject|settled||True|17.89|16.25|19.53|False|False|stop_hit|-0.795121951219511||False
partial_no_be_trail|12411|QNST|2026-08-07|admit|settled||True|19.8|18.62|20.98|True|False|stop_hit|0.5895480225988692||False
partial_no_be_trail|12410|TEAM|2026-08-07|admit|settled||True|146.8|139.62|153.98000000000002|True|False|stop_hit|2.0337975858867203||False
partial_no_be_trail|12413|TWLO|2026-08-07|admit|abstain|day0_fill_bar_straddles_stop|True|237.0|230.01999999999998|243.98000000000002|False|False||||False
partial_no_be_trail|12418|WLDN|2026-08-07|reject|settled||True|86.7475|84.1325|89.36250000000001|False|False|stop_hit|-1.0||False
partial_no_be_trail|12426|ABCL|2026-08-10|admit|settled||True|8.96|7.84|10.080000000000002|True|False|stop_hit|1.346130952380951||False
partial_no_be_trail|12428|ACHR|2026-08-10|reject|no_trade|window_out_of_orb|False||6.02||False|False||||False
partial_no_be_trail|12429|NESR|2026-08-10|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||30.990000000000002||False|False||||False
partial_no_be_trail|12425|SLN|2026-08-10|reject|no_entry|never_crossed_orb_high|False||15.5||False|False||||False
partial_no_be_trail|12427|TH|2026-08-10|abstain_float_band_straddles_bar|settled||True|16.09|14.95|17.23|True|False|stop_hit|0.3157894736842099||True
partial_no_be_trail|12430|BW|2026-08-11|admit|settled||True|12.08|10.92|13.24|False|False|stop_hit|-1.0||False
partial_no_be_trail|12432|FRMI|2026-08-11|admit|settled||True|7.24|6.859999999999999|7.620000000000001|False|False|stop_hit|-1.0||False
partial_no_be_trail|12431|RIOT|2026-08-11|admit|no_entry|never_crossed_orb_high|False||22.06||False|False||||False
partial_no_be_trail|12434|RPD|2026-08-11|admit|no_trade|window_out_of_orb|False||12.434999999999999||False|False||||False
partial_no_be_trail|12433|SE|2026-08-11|admit|no_entry|never_crossed_orb_high|False||120.1594||False|False||||False
partial_no_be_trail|12440|ATRO|2026-08-12|admit|settled||True|85.25|73.75|96.75|False|False|stop_hit|-0.2642608695652175||False
partial_no_be_trail|12443|BE|2026-08-12|admit|no_trade|window_out_of_orb|False||230.52||False|False||||False
partial_no_be_trail|12439|BRUN|2026-08-12|reject|no_entry|never_crossed_orb_high|False||19.270000000000003||False|False||||False
partial_no_be_trail|12442|CRWV|2026-08-12|reject|no_trade|window_out_of_orb|False||105.77||False|False||||False
partial_no_be_trail|12435|EROC|2026-08-12|admit|settled||True|13.16|12.34|13.98|True|False|stop_hit|0.4349593495934959||False
partial_no_be_trail|12436|GLBE|2026-08-12|admit|settled||True|42.34|39.67999999999999|45.000000000000014|False|False|stop_hit|-1.0||False
partial_no_be_trail|12441|HRB|2026-08-12|admit|no_trade|window_out_of_orb|False||54.27||False|False||||False
partial_no_be_trail|12444|MRX|2026-08-12|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||60.932||False|False||||False
partial_no_be_trail|12438|NBIS|2026-08-12|admit|settled||True|228.44|207.8|249.07999999999998|True|False|stop_hit|0.3333333333333333||False
partial_no_be_trail|12437|WYFI|2026-08-12|reject|settled||True|28.31|26.210000000000004|30.409999999999993|True|False|sma_trail_stop|0.3047619047619048||False
partial_no_be_trail|12450|BLSH|2026-08-13|reject|no_trade|window_out_of_orb|False||22.660000000000004||False|False||||False
partial_no_be_trail|12447|CGEM|2026-08-13|admit|no_entry|never_crossed_orb_high|False||18.9||False|False||||False
partial_no_be_trail|12446|CRMD|2026-08-13|abstain_float_band_straddles_bar|settled||True|8.75|8.030000000000001|9.469999999999999|False|False|stop_hit|-1.0||False
partial_no_be_trail|12445|HLIT|2026-08-13|admit|settled||True|14.48|12.879999999999999|16.080000000000002|False|False|stop_hit|-1.0||False
partial_no_be_trail|12449|KURA|2026-08-13|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||10.0601||False|False||||False
partial_no_be_trail|12448|OMER|2026-08-13|reject|no_trade|window_out_of_orb|False||15.819999999999997||False|False||||False
partial_no_be_trail|12453|ETON|2026-08-14|admit|settled||True|55.4427|50.577299999999994|60.30810000000001|True|False|stop_hit|1.0069744179992042||False
partial_no_be_trail|12451|HTFL|2026-08-14|admit|settled||True|39.06|33.959999999999994|44.16000000000001|True|False|stop_hit|1.425620915032677||False
partial_no_be_trail|12455|LPTH|2026-08-14|abstain_float_band_straddles_bar|settled||True|14.93|14.010000000000002|15.849999999999998|False|False|stop_hit|-1.0||False
partial_no_be_trail|12456|NMAX|2026-08-14|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||9.54||False|False||||False
partial_no_be_trail|12452|RDDT|2026-08-14|admit|settled||True|176.62|173.38|179.86|True|False|stop_hit|-0.3333333333333334||False
partial_no_be_trail|12457|STDN|2026-08-14|abstain_float_band_straddles_bar|no_trade|setup:zero_range|False||||False|False||||False
partial_no_be_trail|12454|VERA|2026-08-14|admit|settled||True|31.29|29.310000000000002|33.269999999999996|False|False|sma_trail_stop|0.1717171717171719||False
partial_no_be_trail|12458|ARGX|2026-08-17|admit|settled||True|936.785|914.235|959.3349999999999|True|False|stop_hit|2.5209164818920966||True
partial_no_be_trail|12459|CBRS|2026-08-17|admit|no_trade|window_out_of_orb|False||217.98||False|False||||False
partial_no_be_trail|12460|AMLX|2026-08-18|admit|settled||True|30.07|27.089999999999996|33.050000000000004|True|False|stop_hit|1.3152125279642037||False
partial_no_be_trail|12461|MRNA|2026-08-19|admit|open_at_horizon||True|120.15|109.85|130.45000000000002|True|False|||1.640129449838186|False
partial_no_be_trail|12462|MRVL|2026-08-19|admit|settled||True|241.53|230.15|252.91|False|False|stop_hit|-1.0||False
partial_no_be_trail|12463|TEM|2026-08-19|reject|no_trade|window_out_of_orb|False||53.66||False|False||||False
partial_no_be_trail|12464|TWST|2026-08-19|admit|no_trade|window_out_of_orb|False||123.5||False|False||||False
partial_no_be_trail|12466|BULL|2026-08-20|admit|no_entry|never_crossed_orb_high|False||8.870000000000001||False|False||||False
partial_no_be_trail|12465|RARE|2026-08-20|admit|no_entry|never_crossed_orb_high|False||26.9||False|False||||False
partial_no_be_trail|12467|SCSC|2026-08-20|reject|no_entry|never_crossed_orb_high|False||62.120000000000005||False|False||||False
partial_no_be_trail|12468|UUUU|2026-08-21|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||14.370000000000001||False|False||||False
partial_no_be_trail|12473|CHRN|2026-08-27|admit|no_trade|window_out_of_orb|False||21.0||False|False||||False
partial_no_be_trail|12469|CRWD|2026-08-27|admit|open_at_horizon||True|210.99|201.28|220.77000000000004|True|False|||1.7095777548918634|False
partial_no_be_trail|12471|DG|2026-08-27|admit|settled||True|127.84|125.35999999999999|130.32000000000002|False|False|stop_hit|-1.0||False
partial_no_be_trail|12470|OKTA|2026-08-27|admit|open_at_horizon||True|167.88|150.51999999999998|185.24|False|False|||0.2972350230414742|False
partial_no_be_trail|12472|VEEV|2026-08-27|admit|no_trade|window_out_of_orb|False||268.48||False|False||||False
partial_no_be_trail|12474|SOLS|2026-08-28|admit|settled||True|66.75|62.69|70.81|False|False|stop_hit|-1.0||False
partial_no_be_hard|10680|BW|2026-05-11|reject|settled||True|16.9999|15.980099999999997|18.019700000000004|True|False|stop_hit|-0.33333333333333326||False
partial_no_be_hard|10682|BZH|2026-05-11|reject|no_entry|never_crossed_orb_high|False||25.11||False|False||||False
partial_no_be_hard|10684|DRTS|2026-05-11|abstain_float_band_straddles_bar|settled||True|9.86|9.18|10.54|True|False|stop_hit|-0.3333333333333333||False
partial_no_be_hard|10683|MNDY|2026-05-11|admit|settled||True|86.6558|78.7442|94.56739999999999|False|False|stop_hit|-1.0||False
partial_no_be_hard|10679|MRAM|2026-05-11|admit|settled||True|36.425|31.715000000000003|41.13499999999999|True|False|stop_hit|-0.33333333333333326||False
partial_no_be_hard|10681|WYFI|2026-05-11|reject|settled||True|23.7735|21.7265|25.820499999999996|True|False|stop_hit|-0.3333333333333333||False
partial_no_be_hard|10691|AMBQ|2026-05-12|reject|open_at_horizon||True|54.02|52.28|55.78000000000001|True|False|||1.9808429118773934|False
partial_no_be_hard|10695|AVEX|2026-05-12|abstain_float_band_straddles_bar|settled||True|26.35|24.85|27.85|True|False|stop_hit|-0.3333333333333333||False
partial_no_be_hard|10690|HLIT|2026-05-12|reject|settled||True|14.55|13.25|15.850000000000001|False|False|stop_hit|-1.0||False
partial_no_be_hard|10685|PACS|2026-05-12|reject|settled||True|39.0|38.14|39.86|True|False|stop_hit|-0.3333333333333333||False
partial_no_be_hard|10692|SE|2026-05-12|admit|abstain|day0_fill_bar_straddles_stop|True|94.71|93.04|96.37999999999998|False|False||||False
partial_no_be_hard|10687|SIBN|2026-05-12|reject|open_at_horizon||True|13.13|11.249999999999998|15.010000000000003|True|False|||2.4219858156028335|False
partial_no_be_hard|10686|TE|2026-05-12|abstain_float_band_straddles_bar|settled||True|6.51|5.609999999999999|7.41|False|False|stop_hit|-1.0||False
partial_no_be_hard|10693|VG|2026-05-12|admit|settled||True|12.68|12.07|13.29|True|False|stop_hit|-0.3333333333333334||False
partial_no_be_hard|10689|VPG|2026-05-12|abstain_float_band_straddles_bar|settled||True|83.99|80.64999999999999|87.33|True|False|stop_hit|-0.33333333333333326||False
partial_no_be_hard|10694|VSTS|2026-05-12|abstain_float_band_straddles_bar|settled||True|12.05|11.34|12.760000000000002|False|False|stop_hit|-1.0||False
partial_no_be_hard|10688|ZBRA|2026-05-12|admit|settled||True|256.0|238.0|274.0|False|False|stop_hit|-1.0||False
partial_no_be_hard|10697|AIP|2026-05-13|abstain_float_band_straddles_bar|no_entry|never_crossed_orb_high|False||29.32||False|False||||False
partial_no_be_hard|10696|EOSE|2026-05-13|admit|no_entry|never_crossed_orb_high|False||8.569999999999999||False|False||||False
partial_no_be_hard|10706|ARX|2026-05-14|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||13.400000000000002||False|False||||False
partial_no_be_hard|10707|CPA|2026-05-14|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||123.41999999999999||False|False||||False
partial_no_be_hard|10705|CRMD|2026-05-14|abstain_float_band_straddles_bar|settled||True|8.65|8.249999999999998|9.050000000000002|False|False|stop_hit|-1.0||False
partial_no_be_hard|10700|CSCO|2026-05-14|admit|settled||True|117.55|112.51|122.58999999999999|True|False|stop_hit|-0.33333333333333337||False
partial_no_be_hard|10698|FPS|2026-05-14|admit|no_entry|never_crossed_orb_high|False||43.780300000000004||False|False||||False
partial_no_be_hard|10699|GO|2026-05-14|reject|no_entry|never_crossed_orb_high|False||8.020000000000001||False|False||||False
partial_no_be_hard|10703|KLAR|2026-05-14|abstain_float_band_straddles_bar|settled||True|15.92|14.44|17.4|True|False|stop_hit|-0.33333333333333376||False
partial_no_be_hard|10702|STAA|2026-05-14|admit|no_entry|never_crossed_orb_high|False||31.630000000000003||False|False||||False
partial_no_be_hard|10701|STUB|2026-05-14|reject|settled||True|9.0|7.859999999999999|10.14|True|False|stop_hit|-0.8070175438596489||True
partial_no_be_hard|10708|VIK|2026-05-14|admit|no_trade|window_out_of_orb|False||88.58||False|False||||False
partial_no_be_hard|10704|VSNT|2026-05-14|admit|settled||True|43.25|41.400000000000006|45.099999999999994|True|False|stop_hit|-0.33333333333333326||False
partial_no_be_hard|10710|FIG|2026-05-15|admit|settled||True|22.6199|20.8401|24.399700000000003|True|False|stop_hit|-0.38955687905007985||True
partial_no_be_hard|10709|GEMI|2026-05-15|reject|no_entry|never_crossed_orb_high|False||6.160099999999999||False|False||||False
partial_no_be_hard|10711|GLOB|2026-05-15|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||34.89999999999999||False|False||||False
partial_no_be_hard|10712|AGYS|2026-05-19|abstain_float_band_straddles_bar|settled||True|94.5229|85.9371|103.10870000000001|False|False|stop_hit|-1.0||False
partial_no_be_hard|10714|EVTC|2026-05-19|abstain_float_band_straddles_bar|abstain|entry_window_gaps:20_of_29|False||24.400000000000002||False|False||||False
partial_no_be_hard|10713|STC|2026-05-19|abstain_float_band_straddles_bar|abstain|entry_window_gaps:22_of_29|False||68.37000000000002||False|False||||False
partial_no_be_hard|10722|ALAB|2026-05-20|admit|abstain|no_930_bar_for_orb|False||||False|False||||False
partial_no_be_hard|10721|ARM|2026-05-20|admit|no_trade|window_out_of_orb|False||220.35010000000003||False|False||||False
partial_no_be_hard|10719|DYN|2026-05-20|reject|abstain|no_930_bar_for_orb|False||||False|False||||False
partial_no_be_hard|10720|GH|2026-05-20|admit|abstain|no_930_bar_for_orb|False||||False|False||||False
partial_no_be_hard|10715|IBRX|2026-05-20|admit|no_trade|window_out_of_orb|False||8.08||False|False||||False
partial_no_be_hard|10716|IMVT|2026-05-20|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||29.201400000000003||False|False||||False
partial_no_be_hard|10718|SLS|2026-05-20|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||7.829399999999998||False|False||||False
partial_no_be_hard|10717|TATT|2026-05-20|reject|no_trade|window_out_of_orb|False||34.010000000000005||False|False||||False
partial_no_be_hard|10723|INFQ|2026-05-21|admit|settled||True|13.7|13.080000000000002|14.319999999999997|True|False|stop_hit|-0.33333333333333337||False
partial_no_be_hard|10726|QBTS|2026-05-21|admit|settled||True|22.2|21.02|23.38|True|False|stop_hit|-0.3333333333333333||False
partial_no_be_hard|10724|QUBT|2026-05-21|admit|settled||True|10.6|10.040000000000001|11.159999999999998|True|False|stop_hit|-0.3333333333333334||False
partial_no_be_hard|10725|RLAY|2026-05-21|admit|settled||True|15.22|14.38|16.060000000000002|False|False|stop_hit|-1.0||False
partial_no_be_hard|10727|PPTA|2026-05-22|admit|no_entry|never_crossed_orb_high|False||25.8502||False|False||||False
partial_no_be_hard|10731|ASPI|2026-05-26|reject|settled||True|6.68|6.08|7.279999999999999|True|False|stop_hit|-0.33333333333333315||False
partial_no_be_hard|10729|BTGO|2026-05-26|reject|no_entry|never_crossed_orb_high|False||6.39||False|False||||False
partial_no_be_hard|10735|FUTU|2026-05-26|reject|no_trade|window_out_of_orb|False||90.98000000000002||False|False||||False
partial_no_be_hard|10732|NNE|2026-05-26|reject|settled||True|29.2|27.360000000000003|31.039999999999996|True|False|stop_hit|-0.3333333333333333||False
partial_no_be_hard|10733|OKLO|2026-05-26|admit|settled||True|72.1|71.0|73.19999999999999|True|False|stop_hit|-0.3333333333333334||False
partial_no_be_hard|10730|PONY|2026-05-26|abstain_float_band_straddles_bar|no_entry|never_crossed_orb_high|False||8.979999999999999||False|False||||False
partial_no_be_hard|10734|POWI|2026-05-26|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||73.75||False|False||||False
partial_no_be_hard|10728|RDW|2026-05-26|admit|settled||True|19.68|18.72|20.64|True|False|stop_hit|-0.3333333333333335||False
partial_no_be_hard|10741|ANF|2026-05-27|reject|no_trade|window_out_of_orb|False||78.51000000000002||False|False||||False
partial_no_be_hard|10738|ASTI|2026-05-27|reject|no_trade|window_out_of_orb|False||6.0||False|False||||False
partial_no_be_hard|10740|BBWI|2026-05-27|reject|no_trade|window_out_of_orb|False||19.1||False|False||||False
partial_no_be_hard|10737|CRSR|2026-05-27|abstain_float_band_straddles_bar|abstain|entry_window_gaps:29_of_29|False||8.0036||False|False||||False
partial_no_be_hard|10736|DY|2026-05-27|admit|abstain|entry_window_gaps:29_of_29|False||527.01||False|False||||False
partial_no_be_hard|10739|QFIN|2026-05-27|reject|no_trade|window_out_of_orb|False||12.790000000000001||False|False||||False
partial_no_be_hard|10744|AVAV|2026-05-28|admit|abstain|entry_window_gaps:29_of_29|False||189.76||False|False||||False
partial_no_be_hard|10747|KSS|2026-05-28|reject|no_trade|window_out_of_orb|False||15.02||False|False||||False
partial_no_be_hard|10743|KTOS|2026-05-28|admit|settled||True|64.34|59.019999999999996|69.66000000000001|False|False|stop_hit|-1.0||False
partial_no_be_hard|10746|PHR|2026-05-28|reject|no_trade|window_out_of_orb|False||10.099999999999998||False|False||||False
partial_no_be_hard|10742|RCAT|2026-05-28|admit|abstain|entry_window_gaps:29_of_29|False||11.4||False|False||||False
partial_no_be_hard|10745|SNOW|2026-05-28|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||224.33||False|False||||False
partial_no_be_hard|10751|ASAN|2026-05-29|reject|no_trade|window_out_of_orb|False||6.802099999999999||False|False||||False
partial_no_be_hard|10752|BHVN|2026-05-29|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||10.100000000000001||False|False||||False
partial_no_be_hard|10749|CHA|2026-05-29|reject|settled||True|11.79|10.850000000000001|12.729999999999997|True|False|stop_hit|-0.33333333333333326||False
partial_no_be_hard|10748|DELL|2026-05-29|admit|abstain|entry_window_gaps:29_of_29|False||412.11||False|False||||False
partial_no_be_hard|10750|PD|2026-05-29|reject|abstain|day0_fill_bar_straddles_stop|True|9.39|9.129999999999999|9.650000000000002|False|False||||False
partial_no_be_hard|10756|ALOY|2026-06-01|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||8.73||False|False||||False
partial_no_be_hard|10753|NOW|2026-06-01|admit|settled||True|136.17|131.2426|141.09739999999996|False|False|stop_hit|-1.2724763566992758||True
partial_no_be_hard|10755|SAIC|2026-06-01|reject|no_trade|window_out_of_orb|False||106.5||False|False||||False
partial_no_be_hard|10757|SKM|2026-06-01|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||40.214400000000005||False|False||||False
