src|tag|ticker|alert_date|n_bars|reason|thin_history|open|prior_close|gap_open_pct|adr20_pct|overhead_vol_frac|overhead_vol_frac_60d|overhead_vol_frac_at_prior_close|n_gaps|n_unfilled_gaps|overhead_unfilled_gap_span_adr|inside_unfilled_gap|nearest_overhead_gap_bottom_adr|n_levels|n_qualified|zones_overhead_at_prior_close|zones_cleared|zones_remaining|zones_remaining_in_band|adr_to_next_zone|blue_sky|rmv_15|rmv_tight|base_range_adr|base_gap_max_adr|base_gap_span_adr|base_gap_count_1p0x|tight_v2|label|trailing_high|near_high_frac|open_above_trailing_high|advd20|first_bar|last_prior_bar
prod|cohort|OCC|2026-06-08|222||0|19.61|12.3|59.4309|12.0285|0|0|0.17866|10|1|0|0||4|2|2|2|0|0||1|68.0668|0|3.32665|0.15847|0.15847|0|0|CLEAR_AIR|16.22|0.758323|1|4.19272e+06|2025-07-21|2026-06-05
prod|cohort|PUSA|2026-06-08|14||1|5.53|5.16|7.17054|14.1132|0.132383|0.132383|0.161865|1|0|0|0||1|1|1|0|1|1|1.33255|0|||4.69044|0.250987|0.250987|0||CLEARED_NOTHING|6.57|0.785388|0|5.06148e+06|2026-05-18|2026-06-05
prod|cohort|RELL|2026-06-08|222||0|16.5|16.2|1.85185|8.23498|0.206439|0.456366|0.228693|6|1|0|0||3|3|3|0|3|1|1.15546|0|40.1525|0|2.23843|0|0|0|0|CLEARED_NOTHING|19.86|0.81571|0|4.79554e+06|2025-07-21|2026-06-05
prod|cohort|SDOT|2026-06-08|222||0|14.3|12.14|17.7924|21.8306|0.0605917|0.0152723|0.135286|20|4|13.2136|0|0.720711|27|17|17|0|17|1|1.21884|0|100|0|12.1285|3.00261|3.05319|1|0|CLEARED_NOTHING|460|0.0263913|0|570964|2025-07-21|2026-06-05
prod|cohort|SRI|2026-06-08|222||0|7.25|7.09|2.2567|5.64447|0.460544|0.143145|0.493679|4|0|0|0||18|13|13|0|13|4|0.684222|0|42.8147|0|3.02012|0|0|0|0|INTO_SUPPLY|9.71|0.730175|0|1.15177e+06|2025-07-21|2026-06-05
prod|cohort|STI|2026-06-08|222||0|35.91|35.72|0.531915|13.7547|0.088463|0.229669|0.0922228|7|1|0|0||0|0|0|0|0|0||1|100|0|45.9221|19.7914|19.8072|1|0|CLEAR_AIR|46|0.776522|0|244770|2025-07-21|2026-06-05
prod|cohort|TLYS|2026-06-08|222||0|5.25|5.13|2.33918|8.5597|0.0245218|0.0367118|0.0376595|6|1|0|0||3|2|2|0|2|2|0.111263|0|100|0|3.23641|0|0|0|0|IFFY_AT_FIRST_ZONE|5.9|0.869492|0|681687|2025-07-21|2026-06-05
prod|cohort|TNGX|2026-06-08|222||0|30.005|20.22|48.3927|7.88716|0|0|0.19265|3|0|0|0||7|5|5|5|0|0||1|43.6477|0|2.12031|0|0|0|0|CLEAR_AIR|28.41|0.711721|1|5.61201e+07|2025-07-21|2026-06-05
prod|cohort|VRCA|2026-06-08|222||0|6.05|6.04|0.165563|8.92284|0.401481|0.520342|0.403056|6|1|0|0||19|17|17|0|17|7|0.185243|0|66.6947|0|1.26593|0|0|0|0|IFFY_AT_FIRST_ZONE|9.8212|0.614996|0|260319|2025-07-21|2026-06-05
prod|cohort|WEAV|2026-06-08|222||0|5.66|5.69|-0.527241|5.38246|0.696177|0.247278|0.68728|12|2|0.180537|0|0.919096|22|17|17|0|17|1|1.0504|0|40.3855|0|3.90449|0.261891|0.310274|0|0|CLEARED_NOTHING|8.28|0.687198|0|5.26129e+06|2025-07-21|2026-06-05
prod|cohort|WOLF|2026-06-08|222||0|60.17|55.06|9.28078|16.5216|0.0633683|0.390831|0.0813171|15|3|0|0||2|1|1|0|1|1|1.36505|0|56.4174|0|2.01691|0|0|0|0|CLEARED_NOTHING|80.82|0.681267|0|5.66552e+08|2025-07-21|2026-06-05
prod|cohort|ACLS|2026-06-09|223||0|160.4|154.76|3.64435|5.26949|0.03699|0.133629|0.0670008|24|5|0|0||2|2|2|0|2|2|0.841196|0|100|0|2.57999|0.204381|0.23883|0|0|INTO_SUPPLY|171.61|0.901812|0|7.82167e+07|2025-07-21|2026-06-08
prod|cohort|ADUR|2026-06-09|223||0|15.99|14.4|11.0417|8.20261|0.0539998|0.104261|0.160288|11|0|0|0||9|8|8|6|2|1|1.27326|0|68.7753|0|2.73058|0|0|0|0|LADDER_CLIMBING|18.19|0.791644|0|7.25215e+06|2025-07-21|2026-06-08
prod|cohort|AIXI|2026-06-09|223||0|9.11|8.87|2.70575|14.7281|0.694491|0.692814|0.701458|11|3|0.383161|0|0.64834|17|13|13|0|13|2|0.560469|0|70.7972|0|4.02354|0.289528|0.289528|0|0|INTO_SUPPLY|54.2|0.163653|0|2.08802e+06|2025-07-21|2026-06-08
prod|cohort|AMPG|2026-06-09|223||0|7.1|6.57|8.06697|16.3835|0|0|0.000410418|6|1|0|0||0|0|0|0|0|0||1|74.2036|0|3.48957|0|0|0|0|CLEAR_AIR|6.59|0.996965|1|3.19506e+07|2025-07-21|2026-06-08
prod|cohort|APLD|2026-06-09|223||0|45.83|40.945|11.9306|9.0637|0.0267289|0.126718|0.0657016|26|3|0|0||6|4|4|1|3|3|0.194974|0|51.6679|0|3.18477|0.757962|0.757962|0|0|IFFY_AT_FIRST_ZONE|50.725|0.807196|0|8.60958e+08|2025-07-21|2026-06-08
prod|cohort|ARQQ|2026-06-09|223||0|13.2|12.82|2.96412|9.71084|0.964044|0.858848|0.976994|14|0|0|0||24|21|21|0|21|3|0.842545|0|57.6494|0|3.42193|0.472014|0.472014|0|0|INTO_SUPPLY|62|0.206774|0|7.61839e+06|2025-07-21|2026-06-08
prod|cohort|AVO|2026-06-09|223||0|10.11|10.11|0|4.0424|0.998593|0.996866|0.998593|7|0|0|0||22|21|21|0|21|0|2.72825|0|81.4623|0|4.88159|0|0|0|0|CLEARED_NOTHING|15.53|0.650998|0|1.23044e+07|2025-07-21|2026-06-08
prod|cohort|BAP|2026-06-09|223||0|341.695|319.89|6.81641|4.16677|0.215121|0.192111|0.479381|12|2|0|0||10|7|7|1|6|4|0.286915|0|66.8207|0|3.43802|0.263279|0.310318|0|0|INTO_SUPPLY|380.2|0.841373|0|1.82948e+08|2025-07-21|2026-06-08
prod|cohort|BARK|2026-06-09|223||0|9.62|9.56|0.627615|7.34848|0.93653|0.497983|0.939264|6|1|1.39336|0|7.61044|27|22|22|0|22|3|0.282916|0|67.8649|0|2.08905|0|0|0|0|INTO_SUPPLY|22.6|0.423009|0|421957|2025-07-21|2026-06-08
prod|cohort|BNAI|2026-06-09|223||0|21.76|18.27|19.1024|15.8479|0.217769|0.775601|0.235332|21|5|0.948699|0|8.01215|12|7|7|0|7|2|1.01203|0|100|0|2.90804|0.0765785|0.0765785|0|0|CLEARED_NOTHING|86.28|0.211752|0|5.31239e+06|2025-07-21|2026-06-08
prod|cohort|BVC|2026-06-09|103||0|8.5|9.295|-8.55299|9.43661|0.0356856|0.770901|0.0313374|27|2|0|0||10|8|8|0|8|0|2.61809|0|100|0|1.49292|0.658456|1.02593|0|0|CLEARED_NOTHING|15.0031|0.619538|0|19780.8|2025-12-24|2026-06-08
prod|cohort|CECO|2026-06-09|223||0|86.64|80.53|7.58723|5.86258|0.0194411|0.0528322|0.110168|12|3|0|0||5|5|5|3|2|2|0.710722|0|28.5113|1|3.20262|0.209172|0.256607|0|1|INTO_SUPPLY|92|0.875326|0|5.94291e+07|2025-07-21|2026-06-08
prod|cohort|CHRN|2026-06-09|24||1|20.98|18.89|11.0641|14.6164|0.0630803|0.0630803|0.238861|1|1|0|0||2|0|0|0|0|0||1|100|0|3.43493|0.0253565|0.0253565|0|0|CLEAR_AIR|24|0.787083|0|5.36194e+06|2026-05-05|2026-06-08
prod|cohort|CPSH|2026-06-09|223||0|8.31|7.75|7.22581|18.3637|0.360058|0.56282|0.398813|6|0|0|0||2|1|1|0|1|1|1.46131|0|38.1605|0|5.10256|0.0830472|0.0830472|0|0|CLEARED_NOTHING|14.39|0.538568|0|1.25687e+07|2025-07-21|2026-06-08
prod|cohort|DTIL|2026-06-09|223||0|6.97|6.77|2.95421|8.64711|0.215607|0.489994|0.269938|2|1|0|0||9|9|9|1|8|3|0.0915873|0|84.8928|0|2.57544|0.195708|0.195708|0|0|IFFY_AT_FIRST_ZONE|8.82|0.767574|0|1.79266e+06|2025-07-21|2026-06-08
prod|cohort|FCEL|2026-06-09|223||0|18.05|15.5|16.4516|16.9056|0.191465|0.396102|0.25722|9|2|0|0||3|2|2|0|2|0|2.51847|0|65.5184|0|2.97126|0|0|0|0|CLEARED_NOTHING|27.6899|0.559771|0|2.73581e+08|2025-07-21|2026-06-08
prod|cohort|NNNN|2026-06-09|223||0|17.4|17.22|1.0453|12.8795|0.968089|0.998696|0.968794|2|0|0|0||24|22|22|0|22|0|3.05215|0|100|0|4.19913|0|0|0|0|CLEARED_NOTHING|54.95|0.313376|0|645788|2025-07-21|2026-06-08
prod|cohort|NUVL|2026-06-09|223||0|122.82|88.49|38.7953|4.56544|0|0|0.78661|2|0|0|0||17|5|5|5|0|0||1|53.8151|0|4.74941|0|0|0|0|CLEAR_AIR|113.015|0.782993|1|6.64635e+07|2025-07-21|2026-06-08
prod|cohort|PANL|2026-06-09|223||0|7.31|7.23|1.1065|5.52761|0.531338|0.636385|0.558672|10|2|0|0||17|11|11|0|11|0|1.52202|0|15.4969|1|2.6564|0|0|0|1|CLEARED_NOTHING|9.3901|0.76996|0|4.94233e+06|2025-07-21|2026-06-08
prod|cohort|PW|2026-06-09|223||0|9.72|9.98|-2.60521|13.4807|0.800557|0.099489|0.749081|8|0|0|0||14|13|13|0|13|9|0.366321|0|80.721|0|5.04486|0.108101|0.145638|0|0|INTO_SUPPLY|19.6|0.509184|0|70172|2025-07-21|2026-06-08
prod|cohort|RNAC|2026-06-09|223||0|7.01|5.86|19.6246|10.285|0.639436|0.303896|0.990756|3|0|0|0||24|24|24|3|21|8|0.318595|0|58.4546|0|2.5235|0|0|0|0|INTO_SUPPLY|14.56|0.402473|0|998861|2025-07-21|2026-06-08
prod|cohort|STAK|2026-06-09|223||0|6|5.13|16.9591|30.6476|0.00888891|0.0296306|0.0128703|6|3|0|0||0|0|0|0|0|0||1|100|0|11.5584|0.485252|0.485252|0|0|CLEAR_AIR|8.8|0.582955|0|1.2577e+06|2025-07-21|2026-06-08
prod|cohort|SUNE|2026-06-09|223||0|5.49|5.88|-6.63265|15.0856|0.293547|0.429218|0.264637|7|2|0|0||0|0|0|0|0|0||1|100|0|25.5992|5.54359|5.92525|1|0|CLEAR_AIR|9.45|0.622222|0|191309|2025-07-21|2026-06-08
prod|cohort|VCX|2026-06-09|56||0|160|147.99|8.11541|16.0417|0.524694|0.524694|0.571347|7|2|0|0||5|4|4|0|4|1|0.38961|0|56.2684|0|4.22584|0.0152043|0.0152043|0|0|INTO_SUPPLY|575|0.257374|0|6.97121e+07|2026-03-19|2026-06-08
prod|cohort|VECO|2026-06-09|223||0|63|61.04|3.21101|5.93331|0.0129811|0.0362928|0.0447033|21|4|0|0||4|4|4|0|4|4|0.184591|0|94.055|0|2.55817|0|0|0|0|IFFY_AT_FIRST_ZONE|65.43|0.932905|0|5.99911e+07|2025-07-21|2026-06-08
prod|cohort|VSH|2026-06-09|223||0|61.975|57.22|8.31003|8.25453|0.0329601|0.0702305|0.0810318|21|5|0|0||1|1|1|0|1|1|0.8337|0|82.1516|0|6.28886|0.138452|0.376369|0|0|INTO_SUPPLY|66.24|0.863829|0|4.10984e+08|2025-07-21|2026-06-08
prod|cohort|AAOI|2026-06-10|224||0|171.79|162.88|5.47028|13.9067|0.148954|0.341243|0.187022|17|3|0|0||6|2|2|0|2|0|1.58432|0|97.7068|0|1.80073|0|0|0|0|CLEARED_NOTHING|233.67|0.697051|0|2.13496e+09|2025-07-21|2026-06-09
prod|cohort|AXTI|2026-06-10|224||0|81.6|78.36|4.13476|14.6818|0.196112|0.389774|0.217551|11|6|0|0||5|2|2|0|2|0|3.47236|0|77.1196|0|3.88402|0|0|0|0|CLEARED_NOTHING|143.16|0.54736|0|9.44809e+08|2025-07-21|2026-06-09
prod|cohort|CASY|2026-06-10|224||0|800.65|761.18|5.18537|3.13358|0.0885203|0.227178|0.165229|4|2|0.194308|0|1.85918|7|7|7|3|4|1|0.232967|0|18.4941|1|4.4077|0.182488|0.182488|0|1|IFFY_AT_FIRST_ZONE|901|0.844817|0|4.06608e+08|2025-07-21|2026-06-09
prod|cohort|CBRL|2026-06-10|224||0|43.5|36.3|19.8347|5.14462|0.244146|0|0.301733|8|4|0.448946|0|6.72503|7|7|7|2|5|1|1.22883|0|62.1359|0|4.31758|0.00305722|0.00305722|0|0|LADDER_CLIMBING|71.93|0.504657|0|3.22371e+07|2025-07-21|2026-06-09
prod|cohort|DKI|2026-06-10|210||0|4.96|5.18|-4.2471|15.3238|0.99629|0.990831|0.993379|14|0|0|0||26|23|23|0|23|0|1.63145|0|100|0|1.2941|0.0886354|0.0886354|0|0|CLEARED_NOTHING|240|0.0215833|0|200134|2025-08-08|2026-06-09
prod|cohort|LAKE|2026-06-10|224||0|10.77|9.54|12.8931|6.05163|0.381969|0.162232|0.536347|10|3|4.60292|0|1.59568|24|14|14|6|8|3|0.713452|0|86.3303|0|2.67046|0.0502919|0.129648|0|0|INTO_SUPPLY|17.9977|0.530068|0|817903|2025-07-21|2026-06-09
prod|cohort|OCC|2026-06-10|224||0|21|21.01|-0.0475964|13.3848|0.0748868|0.108965|0.0740891|11|2|0|0||0|0|0|0|0|0||1|100|0|5.81031|1.90424|2.04665|1|0|CLEAR_AIR|22|0.955|0|5.08544e+06|2025-07-21|2026-06-09
prod|cohort|OPAD|2026-06-10|224||0|5.01|5.09|-1.57171|8.84527|0.999662|0.950575|0.99963|11|5|9.92332|0|0.857501|21|15|15|0|15|0|7.4896|0|100|0|5.12869|0.470552|0.601092|0|0|CLEARED_NOTHING|63.5|0.0801575|0|407433|2025-07-21|2026-06-09
prod|cohort|PDC|2026-06-10|98||0|5.25|5.34|-1.68539|14.8419|0.659809|0.705887|0.647451|3|0|0|0||8|8|8|0|8|6|0.128337|0|56.88|0|3.2767|0|0|0|0|IFFY_AT_FIRST_ZONE|8.4|0.635714|0|370357|2026-01-20|2026-06-09
prod|cohort|SDOT|2026-06-10|224||0|14.31|13.5|6|26.2768|0.10326|0.062008|0.116029|20|3|10.5313|0|65.4457|26|15|15|0|15|0|5.7151|0|100|0|19.0603|2.49455|2.53657|1|0|CLEARED_NOTHING|460|0.0293478|0|570964|2025-07-21|2026-06-09
prod|cohort|SMX|2026-06-10|224||0|13.46|13.09|2.82659|22.1213|0.99237|0.990667|0.997547|24|6|8961.12|0|47.8175|25|15|15|0|15|0|2.19645|0|49.6889|0|1.90973|0.113154|0.113154|0|0|CLEARED_NOTHING|452191|2.89479e-05|0|1.96103e+06|2025-07-21|2026-06-09
prod|cohort|STAK|2026-06-10|224||0|6.48|5.65|14.6903|33.7381|0.0100096|0.0341133|0.0138996|6|3|0|0||1|1|1|0|1|1|1.06119|0|100|0|10.8835|0.440801|0.440801|0|0|CLEARED_NOTHING|8.8|0.642045|0|2.16398e+06|2025-07-21|2026-06-09
prod|cohort|SUJA|2026-06-10|23||1|15.43|15.55|-0.771704|10.2727|0.689225|0.689225|0.67304|0|0|0|0||3|3|3|0|3|2|0.227118|0|54.4844|0|2.2489|0|0|0|0|IFFY_AT_FIRST_ZONE|18.48|0.84145|0|3.39349e+06|2026-05-07|2026-06-09
prod|cohort|VNDA|2026-06-10|224||0|6.1|6.12|-0.326797|3.79589|0.766354|0.959201|0.762257|12|3|1.69294|0|3.943|15|10|10|0|10|1|1.16303|0|60.2471|0|2.97916|0.254125|0.254125|0|0|CLEARED_NOTHING|9.94|0.615694|0|5.48576e+06|2025-07-21|2026-06-09
prod|cohort|AIAI|2026-06-11|19||1|15.39|14.7|4.69388|14.0742|0.209611|0.209611|0.346939|0|0|0|0||1|0|0|0|0|0||1|52.6535|0|2.16435|0|0|0|0|CLEAR_AIR|19.57|0.75115|0|2.8652e+06|2026-05-14|2026-06-10
prod|cohort|AMPG|2026-06-11|225||0|7.96|7.6|4.73684|17.3916|0.00812088|0.0131843|0.0213673|6|1|0|0||0|0|0|0|0|0||1|94.2269|0|3.55042|0|0|0|0|CLEAR_AIR|8.29|0.916767|0|3.56354e+07|2025-07-21|2026-06-10
prod|cohort|BGDE|2026-06-11|29||1|7|6.38|9.71787|13.615|0.256077|0.256077|0.476005|0|0|0|0||4|3|3|0|3|3|0.167883|0|53.7953|0|2.71418|0|0|0|0|IFFY_AT_FIRST_ZONE|8.4|0.759524|0|606900|2026-04-30|2026-06-10
prod|cohort|DKI|2026-06-11|211||0|5.59|5.12|9.17969|15.8137|0.955968|0.958033|0.994946|14|0|0|0||26|23|23|0|23|9|0.690058|0|100|0|1.31832|0.0858899|0.0858899|0|0|INTO_SUPPLY|240|0.0213333|0|200134|2025-08-08|2026-06-10
prod|cohort|DXC|2026-06-11|225||0|9|8.82|2.04082|5.921|0.90867|0.784777|0.941686|13|2|2.33632|0|2.93682|27|23|23|0|23|1|1.19162|0|38.7999|0|2.73876|0.054894|0.054894|0|0|CLEARED_NOTHING|15.68|0.5625|0|3.97125e+07|2025-07-21|2026-06-10
prod|cohort|ELVN|2026-06-11|225||0|45.01|37|21.6486|5.44678|0.0329543|0.0903957|0.226766|6|2|0|0||7|7|7|3|4|4|0.0529859|0|69.5872|0|4.35615|0.0182818|0.0182818|0|0|IFFY_AT_FIRST_ZONE|48.53|0.762415|0|2.64881e+07|2025-07-21|2026-06-10
prod|cohort|IDCC|2026-06-11|225||0|275|253.91|8.30609|3.1522|0.79476|0.717282|0.952682|6|1|0|0||25|18|18|4|14|3|0.216864|0|84.1844|0|2.00776|0|0|0|0|IFFY_AT_FIRST_ZONE|412.6|0.61539|0|8.08984e+07|2025-07-21|2026-06-10
prod|cohort|IMOS|2026-06-11|225||0|60.4|55.12|9.5791|4.77032|0.105334|0.184373|0.215988|83|27|0.147504|0|1.50454|2|1|1|0|1|1|0.30195|0|43.5906|0|7.91474|0.380675|0.841918|0|0|INTO_SUPPLY|70.99|0.776447|0|5.27891e+06|2025-07-21|2026-06-10
prod|cohort|ISOU|2026-06-11|225||0|9.5|9.31|2.04082|7.20641|0.717066|0.96232|0.736602|7|0|0|0||19|9|9|0|9|3|0.46742|0|76.143|0|4.56367|0|0|0|0|INTO_SUPPLY|13.58|0.685567|0|1.1918e+06|2025-07-21|2026-06-10
prod|cohort|KDK|2026-06-11|178||0|6.03|5.79|4.14508|6.00127|0.950268|0.936161|0.988515|3|1|0.22107|0|7.10186|19|13|13|0|13|0|2.90154|0|76.87|0|5.13263|0|0|0|0|CLEARED_NOTHING|11.35|0.510132|0|5.48806e+06|2025-09-25|2026-06-10
prod|cohort|KZIA|2026-06-11|225||0|12.07|11.5|4.95652|8.09055|0.0990224|0.403542|0.125734|7|0|0|0||7|7|7|1|6|2|0.163846|0|48.7956|0|2.75459|0|0|0|0|IFFY_AT_FIRST_ZONE|17.4|0.66092|0|2.10997e+06|2025-07-21|2026-06-10
prod|cohort|MH|2026-06-11|222||0|11.59|12.8|-9.45313|5.45045|0.948142|0.900589|0.780204|9|0|0|0||23|18|18|0|18|0|2.48533|0|68.2478|0|2.30279|0|0|0|0|CLEARED_NOTHING|18|0.711111|0|4.7693e+06|2025-07-24|2026-06-10
prod|cohort|NAVN|2026-06-11|153||0|24.25|20.87|16.1955|6.31784|0|0|0.0891573|7|3|0|0||1|1|1|1|0|0||1|57.1804|0|3.28395|0.110925|0.110925|0|0|CLEAR_AIR|23.53|0.886953|1|6.8742e+07|2025-10-30|2026-06-10
prod|cohort|OCC|2026-06-11|225||0|27.44|26.92|1.93165|13.9482|0.000434314|0.000620223|0.00419837|11|2|0|0||0|0|0|0|0|0||1|100|0|8.55009|1.82732|1.96398|1|0|CLEAR_AIR|27.5|0.978909|0|5.92572e+06|2025-07-21|2026-06-10
prod|cohort|PRTA|2026-06-11|225||0|7.89|7.91|-0.252845|5.26545|0.875817|1|0.873524|2|0|0|0||26|19|19|0|19|1|1.46831|0|73.6809|0|4.61083|0|0|0|0|CLEARED_NOTHING|11.8|0.670339|0|5.05858e+06|2025-07-21|2026-06-10
prod|cohort|SA|2026-06-11|225||0|25.26|25.06|0.798085|6.89652|0.58368|0.868046|0.59798|32|3|0.591254|0|6.57842|16|10|10|0|10|1|1.46952|0|97.1374|0|4.90368|0.0824077|0.0824077|0|0|CLEARED_NOTHING|40.055|0.62564|0|3.11704e+07|2025-07-21|2026-06-10
prod|cohort|SDOT|2026-06-11|225||0|26.75|28.11|-4.83814|29.9002|0.0556404|0.0143179|0.0533984|20|3|4.95106|0|29.2125|26|15|15|0|15|2|1.06773|0|100|0|23.8837|2.19226|2.22919|1|0|CLEARED_NOTHING|460|0.0611087|0|598106|2025-07-21|2026-06-10
prod|cohort|SNSE|2026-06-11|224||0|13.27|11.41|16.3015|14.6118|0.721246|0.957261|0.76055|9|1|0|0||19|13|13|1|12|0|2.61992|0|44.0899|0|4.01144|0.402689|0.402689|0|0|LADDER_CLIMBING|36.76|0.310392|0|708283|2025-07-21|2026-06-10
prod|cohort|TGL|2026-06-11|225||0|4.7|5.15|-8.73786|8.83009|0.949741|0.0703732|0.939592|12|1|6.04823|0|19.4933|17|13|13|0|13|1|1.34935|0|87.9392|0|3.36043|0|0|0|0|CLEARED_NOTHING|58|0.0887931|0|78391.8|2025-07-21|2026-06-10
prod|cohort|VELO|2026-06-11|204||0|24|22.68|5.82011|15.0935|0.0194171|0.0420879|0.0372424|8|1|0|0||2|2|2|1|1|1|0.690141|0|77.5775|0|3.06473|0.0229848|0.0229848|0|0|INTO_SUPPLY|26.5|0.855849|0|6.0542e+07|2025-08-19|2026-06-10
prod|cohort|AERT|2026-06-12|226||0|5.6|5.28|6.06061|10.5594|0.964138|0.146589|0.968742|5|0|0|0||15|14|14|1|13|6|0.270578|0|100|0|4.25151|0|0|0|0|INTO_SUPPLY|11.6|0.455172|0|100887|2025-07-21|2026-06-11
prod|cohort|AKTS|2026-06-12|106||0|21.36|19.46|9.76362|6.45952|0.14914|0.0373685|0.430812|2|0|0|0||8|8|8|4|4|4|0.195687|0|52.4837|0|1.71658|0|0|0|0|IFFY_AT_FIRST_ZONE|29.16|0.667353|0|2.80398e+06|2026-01-09|2026-06-11
prod|cohort|ALOY|2026-06-12|75||0|14.395|14.06|2.38265|11.3413|0.139685|0.00379288|0.160048|2|1|1.56812|0|2.31841|3|3|3|0|3|2|0.0336889|0|51.6497|0|3.79507|0|0|0|0|IFFY_AT_FIRST_ZONE|26.9|0.522677|0|2.24444e+07|2026-02-25|2026-06-11
prod|cohort|ASBP|2026-06-12|226||0|5.915|6|-1.41667|15.6241|0.779591|0.665504|0.763555|12|6|86.1567|0|23.828|27|23|23|0|23|2|1.07665|0|54.712|0|2.25896|0|0|0|0|CLEARED_NOTHING|1050.36|0.00571233|0|794149|2025-07-21|2026-06-11
prod|cohort|ASYS|2026-06-12|226||0|23.51|22.6|4.02655|9.6594|0.00946318|0.0346764|0.0267208|8|3|0|0||3|3|3|0|3|3|0.171736|0|77.9489|0|2.10508|0.040107|0.040107|0|0|IFFY_AT_FIRST_ZONE|24.5|0.922449|0|7.15e+06|2025-07-21|2026-06-11
prod|cohort|BKKT|2026-06-12|226||0|9|8.35|7.78443|10.2199|0.861191|0.528173|0.940045|14|0|0|0||22|17|17|0|17|5|0.282673|0|46.7687|0|4.63282|0|0|0|0|INTO_SUPPLY|49.79|0.167704|0|1.78672e+07|2025-07-21|2026-06-11
prod|cohort|BNAI|2026-06-12|226||0|20.82|21.22|-1.88501|16.39|0.224601|0.763124|0.221848|21|5|0.958737|0|8.37239|12|8|8|0|8|1|1.2982|0|42.1929|0|2.81186|0.0740457|0.0740457|0|0|CLEARED_NOTHING|86.28|0.245943|0|5.31239e+06|2025-07-21|2026-06-11
prod|cohort|EDHL|2026-06-12|225||0|8.46|5.98|41.4716|27.9063|0.408407|0.356668|0.610494|9|3|0|0||12|11|11|3|8|1|0.34733|0|100|0|4.03283|2.2422|3.23846|1|0|INTO_SUPPLY|25.6|0.233594|0|153468|2025-07-21|2026-06-11
prod|cohort|EIKN|2026-06-12|88||0|8.62|8.52|1.17371|9.66062|0.985392|0.974679|0.98936|0|0|0|0||12|9|9|0|9|0|1.91439|0|60.1275|0|2.96356|0|0|0|0|CLEARED_NOTHING|17.4|0.489655|0|2.48114e+06|2026-02-05|2026-06-11
prod|cohort|FJET|2026-06-12|120||0|7.17|6.75|6.22222|16.14|0.701037|0.371145|0.770526|3|1|0|0||12|7|7|0|7|2|1.05423|0|51.5123|0|3.67096|0.0378965|0.0378965|0|0|CLEARED_NOTHING|31.5|0.214286|0|1.91672e+07|2025-12-18|2026-06-11
prod|cohort|PECE|2026-06-12|6|history_too_thin(6d)|1|9.9||||||||||||||||||||||||||||9.92||0|1.17885e+06|2026-06-04|2026-06-11
prod|cohort|PWRL|2026-06-12|12||1|24|22|9.09091|17.7796|0.448279|0.448279|0.48235|0|0|0|0||0|0|0|0|0|0||1|||3.21154|0|0|0||CLEAR_AIR|40|0.55|0|8.3546e+06|2026-05-27|2026-06-11
prod|cohort|SANM|2026-06-12|226||0|246.98|246.98|0|6.04201|0.0553243|0.202232|0.0553243|19|4|0|0||3|2|2|0|2|1|0.551849|0|90.8429|0|3.27536|0.0706212|0.0894325|0|0|INTO_SUPPLY|288.68|0.855549|0|1.94553e+08|2025-07-21|2026-06-11
prod|cohort|SDOT|2026-06-12|226||0|24.83|24.58|1.01709|32.7652|0.0644264|0.0232913|0.0649437|20|3|4.8675|0|28.9555|26|15|15|0|15|2|1.28571|0|100|0|21.386|2.00056|2.03427|1|0|CLEARED_NOTHING|460|0.0534348|0|725364|2025-07-21|2026-06-11
prod|cohort|SHAZ|2026-06-12|80||0|74.6|71.51|4.32107|12.6965|0.0726795|0.0825973|0.0968432|2|0|0|0||1|1|1|0|1|1|1.30284|0|61.8334|0|3.08751|0|0|0|0|CLEARED_NOTHING|86.94|0.822521|0|4.36015e+07|2026-02-18|2026-06-11
prod|cohort|STAK|2026-06-12|226||0|9.22|8.12|13.5468|32.9653|0|0|0.00290929|6|3|0|0||1|1|1|1|0|0||1|77.2163|0|11.4475|0.451135|0.451135|0|0|CLEAR_AIR|8.8|0.922727|1|2.61418e+06|2025-07-21|2026-06-11
prod|cohort|TENX|2026-06-12|226||0|11.36|10.73|5.87139|5.80197|0.749487|0.830866|0.824977|2|0|0|0||16|15|15|0|15|1|1.12274|0|59.3019|0|2.82855|0|0|0|0|CLEARED_NOTHING|18.38|0.583787|0|5.92325e+06|2025-07-21|2026-06-11
prod|cohort|VCX|2026-06-12|59||0|128.33|122.34|4.89619|14.481|0.653463|0.653463|0.691049|7|1|0|0||6|5|5|0|5|1|1.41733|0|60.5576|0|5.99413|0.0168429|0.0168429|0|0|CLEARED_NOTHING|575|0.212765|0|5.4164e+07|2026-03-19|2026-06-11
prod|cohort|XXII|2026-06-12|226||0|6.42|6.32|1.58228|11.8478|0.993894|0.984543|0.994761|21|11|68.9218|0|0.444368|30|25|25|0|25|0|5.6348|0|100|0|4.59911|0.411612|0.624299|0|0|CLEARED_NOTHING|1195.08|0.00528835|0|197562|2025-07-21|2026-06-11
prod|cohort|ABSI|2026-06-15|227||0|7.38|6.8|8.52941|10.0387|5.86889e-05|0.000216205|0.014076|12|1|0|0||3|3|3|2|1|1|0.0134978|0|57.0027|0|3.48649|0|0|0|0|IFFY_AT_FIRST_ZONE|7.39|0.920162|0|2.40115e+07|2025-07-21|2026-06-12
