src|tag|ticker|alert_date|n_bars|reason|thin_history|open|prior_close|gap_open_pct|adr20_pct|overhead_vol_frac|overhead_vol_frac_60d|overhead_vol_frac_at_prior_close|n_gaps|n_unfilled_gaps|overhead_unfilled_gap_span_adr|inside_unfilled_gap|nearest_overhead_gap_bottom_adr|n_levels|n_qualified|zones_overhead_at_prior_close|zones_cleared|zones_remaining|zones_remaining_in_band|adr_to_next_zone|blue_sky|rmv_15|rmv_tight|base_range_adr|base_gap_max_adr|base_gap_span_adr|base_gap_count_1p0x|tight_v2|label|trailing_high|near_high_frac|open_above_trailing_high|advd20|first_bar|last_prior_bar
prod|cohort|ALMU|2026-04-13|183||0|14.03|10.755|30.451|8.44837|0.821064|0.702583|0.995002|2|0|0|0||21|17|17|2|15|2|0.111785|0|94.9938|0|2.50603|0|0|0|0|IFFY_AT_FIRST_ZONE|25.8828|0.415527|0|7.42401e+06|2025-07-21|2026-04-10
prod|cohort|ANL|2026-04-13|183||0|12.08|11.16|8.24373|12.3843|0.00110265|0.00186479|0.0494905|10|1|0|0||2|2|2|0|2|2|0.00661753|0|62.3119|0|6.07786|0|0|0|0|IFFY_AT_FIRST_ZONE|12.15|0.918519|0|1.54538e+06|2025-07-21|2026-04-10
prod|cohort|BBGI|2026-04-13|182||0|12.39|11.76|5.35714|14.5381|0.26085|0.0199041|0.283519|16|1|0|0||1|0|0|0|0|0||1|100|0|17.2362|3.15446|3.15446|1|0|CLEAR_AIR|26.37|0.445961|0|52770.4|2025-07-21|2026-04-10
prod|cohort|BBOT|2026-04-13|167||0|8.63|8.4|2.7381|5.88385|0.981362|0.946788|0.99408|1|0|0|0||22|20|20|0|20|1|1.18162|0|87.2425|0|1.63143|0|0|0|0|CLEARED_NOTHING|14.87|0.564896|0|1.47741e+06|2025-08-12|2026-04-10
prod|cohort|BJRI|2026-04-13|183||0|37.32|37.4|-0.213904|3.47718|0.335962|0.527893|0.330193|6|1|0|0||11|7|7|0|7|1|1.2715|0|84.1021|0|3.08665|0.369602|0.369602|0|0|CLEARED_NOTHING|45.99|0.81322|0|1.35704e+07|2025-07-21|2026-04-10
prod|cohort|BWET|2026-04-13|183||0|168.31|162.94|3.29569|13.2288|0.012613|0.0154126|0.0249291|62|29|0|0||0|0|0|0|0|0||1|54.7065|0|4.89961|0.41021|0.800238|0|0|CLEAR_AIR|179.9|0.905726|0|1.52309e+07|2025-07-21|2026-04-10
prod|cohort|CRDO|2026-04-13|183||0|123.66|119.57|3.42059|7.45177|0.618306|0.266264|0.668194|20|0|0|0||19|15|15|1|14|5|0.221382|0|74.0552|0|4.15975|0.0543247|0.0543247|0|0|IFFY_AT_FIRST_ZONE|213.8|0.559261|0|5.98231e+08|2025-07-21|2026-04-10
prod|cohort|CRDU|2026-04-13|143||0|6.4625|6.0075|7.57387|14.6791|0.484456|0.333731|0.558384|17|1|33.7589|0|19.5148|16|11|11|1|10|2|0.0948728|0|71.0417|0|4.11877|0.127141|0.145157|0|0|IFFY_AT_FIRST_ZONE|91.8|0.0654412|0|6.47422e+06|2025-09-16|2026-04-10
prod|cohort|CRWU|2026-04-13|179||0|78.4|75.2|4.25532|13.8628|0.0328316|0.241248|0.0439139|34|4|0|0||7|6|6|0|6|5|0.184019|0|82.5573|0|5.58377|0.407929|0.669228|0|0|IFFY_AT_FIRST_ZONE|120.4|0.624585|0|7.56982e+06|2025-07-25|2026-04-10
prod|cohort|CWVX|2026-04-13|183||0|33.97|32.66|4.01102|13.9861|0.487232|0.253538|0.520283|31|3|1.08638|0|3.91911|21|13|13|0|13|5|0.371495|0|81.6862|0|5.53451|0.36224|0.603025|0|0|INTO_SUPPLY|147.45|0.221499|0|3.36558e+07|2025-07-21|2026-04-10
prod|cohort|CYD|2026-04-13|183||0|45.74|42.78|6.91912|4.43573|0.136956|0.47007|0.211289|18|4|1.65607|1|2.81433|8|5|5|2|3|1|0.0936466|0|89.0268|0|3.41733|0.597763|0.704527|0|0|IFFY_AT_FIRST_ZONE|56.55|0.756499|0|4.20215e+06|2025-07-21|2026-04-10
prod|cohort|ERAS|2026-04-13|183||0|17.84|17.01|4.87948|7.02548|0.00398445|0.00744255|0.0242902|4|0|0|0||1|1|1|0|1|1|0.287231|0|29.8995|1|3.07023|0.0166284|0.0166284|0|1|INTO_SUPPLY|18.2|0.934615|0|7.68546e+07|2025-07-21|2026-04-10
prod|cohort|FLXS|2026-04-13|183||0|48.4|48.49|-0.185605|4.32851|0.197033|0.402717|0.192652|7|1|0|0||7|6|6|0|6|3|0.0572792|0|75.9928|0|2.58544|0|0|0|0|IFFY_AT_FIRST_ZONE|59.95|0.808841|0|1.38113e+06|2025-07-21|2026-04-10
prod|cohort|GPRE|2026-04-13|183||0|15.5|15.23|1.77282|5.89981|0.0934044|0.31208|0.112865|10|1|0|0||6|6|6|0|6|4|0.153094|0|42.491|0|1.83212|0|0|0|0|IFFY_AT_FIRST_ZONE|17.94|0.848941|0|2.51382e+07|2025-07-21|2026-04-10
prod|cohort|IDYA|2026-04-13|183||0|34.92|30.5|14.4918|4.97794|0.120274|0.143367|0.529537|3|0|0|0||16|14|14|6|8|7|0.19847|0|38.7232|0|1.82682|0.150106|0.150106|0|0|IFFY_AT_FIRST_ZONE|39.28|0.776477|0|2.68572e+07|2025-07-21|2026-04-10
prod|cohort|IVT|2026-04-13|183||0|32.09|32.16|-0.217662|1.8619|0.00584461|0.0186263|0.0047785|4|0|0|0||1|1|1|0|1|1|0.903788|0|74.678|0|3.02361|0|0|0|0|INTO_SUPPLY|32.63|0.985596|0|1.30357e+07|2025-07-21|2026-04-10
prod|cohort|KGEI|2026-04-13|183||0|5.5|5.04|9.12698|6.80995|0.261099|0.0840147|0.407962|9|1|0|0||12|12|12|1|11|6|0.266989|0|73.1064|0|2.3649|0.585741|0.585741|0|0|INTO_SUPPLY|6.4|0.7875|0|1.1584e+06|2025-07-21|2026-04-10
prod|cohort|LABX|2026-04-13|167||0|4.5933|4.4917|2.26195|13.4072|0.578164|0.348324|0.583154|15|5|62.3437|0|2.9823|16|12|12|0|12|0|7.17368|0|65.2661|0|6.1999|0.608285|0.840161|0|0|CLEARED_NOTHING|152.19|0.0295138|0|4.28451e+06|2025-08-12|2026-04-10
prod|cohort|LEG|2026-04-13|183||0|10.74|9.99|7.50751|2.97326|0.39034|0.678721|0.500962|13|4|0.360131|0|0.469736|14|11|11|5|6|1|0.708362|0|62.2488|0|2.11058|0.756038|0.756038|0|0|INTO_SUPPLY|13|0.768462|0|1.09622e+07|2025-07-21|2026-04-10
prod|cohort|LWLG|2026-04-13|183||0|11|10.6|3.77358|11.942|0|0|0.000296135|10|3|0|0||0|0|0|0|0|0||1|55.0456|0|4.38369|0.185842|0.290019|0|0|CLEAR_AIR|10.62|0.998117|1|3.61884e+07|2025-07-21|2026-04-10
prod|cohort|MRVU|2026-04-13|41||0|56.815|55.62|2.14851|9.03731|0|0|0.0188406|9|5|0|0||0|0|0|0|0|0||1|57.2853|0|9.52656|0.450373|1.7315|0|0|CLEAR_AIR|56.57|0.983207|1|1.23165e+06|2026-02-11|2026-04-10
prod|cohort|MVLL|2026-04-13|183||0|14.61|14.2633|2.43071|9.84266|0.176069|0|0.197253|31|9|6.85106|1|2.20116|3|3|3|0|3|0|8.62997|0|55.6248|0|8.59713|0.397707|1.1067|0|0|INTO_SUPPLY|29.599|0.481885|0|7.85267e+06|2025-07-21|2026-04-10
prod|cohort|NETG|2026-04-13|99||0|8.03|7.65|4.96732|11.4178|0.953101|0.952042|0.984218|30|1|0.284889|0|4.53729|13|9|9|0|9|0|3.38523|0|100|0|4.48066|0.180273|0.228585|0|0|CLEARED_NOTHING|15.17|0.504285|0|371669|2025-11-17|2026-04-10
prod|cohort|OPTX|2026-04-13|183||0|10.34|9.35|10.5882|12.1842|0|0|0.00749459|3|2|0|0||1|1|1|1|0|0||1|63.1067|0|2.90223|0|0|0|0|CLEAR_AIR|9.97|0.937813|1|4.52764e+06|2025-07-21|2026-04-10
prod|cohort|RVMD|2026-04-13|183||0|132.26|96.43|37.1565|3.29626|0|0|0.355835|8|7|0|0||10|9|9|9|0|0||1|45.6662|0|2.08408|0.0515386|0.0515386|0|0|CLEAR_AIR|124.49|0.7746|1|1.50264e+08|2025-07-21|2026-04-10
prod|cohort|SCLX|2026-04-13|183||0|6.5|6.8|-4.41176|7.73592|0.998527|0.985577|0.995247|5|0|0|0||26|22|22|0|22|0|2.26436|0|56.114|0|2.22616|0|0|0|0|CLEARED_NOTHING|34.27|0.198424|0|217965|2025-07-21|2026-04-10
prod|cohort|SDRL|2026-04-13|183||0|47.97|47.52|0.94697|3.90282|0.00865617|0.0244945|0.0150558|13|1|0|0||0|0|0|0|0|0||1|38.9378|0|2.80686|0|0|0|0|CLEAR_AIR|48.99|0.969994|0|3.33913e+07|2025-07-21|2026-04-10
prod|cohort|SGML|2026-04-13|183||0|15.38|14.85|3.56902|10.6432|0.0439315|0.0812632|0.0666307|24|3|0|0||4|4|4|2|2|2|0.7453|0|24.2188|1|4.57566|0.368281|0.368281|0|1|INTO_SUPPLY|16.88|0.879739|0|3.2244e+07|2025-07-21|2026-04-10
prod|cohort|SKYQ|2026-04-13|183||0|18.8|12.59|49.3249|27.1877|0|0|0.0333674|10|1|0|0||0|0|0|0|0|0||1|100|0|13.6894|1.25376|1.25376|1|0|CLEAR_AIR|15.35|0.820195|1|639608|2025-07-21|2026-04-10
prod|cohort|STK|2026-04-13|183||0|41.89|41.61|0.672915|3.23387|0.00335257|0.0113738|0.00467464|25|5|0|0||0|0|0|0|0|0||1|53.6317|0|4.49684|0.608498|1.05705|0|0|CLEAR_AIR|42.69|0.974701|0|1.53505e+06|2025-07-21|2026-04-10
prod|cohort|SYRE|2026-04-13|183||0|67|51.29|30.6298|5.71748|0|0|0.0126746|4|1|0|0||1|1|1|1|0|0||1|38.3461|0|3.9443|0.0858416|0.0858416|0|0|CLEAR_AIR|54.39|0.943004|1|3.40435e+07|2025-07-21|2026-04-10
prod|cohort|TBRG|2026-04-13|183||0|19.27|17.98|7.17464|5.01228|0.735576|0.430359|0.838273|8|1|0|0||21|20|20|3|17|6|0.54873|0|31.5931|0|5.16287|0.163533|0.163533|0|0|INTO_SUPPLY|23.99|0.749479|0|2.75314e+06|2025-07-21|2026-04-10
prod|cohort|TLX|2026-04-13|183||0|11.03|10.54|4.64896|3.08821|0.0989559|0|0.166058|62|14|7.72775|0|0.760063|5|5|5|1|4|2|0.146787|0|62.5024|0|6.34857|0.794225|1.58847|0|0|IFFY_AT_FIRST_ZONE|16.94|0.622196|0|1.86482e+06|2025-07-21|2026-04-10
prod|cohort|TNGX|2026-04-13|183||0|21|19.95|5.26316|6.11232|0.0128907|0.0347744|0.0408425|3|0|0|0||2|2|2|0|2|2|0.638835|0|43.6722|0|2.18959|0.0322531|0.0322531|0|0|INTO_SUPPLY|22.2|0.898649|0|5.59615e+07|2025-07-21|2026-04-10
prod|cohort|TRT|2026-04-13|180||0|6.26|6.37|-1.72684|8.7249|0.340193|0.330173|0.295191|12|1|0|0||8|4|4|0|4|1|1.35487|0|58.8494|0|2.56175|0|0|0|0|CLEARED_NOTHING|7.6|0.838158|0|324034|2025-07-21|2026-04-10
prod|cohort|UONE|2026-04-13|183||0|5.5|5.12|7.42188|14.9451|0.968363|0.96501|0.999502|2|0|0|0||25|23|23|0|23|1|1.26524|0|55.7282|0|2.268|0|0|0|0|CLEARED_NOTHING|18.8|0.27234|0|340464|2025-07-21|2026-04-10
prod|cohort|WTIU|2026-04-13|183||0|18.27|17.35|5.30259|7.29457|0.304958|0.462764|0.405635|29|2|1.01432|0|1.0805|4|2|2|1|1|0|5.65761|0|96.3115|0|4.92263|1.35981|1.35981|1|0|LADDER_CLIMBING|25.81|0.67222|0|3.15527e+06|2025-07-21|2026-04-10
prod|cohort|XNDU|2026-04-13|10||1|9.39|8.96|4.79911|18.0773|0.349263|0.349263|0.42391|1|1|0|0||0|0|0|0|0|0||1|||2.87839|0.0289244|0.0289244|0||CLEAR_AIR|12.8|0.7|0|5.98719e+06|2026-03-27|2026-04-10
prod|cohort|AAL|2026-04-14|184||0|12.055|11.225|7.39421|3.76075|0.663476|0.493731|0.860251|18|6|1.06979|0|0.352922|19|15|15|2|13|4|0.319836|0|22.0701|1|3.02556|1.3037|1.50049|1|0|INTO_SUPPLY|16.5|0.680303|0|5.81309e+08|2025-07-21|2026-04-13
prod|cohort|AALG|2026-04-14|184||0|9.87|8.59|14.901|6.68395|0.589558|0.214339|0.697239|34|6|3.59251|0|1.00045|17|13|13|1|12|2|0.197058|0|21.5023|1|3.34138|1.62823|2.0877|1|0|IFFY_AT_FIRST_ZONE|20.43|0.42046|0|510218|2025-07-21|2026-04-13
prod|cohort|AAOX|2026-04-14|14||1|56.17|54.67|2.74374|26.6529|0.00383298|0.00383298|0.0324858|1|1|0|0||0|0|0|0|0|0||1|||4.49228|0.0225545|0.0225545|0||CLEAR_AIR|56.5|0.967611|0|3.6799e+07|2026-03-24|2026-04-13
prod|cohort|ACET|2026-04-14|184||0|6.84|6.35|7.71654|5.37665|0.897446|0.7329|0.988185|6|1|0|0||25|25|25|0|25|4|0.353489|0|66.8429|0|2.43196|0.0819337|0.137083|0|0|INTO_SUPPLY|17.4384|0.364139|0|659887|2025-07-21|2026-04-13
prod|cohort|ALMU|2026-04-14|184||0|16.235|15.35|5.76547|9.01494|0.49279|0.300305|0.656226|3|1|0|0||17|13|13|0|13|4|0.379208|0|100|0|4.00377|1.51616|1.51616|1|0|INTO_SUPPLY|25.8828|0.593058|0|7.8016e+06|2025-07-21|2026-04-13
prod|cohort|ALSN|2026-04-14|184||0|129.72|129.6|0.0925926|2.70169|0.000774853|0.00252541|0.000960817|10|3|0|0||0|0|0|0|0|0||1|29.7788|1|5.35702|0.678545|0.890047|0|1|CLEAR_AIR|130.22|0.995239|0|8.14503e+07|2025-07-21|2026-04-13
prod|cohort|AOSL|2026-04-14|184||0|27.73|27.39|1.24133|4.73102|0.202953|0|0.228177|18|2|0|0||11|8|8|0|8|3|0.160072|0|40.3941|0|6.0709|0.477832|0.833326|0|0|IFFY_AT_FIRST_ZONE|33.01|0.829749|0|5.40216e+06|2025-07-21|2026-04-13
prod|cohort|APLX|2026-04-14|149||0|15.8|14.36|10.0279|15.2435|0.743101|0.593292|0.833959|19|1|0.269217|0|13.8442|17|15|15|0|15|5|0.153625|0|53.4397|0|4.39294|0.907833|1.13437|0|0|IFFY_AT_FIRST_ZONE|60|0.239333|0|2.1608e+07|2025-09-09|2026-04-13
prod|cohort|APPX|2026-04-14|184||0|31.24|29.59|5.57621|12.4224|0.750191|0.5846|0.80031|24|3|2.18772|0|21.8515|20|13|13|0|13|3|0.744702|0|52.2515|0|4.01439|0.608472|0.790506|0|0|INTO_SUPPLY|157.62|0.18773|0|1.55372e+07|2025-07-21|2026-04-13
prod|cohort|ARQQ|2026-04-14|184||0|13.65|13.24|3.09668|7.47419|0.973256|0.833429|0.981009|11|0|0|0||18|18|18|0|18|2|0.617509|0|35.7947|0|2.62737|0.167635|0.197769|0|0|INTO_SUPPLY|62|0.213548|0|2.12257e+06|2025-07-21|2026-04-13
prod|cohort|ASST|2026-04-14|184||0|12.22|11.58|5.52677|7.94333|0.72447|0.264941|0.731881|18|5|12.7561|0|53.3443|14|8|8|0|8|0|6.77879|0|65.1782|0|2.87984|0.459547|0.787688|0|0|CLEARED_NOTHING|252|0.0459524|0|3.2116e+07|2025-07-21|2026-04-13
prod|cohort|ASTN|2026-04-14|45||0|9.13|9.93|-8.05639|18.2263|1|1|0.977771|1|0|0|0||6|6|6|0|6|0|4.34479|0|37.7765|0|4.40132|0|0|0|0|CLEARED_NOTHING|25.06|0.396249|0|1.5474e+07|2026-02-06|2026-04-13
prod|cohort|ASTX|2026-04-14|184||0|54.91|50.63|8.45349|17.423|0.347471|0.384259|0.415467|17|1|0|0||12|12|12|3|9|3|0.813915|0|39.3426|0|2.84418|0|0|0|0|INTO_SUPPLY|114.18|0.443423|0|8.66967e+07|2025-07-21|2026-04-13
prod|cohort|AVNS|2026-04-14|184||0|24.55|14.53|68.9608|3.05511|0|0|0.0495264|3|1|0|0||3|1|1|1|0|0||1|57.5093|0|2.67056|0.0478189|0.0478189|0|0|CLEAR_AIR|15.68|0.926658|1|5.8315e+06|2025-07-21|2026-04-13
prod|cohort|BE|2026-04-14|184||0|202.78|176.67|14.779|9.2733|0|0|0.00170764|19|4|0|0||1|1|1|1|0|0||1|42.3688|0|4.53531|0.406249|0.406249|0|0|CLEAR_AIR|180.9|0.976617|1|1.48114e+09|2025-07-21|2026-04-13
prod|cohort|BEG|2026-04-14|80||0|51.5|39.72|29.6576|16.0909|0|0|0.102529|9|3|0|0||6|6|6|6|0|0||1|45.3612|0|5.40263|0.577266|0.577266|0|0|CLEAR_AIR|50.605|0.784903|1|1.4241e+06|2025-12-16|2026-04-13
prod|cohort|BEX|2026-04-14|102||0|36.02|27.76|29.755|17.2667|0|0|0.0655145|10|2|0|0||6|6|6|6|0|0||1|44.3401|0|5.0481|0.439807|0.439807|0|0|CLEAR_AIR|35.3|0.786402|1|1.90875e+07|2025-11-13|2026-04-13
prod|cohort|BKKT|2026-04-14|184||0|9.24|8.72|5.9633|7.59258|0.892861|0.738463|0.933732|12|1|0|0||20|19|19|0|19|4|0.0285081|0|67.6063|0|3.16429|0.37976|0.602853|0|0|IFFY_AT_FIRST_ZONE|49.79|0.175136|0|8.50471e+06|2025-07-21|2026-04-13
prod|cohort|BMM|2026-04-14|54||0|7.85|7.8|0.641026|8.51076|0.0395126|0.0395126|0.0448689|3|2|0|0||1|1|1|0|1|1|1.1675|0|67.6217|0|6.36907|0.282703|0.3959|0|0|CLEARED_NOTHING|8.63|0.903824|0|429731|2026-01-26|2026-04-13
prod|cohort|BNAI|2026-04-14|184||0|54.07|50.95|6.12365|9.46598|0.0515201|0.141652|0.0630593|16|5|0|0||2|1|1|0|1|1|1.1586|0|82.2267|0|4.35193|0|0|0|0|CLEARED_NOTHING|86.28|0.590519|0|1.71128e+07|2025-07-21|2026-04-13
prod|cohort|CHPT|2026-04-14|184||0|5.95|5.43|9.57643|5.70918|0.840698|0.453147|0.91534|8|3|0.706513|0|0.529885|21|19|19|3|16|0|2.10482|0|55.4365|0|3.16589|0.364311|0.364311|0|0|LADDER_CLIMBING|13.592|0.3995|0|2.26978e+06|2025-07-21|2026-04-13
prod|cohort|CIFU|2026-04-14|96||0|23.92|22.07|8.38242|15.6613|0.46613|0.320687|0.549154|8|1|0|0||9|8|8|0|8|2|0.381723|0|40.1715|0|4.78681|0.30886|0.577822|0|0|INTO_SUPPLY|49.89|0.442373|0|2.83855e+06|2025-11-21|2026-04-13
prod|cohort|CLSK|2026-04-14|184||0|11.235|10.76|4.4145|7.53461|0.612776|0.276614|0.660278|19|1|0|0||17|16|16|2|14|1|0.24217|0|60.3505|0|3.68193|0.417499|0.694445|0|0|IFFY_AT_FIRST_ZONE|23.61|0.455739|0|1.698e+08|2025-07-21|2026-04-13
prod|cohort|CLSX|2026-04-14|144||0|14.47|13.22|9.45537|14.5038|0.707216|0.370703|0.736394|22|4|1.0721|0|8.40523|16|16|16|3|13|1|0.3526|0|57.211|0|3.64341|0.456751|0.783013|0|0|INTO_SUPPLY|118.09|0.111949|0|4.82251e+06|2025-09-16|2026-04-13
prod|cohort|COIA|2026-04-14|148||0|11.58|10.6746|8.48182|10.7112|0.651844|0.514396|0.793444|37|7|3.10364|0|5.56294|20|20|20|1|19|5|0|0|40.4288|0|4.94465|0.448228|0.865013|0|0|IFFY_AT_FIRST_ZONE|84.3078|0.126615|0|471354|2025-09-10|2026-04-13
prod|cohort|COIG|2026-04-14|184||0|7.3|6.8|7.35294|10.6943|0.787834|0.507017|0.852901|38|7|2.63678|0|5.43254|26|24|24|2|22|4|0.461005|0|40.0798|0|4.76116|0.393003|0.62261|0|0|INTO_SUPPLY|69.43|0.0979404|0|603964|2025-07-21|2026-04-13
prod|cohort|CONX|2026-04-14|98||0|8.95|8.34|7.31415|10.4862|0.571896|0.519403|0.710829|26|5|2.63609|0|5.47676|14|14|14|1|13|4|0.467762|0|40.7986|0|4.95869|0.438674|1.01425|0|0|INTO_SUPPLY|28.3355|0.29433|0|478064|2025-11-19|2026-04-13
prod|cohort|CRDO|2026-04-14|184||0|154.23|134.36|14.7886|7.6897|0.206304|0.0151401|0.513777|21|1|0|0||15|11|10|3|7|6|0.156832|0|86.5375|0|5.90821|0.108216|0.16086|0|0|IFFY_AT_FIRST_ZONE|213.8|0.628438|0|6.45677e+08|2025-07-21|2026-04-13
prod|cohort|CRDU|2026-04-14|144||0|9.735|7.495|29.8866|15.089|0.26145|0.0608101|0.387536|18|2|21.8018|0|10.375|13|8|8|3|5|0|2.44568|0|81.4828|0|6.21846|0.193056|0.334269|0|0|LADDER_CLIMBING|91.8|0.0816449|0|6.62578e+06|2025-09-16|2026-04-13
prod|cohort|CRMU|2026-04-14|43||0|7.53|6.96|8.18966|13.9259|0.456294|0.456294|0.501969|9|2|0|0||3|3|3|1|2|0|2.50807|0|60.6173|0|3.65166|0.595522|1.82386|0|0|LADDER_CLIMBING|15.25|0.456393|0|218988|2026-02-10|2026-04-13
prod|cohort|CRMX|2026-04-14|62||0|17.53|15.75|11.3016|16.1553|0.68514|0.679718|0.737924|8|3|4.74711|0|18.7252|6|5|5|1|4|0|1.89617|0|62.6436|0|3.1563|0.495246|0.966377|0|0|LADDER_CLIMBING|144.33|0.109125|0|2.71314e+06|2026-01-13|2026-04-13
prod|cohort|CRWU|2026-04-14|180||0|95|87.5|8.57143|14.0958|0.00931585|0.0743501|0.0168186|34|4|0|0||3|2|2|1|1|0|1.8968|0|81.611|0|7.13572|0.401186|0.658166|0|0|LADDER_CLIMBING|120.4|0.726744|0|7.78425e+06|2025-07-25|2026-04-13
prod|cohort|CVNX|2026-04-14|184||0|16.43|15.78|4.11914|10.8271|0.524358|0.289452|0.595696|21|1|0.0393504|0|2.41724|21|16|16|0|16|6|0.118051|0|53.9588|0|3.90497|0.725455|0.758399|0|0|IFFY_AT_FIRST_ZONE|34.99|0.450986|0|711365|2025-07-21|2026-04-13
prod|cohort|CWVX|2026-04-14|184||0|41.2|37.97|8.50672|14.2363|0.384444|0.0742854|0.415111|31|3|0.879995|0|1.94191|16|10|10|2|8|0|1.94191|0|81.3111|0|7.04626|0.355872|0.592426|0|0|LADDER_CLIMBING|147.45|0.257511|0|3.40499e+07|2025-07-21|2026-04-13
prod|cohort|ETHT|2026-04-14|184||0|18.995|17.3|9.79769|5.83824|0.682423|0.230699|0.707095|45|12|14.3737|0|3.45815|16|12|12|1|11|1|0.338151|0|28.8679|1|4.15036|1.12717|4.06537|1|0|INTO_SUPPLY|131.74|0.131319|0|3.13362e+07|2025-07-21|2026-04-13
prod|cohort|ETHU|2026-04-14|184||0|28.43|25.87|9.89563|5.91156|0.714638|0.187825|0.739358|45|12|13.9236|0|3.08808|17|12|12|1|11|1|0.285603|0|29.0016|1|4.14373|1.13123|3.95032|1|0|INTO_SUPPLY|188.73|0.137074|0|1.28544e+08|2025-07-21|2026-04-13
prod|cohort|ETU|2026-04-14|184||0|7.515|6.85|9.70803|5.51556|0.732656|0.170036|0.750696|44|13|15.875|0|3.38967|17|11|11|1|10|1|0.301331|0|29.0532|1|4.37482|1.27338|4.65983|2|0|INTO_SUPPLY|48.9099|0.140053|0|933072|2025-07-21|2026-04-13
prod|cohort|GLXU|2026-04-14|170||0|8.19|7.34|11.5804|14.3387|0.759915|0.373339|0.83104|26|4|2.87455|0|3.98521|22|14|14|2|12|2|0.860056|0|58.0695|0|3.83251|0.321882|0.417349|0|0|INTO_SUPPLY|56.51|0.129889|0|884257|2025-08-08|2026-04-13
prod|cohort|GSAT|2026-04-14|184||0|78.8|72.89|8.10811|7.0858|0|0|0.0614486|12|2|0|0||4|2|2|2|0|0||1|18.257|1|3.5946|0.0877859|0.0877859|0|1|CLEAR_AIR|78.2999|0.930908|1|7.50784e+07|2025-07-21|2026-04-13
prod|cohort|HODU|2026-04-14|98||0|8.24|7.48|10.1604|8.65275|0.732906|0.679886|0.820608|17|3|4.97204|0|3.87104|14|13|13|1|12|1|0.617122|0|39.1808|0|2.68201|0.545948|1.08552|0|0|INTO_SUPPLY|35.58|0.21023|0|572390|2025-11-19|2026-04-13
prod|cohort|HOOG|2026-04-14|184||0|20|18.19|9.95052|9.05359|0.869336|0.711999|0.925993|21|4|4.0231|0|3.58974|26|20|20|0|20|4|0|0|41.0625|0|2.44107|0.512719|0.875839|0|0|IFFY_AT_FIRST_ZONE|132.19|0.137605|0|7.23054e+06|2025-07-21|2026-04-13
prod|cohort|HOOW|2026-04-14|184||0|23.98|22.8|5.17544|5.39947|0.946618|0.801646|0.966684|20|4|2.91946|0|4.68028|25|22|22|1|21|2|0.569898|0|40.3198|0|2.77764|0.503786|0.873271|0|0|INTO_SUPPLY|86.16|0.264624|0|5.10242e+06|2025-07-21|2026-04-13
prod|cohort|HOOX|2026-04-14|184||0|22.64|20.5409|10.2191|8.45404|0.918809|0.771646|0.958892|27|4|4.05189|0|3.93941|28|24|23|0|23|4|0.0208987|0|39.7504|0|2.70421|0.550353|1.0893|0|0|IFFY_AT_FIRST_ZONE|154.38|0.133054|0|1.74708e+06|2025-07-21|2026-04-13
prod|cohort|IMSR|2026-04-14|113||0|7|6.59|6.22155|6.46617|0.760944|0.588033|0.836794|7|0|0|0||14|11|11|2|9|3|0.212977|0|39.5961|0|3.20276|0.170481|0.290366|0|0|IFFY_AT_FIRST_ZONE|21|0.31381|0|7.66797e+06|2025-10-29|2026-04-13
prod|cohort|IONL|2026-04-14|184||0|12.9|11.37|13.4565|12.7658|0.90364|0.809596|0.92164|9|1|0.0303621|0|0.212535|23|22|22|1|21|1|1.45228|0|30.3041|0|3.7644|0.0289912|0.0489068|0|0|LADDER_CLIMBING|148.84|0.0763908|0|4.8258e+06|2025-07-21|2026-04-13
prod|cohort|IONQ|2026-04-14|184||0|31.78|29.76|6.78763|6.48226|0.931412|0.770753|0.959223|5|1|0|0||22|22|22|1|21|2|0.622797|0|31.0023|0|3.46955|0.0568679|0.0810024|0|0|INTO_SUPPLY|84.64|0.351607|0|5.24193e+08|2025-07-21|2026-04-13
prod|cohort|IONX|2026-04-14|184||0|24.85|21.79|14.0431|12.8984|0.903165|0.819126|0.921405|8|1|0.0343186|0|0.230871|26|25|25|1|24|0|1.52556|0|28.5885|1|3.84474|0.0510506|0.0835636|0|1|LADDER_CLIMBING|311.865|0.06987|0|3.06096e+07|2025-07-21|2026-04-13
prod|cohort|IRDM|2026-04-14|184||0|37.63|35.235|6.79722|5.62295|0|0|0.00048373|5|0|0|0||1|1|1|1|0|0||1|27.7886|1|5.35385|0|0|0|1|CLEAR_AIR|35.34|0.997029|1|5.88815e+07|2025-07-21|2026-04-13
prod|cohort|IRE|2026-04-14|119||0|22.26|20.16|10.4167|14.9118|0.643204|0.489594|0.770886|10|1|0.216909|0|15.2378|15|11|11|1|10|3|0.283186|0|60.2444|0|4.24227|0.0355698|0.0691675|0|0|INTO_SUPPLY|124.68|0.161694|0|7.74393e+07|2025-10-21|2026-04-13
prod|cohort|IREG|2026-04-14|80||0|16.52|14.87|11.0962|14.4722|0.343686|0.291988|0.54258|8|0|0|0||9|7|7|0|7|3|0.144302|0|61.9776|0|4.20459|0.0769066|0.119706|0|0|IFFY_AT_FIRST_ZONE|41.595|0.357495|0|1.67588e+06|2025-12-16|2026-04-13
