ticker|d|t_ms|o|h|l|c|v
ARM|2026-05-21|1779382860000|287.21|287.76|287.21|287.76|14389
ARM|2026-05-21|1779382920000|287.7326|287.7599|287.2601|287.44|12569
ARM|2026-05-21|1779382980000|287.475|287.475|286.96|287.29|21100
ARM|2026-05-21|1779383040000|287.0753|287.4697|287.0753|287.255|8685
ARM|2026-05-21|1779383100000|287.4|288.37|287.12|288.1|34065
ARM|2026-05-21|1779383160000|288.12|288.5|288.1|288.37|13402
ARM|2026-05-21|1779383220000|288.375|288.49|288.0801|288.32|12814
ARM|2026-05-21|1779383280000|288.29|288.7864|288.12|288.565|29461
ARM|2026-05-21|1779383340000|288.555|288.8035|288.42|288.6601|19533
ARM|2026-05-21|1779383400000|288.745|290.3|288.745|290.245|127883
ARM|2026-05-21|1779383460000|290.1958|290.7099|290.0608|290.26|44883
ARM|2026-05-21|1779383520000|290.2798|291|289.68|290.6738|51855
ARM|2026-05-21|1779383580000|290.42|290.4799|290|290.065|19456
ARM|2026-05-21|1779383640000|290.0939|290.8099|289.95|290.72|29892
ARM|2026-05-21|1779383700000|290.77|291.27|289.89|291.155|56915
ARM|2026-05-21|1779383760000|291.185|291.8799|290.9|291.22|43028
ARM|2026-05-21|1779383820000|291.1212|291.5899|290.11|290.515|43123
ARM|2026-05-21|1779383880000|290.42|291.02|290.3644|291.02|27598
ARM|2026-05-21|1779383940000|291.12|291.2596|290.94|291.001|29084
ARM|2026-05-21|1779384000000|291.26|291.74|291.0601|291.43|28227
ARM|2026-05-21|1779384060000|291.245|291.245|290.7|290.8|47405
ARM|2026-05-21|1779384120000|290.83|291.24|290.42|290.625|26162
ARM|2026-05-21|1779384180000|290.625|290.63|289.06|289.89|40795
ARM|2026-05-21|1779384240000|289.87|290.6|289.87|290.6|27766
ARM|2026-05-21|1779384300000|290.6|291.27|290.36|290.5|44779
ARM|2026-05-21|1779384360000|290.505|290.72|290.2201|290.355|16777
ARM|2026-05-21|1779384420000|290.49|290.75|290.2601|290.455|25920
ARM|2026-05-21|1779384480000|290.64|291.2|290.42|291|28928
ARM|2026-05-21|1779384540000|291|291.2|290.7901|291.03|19104
ARM|2026-05-21|1779384600000|291.035|291.88|290.93|291.88|39672
ARM|2026-05-21|1779384660000|291.76|292.05|291.51|291.83|47567
ARM|2026-05-21|1779384720000|291.7001|291.9|291.57|291.79|18027
ARM|2026-05-21|1779384780000|291.79|291.79|291.2|291.455|16327
ARM|2026-05-21|1779384840000|291.6891|291.84|291.2001|291.765|11930
ARM|2026-05-21|1779384900000|291.7|292|291.31|291.7|19833
ARM|2026-05-21|1779384960000|291.78|292.4|291.71|292.155|34894
ARM|2026-05-21|1779385020000|292.15|292.2064|291.695|291.74|21528
ARM|2026-05-21|1779385080000|291.8|292.0123|291.15|291.19|38296
ARM|2026-05-21|1779385140000|291.19|291.8699|291.09|291.5871|45190
ARM|2026-05-21|1779385200000|291.7|292.19|291.7|292.1199|24331
ARM|2026-05-21|1779385260000|292.12|292.35|292|292.28|19865
ARM|2026-05-21|1779385320000|292.19|292.43|291.4|291.52|26496
ARM|2026-05-21|1779385380000|291.52|291.71|291.4|291.4|12862
ARM|2026-05-21|1779385440000|291.48|291.8043|291.4|291.66|8217
ARM|2026-05-21|1779385500000|291.8|291.85|290.6401|290.885|36073
ARM|2026-05-21|1779385560000|290.755|291.38|290.71|290.76|20832
ARM|2026-05-21|1779385620000|290.74|290.97|290.51|290.835|23863
ARM|2026-05-21|1779385680000|290.885|291.18|290.691|290.74|21562
ARM|2026-05-21|1779385740000|290.68|290.7|289.68|290.04|31974
ARM|2026-05-21|1779385800000|289.86|290|289.35|289.62|31664
ARM|2026-05-21|1779385860000|289.55|290.09|289.54|289.69|17804
ARM|2026-05-21|1779385920000|289.78|290.79|289.6201|290.75|27488
ARM|2026-05-21|1779385980000|290.56|290.94|290.2371|290.525|54789
ARM|2026-05-21|1779386040000|290.6|290.7455|290.39|290.62|26142
ARM|2026-05-21|1779386100000|290.5756|290.85|290.43|290.65|43735
ARM|2026-05-21|1779386160000|290.6122|290.7399|290.21|290.38|15611
ARM|2026-05-21|1779386220000|290.25|290.49|290.0201|290.1825|21358
ARM|2026-05-21|1779386280000|290.17|290.56|290.1001|290.41|17741
ARM|2026-05-21|1779386340000|290.49|290.56|289.9001|290.105|28964
ARM|2026-05-21|1779386400000|290|291.32|289.7|291.1052|27820
ARM|2026-05-21|1779386460000|291.305|291.305|290.5|290.86|13851
ARM|2026-05-21|1779386520000|290.98|291.88|290.98|291.455|32063
ARM|2026-05-21|1779386580000|291.26|291.26|290.3601|290.65|12602
ARM|2026-05-21|1779386640000|290.64|290.67|289.68|289.6801|30790
ARM|2026-05-21|1779386700000|289.68|290.35|289.65|290.02|16226
ARM|2026-05-21|1779386760000|289.9107|290.34|289.9107|290.16|10034
ARM|2026-05-21|1779386820000|290.319|290.38|290.0101|290.1|10122
ARM|2026-05-21|1779386880000|290.0001|290.2|289.76|290|18280
ARM|2026-05-21|1779386940000|289.94|290.1699|289.85|290.16|13540
ARM|2026-05-21|1779387000000|290.105|290.29|289.51|289.51|22978
ARM|2026-05-21|1779387060000|289.665|289.665|289.0205|289.46|32516
ARM|2026-05-21|1779387120000|289.37|289.65|289.23|289.2948|10847
ARM|2026-05-21|1779387180000|289.36|289.6299|289.06|289.18|26207
ARM|2026-05-21|1779387240000|289.04|289.28|288.63|289|37735
ARM|2026-05-21|1779387300000|289.03|289.4599|288.82|289.24|18230
ARM|2026-05-21|1779387360000|289.24|289.24|288.5|288.63|22969
ARM|2026-05-21|1779387420000|288.52|288.565|288.1101|288.215|19653
ARM|2026-05-21|1779387480000|288.2|288.54|288.2|288.295|15581
ARM|2026-05-21|1779387540000|288.3|288.84|288.002|288.23|53643
ARM|2026-05-21|1779387600000|288.25|288.37|287.88|287.88|19280
ARM|2026-05-21|1779387660000|288|288.56|287.42|287.5|33566
ARM|2026-05-21|1779387720000|287.71|287.8051|287.3901|287.57|17435
ARM|2026-05-21|1779387780000|287.57|287.6|287.13|287.43|24064
ARM|2026-05-21|1779387840000|287.4625|287.599|286.9001|286.9401|63186
ARM|2026-05-21|1779387900000|286.995|287.27|286.9454|287.035|16534
ARM|2026-05-21|1779387960000|287.13|287.4799|286.9901|287.325|16211
ARM|2026-05-21|1779388020000|287.325|287.46|287.18|287.33|19176
ARM|2026-05-21|1779388080000|287.23|287.85|287.1378|287.7892|19433
ARM|2026-05-21|1779388140000|287.68|288.44|287.326|288.285|22172
ARM|2026-05-21|1779388200000|288.285|289.43|288.15|289.18|41582
ARM|2026-05-21|1779388260000|289.1775|289.4|289.0301|289.28|30494
ARM|2026-05-21|1779388320000|289.15|289.23|288.8|288.865|17768
ARM|2026-05-21|1779388380000|288.75|288.9599|288.58|288.7046|8705
ARM|2026-05-21|1779388440000|288.63|288.77|287.7601|288.4|35206
ARM|2026-05-21|1779388500000|288.23|288.52|288|288.24|12201
ARM|2026-05-21|1779388560000|288.24|288.24|287.84|288.075|10074
ARM|2026-05-21|1779388620000|287.91|287.935|287.52|287.5486|11806
ARM|2026-05-21|1779388680000|287.76|287.85|287.5364|287.5501|8210
ARM|2026-05-21|1779388740000|287.92|288|287.5|287.545|9293
ARM|2026-05-21|1779388800000|287.3401|288|287.3401|287.975|13560
ARM|2026-05-21|1779388860000|287.9762|288.3|287.75|287.845|14733
ARM|2026-05-21|1779388920000|287.76|287.8|287.33|287.51|17776
ARM|2026-05-21|1779388980000|287.625|288.08|287.605|287.93|13305
ARM|2026-05-21|1779389040000|287.86|288.02|287.6|287.845|11918
ARM|2026-05-21|1779389100000|287.845|288.08|287.565|287.63|23459
ARM|2026-05-21|1779389160000|287.36|287.39|287.15|287.15|15784
ARM|2026-05-21|1779389220000|287.21|287.45|287.11|287.3092|12913
ARM|2026-05-21|1779389280000|287.29|287.61|286.39|287.25|42818
ARM|2026-05-21|1779389340000|287.46|287.522|287.11|287.35|11388
ARM|2026-05-21|1779389400000|287|287.5399|286.57|287.43|16653
ARM|2026-05-21|1779389460000|287.21|287.21|286.7359|286.82|22049
ARM|2026-05-21|1779389520000|286.8201|287.1899|285.25|286|66646
ARM|2026-05-21|1779389580000|285.92|286.75|285.91|286.29|17844
ARM|2026-05-21|1779389640000|286.2738|286.7804|285.82|285.82|22710
ARM|2026-05-21|1779389700000|285.9999|286.09|285.5007|286.09|17104
ARM|2026-05-21|1779389760000|286.2|286.33|285.6801|286.2461|17956
ARM|2026-05-21|1779389820000|286.175|286.94|286.0801|286.8|20476
ARM|2026-05-21|1779389880000|286.56|287|286.56|286.84|13646
ARM|2026-05-21|1779389940000|286.68|287.69|286.5101|287.69|27336
ARM|2026-05-21|1779390000000|287.72|288|287.55|287.89|24302
ARM|2026-05-21|1779390060000|288|288.7742|287.9814|288.595|34823
ARM|2026-05-21|1779390120000|288.49|288.7699|288.14|288.14|20309
ARM|2026-05-21|1779390180000|288.4406|288.459|287.9154|287.9154|33253
ARM|2026-05-21|1779390240000|288.01|288.01|287.21|287.75|16935
ARM|2026-05-21|1779390300000|287.65|287.86|287.25|287.2984|14186
ARM|2026-05-21|1779390360000|287.3379|287.83|287.24|287.82|23093
ARM|2026-05-21|1779390420000|287.685|287.922|287.4801|287.72|10710
ARM|2026-05-21|1779390480000|287.86|288.85|287.6|288.6695|24604
ARM|2026-05-21|1779390540000|288.73|289.5|288.73|289.16|67208
ARM|2026-05-21|1779390600000|289.19|289.55|288.9201|289.295|29356
ARM|2026-05-21|1779390660000|289.36|289.38|288.96|289|26420
ARM|2026-05-21|1779390720000|289.075|289.8|288.95|289.751|21521
ARM|2026-05-21|1779390780000|289.79|289.85|289.46|289.55|21110
ARM|2026-05-21|1779390840000|289.5|290.76|289.5|290.5147|56351
ARM|2026-05-21|1779390900000|290.57|290.78|290.22|290.28|22160
ARM|2026-05-21|1779390960000|290.375|290.54|289.85|290.415|36597
ARM|2026-05-21|1779391020000|290.34|290.93|290.34|290.88|30397
ARM|2026-05-21|1779391080000|290.9|291.5599|290.821|291.3|57118
ARM|2026-05-21|1779391140000|291.15|291.58|291.1|291.18|58591
ARM|2026-05-21|1779391200000|291.2569|291.4359|290.7|290.8101|23303
ARM|2026-05-21|1779391260000|290.8542|291.32|290.76|290.94|16859
ARM|2026-05-21|1779391320000|291.1452|291.1452|290.43|290.94|18718
ARM|2026-05-21|1779391380000|290.925|291.26|290.5301|291.0499|21993
ARM|2026-05-21|1779391440000|291|291.39|290.93|291.061|22904
ARM|2026-05-21|1779391500000|291.22|291.9|291.0001|291.74|49839
ARM|2026-05-21|1779391560000|291.58|291.87|291.51|291.74|28356
ARM|2026-05-21|1779391620000|291.7519|291.99|291.58|291.655|35278
ARM|2026-05-21|1779391680000|291.64|291.72|291.16|291.56|19588
ARM|2026-05-21|1779391740000|291.55|291.77|291.2|291.77|17813
ARM|2026-05-21|1779391800000|291.69|291.8|291.36|291.555|15792
ARM|2026-05-21|1779391860000|291.61|292.15|291.47|292.08|39553
ARM|2026-05-21|1779391920000|292.105|292.84|291.9336|292.82|54318
ARM|2026-05-21|1779391980000|292.85|293.2416|292.56|293.12|51573
ARM|2026-05-21|1779392040000|293.11|293.24|292.5|292.5|40621
ARM|2026-05-21|1779392100000|292.58|293.4599|292.5|293.4|51189
ARM|2026-05-21|1779392160000|293.41|293.76|293.2501|293.74|47938
ARM|2026-05-21|1779392220000|293.72|293.7999|293.43|293.62|32071
ARM|2026-05-21|1779392280000|293.62|294.11|293.4101|294.01|54493
ARM|2026-05-21|1779392340000|294.0899|294.7|293.93|294.2272|82136
ARM|2026-05-21|1779392400000|294.23|294.4999|293.3101|293.53|77362
ARM|2026-05-21|1779392460000|293.6435|294.0699|293.58|293.695|36297
ARM|2026-05-21|1779392520000|293.695|294.07|293.24|293.915|50461
ARM|2026-05-21|1779392580000|293.86|294.99|293.84|294.725|64653
ARM|2026-05-21|1779392640000|294.73|294.79|293.77|293.8855|95609
ARM|2026-05-21|1779392700000|293.84|294.18|293.07|294.1112|66080
ARM|2026-05-21|1779392760000|294.095|295.315|293.905|295.1999|125774
ARM|2026-05-21|1779392820000|295.15|295.48|294.9101|294.975|64613
ARM|2026-05-21|1779392880000|294.87|295.39|294.2|294.56|70806
ARM|2026-05-21|1779392940000|294.6|295.4|294.51|295.205|46726
ARM|2026-05-21|1779393000000|295.34|296.89|295.34|296.2899|120282
ARM|2026-05-21|1779393060000|296.1401|297|296.1401|296.65|85859
ARM|2026-05-21|1779393120000|296.64|297.435|296.64|297.13|113793
ARM|2026-05-21|1779393180000|297.0401|297.35|296.8501|296.9457|101460
ARM|2026-05-21|1779393240000|296.9401|297.07|295.4401|296.12|240538
ARM|2026-05-21|1779393300000|295.5|297.2099|295.5|297.2099|112272
ARM|2026-05-21|1779393360000|297.14|297.7983|296.81|297.695|123508
ARM|2026-05-21|1779393420000|297.78|297.8|297|297.53|135936
ARM|2026-05-21|1779393480000|297.545|297.88|297.13|297.85|184539
ARM|2026-05-21|1779393540000|297.845|298.7|297.83|298.13|341203
ARM|2026-05-21|1779393600000|298.14|298.37|297.8|298|579261
PONY|2026-06-01|1780320600000|9.98|10.02|9.81|9.85|119872
PONY|2026-06-01|1780320660000|9.88|9.9483|9.8695|9.9483|10021
PONY|2026-06-01|1780320720000|9.935|9.95|9.9|9.92|11282
PONY|2026-06-01|1780320780000|9.9041|9.92|9.88|9.88|16779
PONY|2026-06-01|1780320840000|9.87|9.91|9.87|9.88|7455
PONY|2026-06-01|1780320900000|9.885|9.95|9.85|9.93|18427
PONY|2026-06-01|1780320960000|9.94|9.95|9.92|9.94|13198
PONY|2026-06-01|1780321020000|9.93|10|9.93|10|14239
PONY|2026-06-01|1780321080000|10|10.06|10|10.06|13467
PONY|2026-06-01|1780321140000|10.0525|10.065|10.04|10.06|4084
PONY|2026-06-01|1780321200000|10.07|10.13|10.07|10.09|18809
PONY|2026-06-01|1780321260000|10.1|10.12|10.1|10.12|16021
PONY|2026-06-01|1780321320000|10.125|10.18|10.115|10.18|17797
PONY|2026-06-01|1780321380000|10.18|10.2399|10.16|10.21|17026
PONY|2026-06-01|1780321440000|10.205|10.205|10.14|10.175|7286
PONY|2026-06-01|1780321500000|10.15|10.205|10.15|10.18|33775
PONY|2026-06-01|1780321560000|10.22|10.265|10.22|10.25|22696
PONY|2026-06-01|1780321620000|10.255|10.27|10.2401|10.26|9460
PONY|2026-06-01|1780321680000|10.265|10.28|10.26|10.27|16704
PONY|2026-06-01|1780321740000|10.27|10.34|10.26|10.33|169157
PONY|2026-06-01|1780321800000|10.33|10.34|10.28|10.3|8548
PONY|2026-06-01|1780321860000|10.31|10.395|10.3|10.38|33623
PONY|2026-06-01|1780321920000|10.37|10.37|10.32|10.325|53065
PONY|2026-06-01|1780321980000|10.33|10.34|10.2701|10.29|14351
PONY|2026-06-01|1780322040000|10.28|10.33|10.28|10.33|16436
PONY|2026-06-01|1780322100000|10.35|10.36|10.295|10.295|16739
PONY|2026-06-01|1780322160000|10.31|10.38|10.28|10.38|70461
PONY|2026-06-01|1780322220000|10.37|10.43|10.34|10.4205|103473
PONY|2026-06-01|1780322280000|10.43|10.52|10.42|10.508|57924
PONY|2026-06-01|1780322340000|10.505|10.52|10.45|10.47|85015
PONY|2026-06-01|1780322400000|10.48|10.55|10.48|10.5047|65599
PONY|2026-06-01|1780322460000|10.515|10.55|10.51|10.54|34326
PONY|2026-06-01|1780322520000|10.54|10.565|10.47|10.5325|64549
PONY|2026-06-01|1780322580000|10.5399|10.55|10.49|10.5|31573
PONY|2026-06-01|1780322640000|10.51|10.53|10.495|10.53|50236
PONY|2026-06-01|1780322700000|10.52|10.53|10.475|10.475|38171
PONY|2026-06-01|1780322760000|10.475|10.535|10.465|10.535|16370
PONY|2026-06-01|1780322820000|10.54|10.55|10.535|10.5411|7029
PONY|2026-06-01|1780322880000|10.55|10.55|10.5|10.545|17531
PONY|2026-06-01|1780322940000|10.545|10.64|10.54|10.62|110578
PONY|2026-06-01|1780323000000|10.62|10.65|10.6|10.615|38762
PONY|2026-06-01|1780323060000|10.615|10.625|10.545|10.625|42210
PONY|2026-06-01|1780323120000|10.625|10.625|10.585|10.585|18521
PONY|2026-06-01|1780323180000|10.585|10.59|10.565|10.58|8629
PONY|2026-06-01|1780323240000|10.575|10.625|10.57|10.62|39400
PONY|2026-06-01|1780323300000|10.62|10.665|10.6|10.6|34354
PONY|2026-06-01|1780323360000|10.588|10.59|10.565|10.585|13620
PONY|2026-06-01|1780323420000|10.58|10.62|10.555|10.61|33804
PONY|2026-06-01|1780323480000|10.613|10.62|10.59|10.59|40221
PONY|2026-06-01|1780323540000|10.585|10.585|10.56|10.56|10224
PONY|2026-06-01|1780323600000|10.56|10.5968|10.56|10.585|12778
PONY|2026-06-01|1780323660000|10.585|10.585|10.53|10.565|23592
PONY|2026-06-01|1780323720000|10.565|10.58|10.555|10.56|13718
PONY|2026-06-01|1780323780000|10.565|10.575|10.54|10.54|24065
PONY|2026-06-01|1780323840000|10.54|10.56|10.535|10.55|17954
PONY|2026-06-01|1780323900000|10.54|10.545|10.53|10.54|7573
PONY|2026-06-01|1780323960000|10.535|10.535|10.51|10.515|13231
PONY|2026-06-01|1780324020000|10.515|10.525|10.505|10.505|13043
PONY|2026-06-01|1780324080000|10.505|10.52|10.495|10.52|12434
PONY|2026-06-01|1780324140000|10.5101|10.56|10.5101|10.56|22731
PONY|2026-06-01|1780324200000|10.555|10.57|10.52|10.54|22303
PONY|2026-06-01|1780324260000|10.55|10.57|10.55|10.555|14105
PONY|2026-06-01|1780324320000|10.56|10.58|10.55|10.58|9403
PONY|2026-06-01|1780324380000|10.58|10.58|10.55|10.555|11378
PONY|2026-06-01|1780324440000|10.555|10.585|10.55|10.585|23179
PONY|2026-06-01|1780324500000|10.585|10.6|10.56|10.58|21861
PONY|2026-06-01|1780324560000|10.57|10.66|10.57|10.6574|83232
PONY|2026-06-01|1780324620000|10.66|10.665|10.625|10.625|22986
PONY|2026-06-01|1780324680000|10.62|10.64|10.605|10.64|43823
PONY|2026-06-01|1780324740000|10.65|10.65|10.59|10.59|18761
PONY|2026-06-01|1780324800000|10.595|10.61|10.575|10.6099|12058
PONY|2026-06-01|1780324860000|10.605|10.645|10.605|10.64|9751
PONY|2026-06-01|1780324920000|10.635|10.64|10.615|10.635|11650
PONY|2026-06-01|1780324980000|10.635|10.64|10.62|10.64|12023
PONY|2026-06-01|1780325040000|10.635|10.655|10.63|10.655|17586
PONY|2026-06-01|1780325100000|10.655|10.69|10.655|10.685|38141
PONY|2026-06-01|1780325160000|10.68|10.68|10.6699|10.67|4702
PONY|2026-06-01|1780325220000|10.66|10.675|10.64|10.675|18528
PONY|2026-06-01|1780325280000|10.6799|10.725|10.67|10.725|17831
PONY|2026-06-01|1780325340000|10.72|10.725|10.71|10.71|20594
PONY|2026-06-01|1780325400000|10.72|10.72|10.7|10.72|15010
PONY|2026-06-01|1780325460000|10.71|10.73|10.69|10.715|16438
PONY|2026-06-01|1780325520000|10.715|10.715|10.655|10.655|7186
PONY|2026-06-01|1780325580000|10.66|10.69|10.66|10.69|10046
PONY|2026-06-01|1780325640000|10.69|10.7|10.6807|10.695|26704
PONY|2026-06-01|1780325700000|10.695|10.7|10.69|10.6921|12553
PONY|2026-06-01|1780325760000|10.69|10.695|10.68|10.68|20210
PONY|2026-06-01|1780325820000|10.685|10.685|10.655|10.68|5658
PONY|2026-06-01|1780325880000|10.68|10.685|10.68|10.685|5938
PONY|2026-06-01|1780325940000|10.685|10.69|10.6807|10.69|7690
PONY|2026-06-01|1780326000000|10.69|10.695|10.685|10.69|6484
PONY|2026-06-01|1780326060000|10.685|10.74|10.685|10.735|46381
PONY|2026-06-01|1780326120000|10.74|10.78|10.7172|10.7172|48627
PONY|2026-06-01|1780326180000|10.72|10.72|10.685|10.685|4367
PONY|2026-06-01|1780326240000|10.69|10.71|10.685|10.71|11426
PONY|2026-06-01|1780326300000|10.715|10.725|10.705|10.725|18665
PONY|2026-06-01|1780326360000|10.74|10.7497|10.73|10.745|10393
PONY|2026-06-01|1780326420000|10.745|10.75|10.74|10.74|10015
PONY|2026-06-01|1780326480000|10.748|10.76|10.72|10.72|8125
PONY|2026-06-01|1780326540000|10.725|10.75|10.725|10.75|24861
PONY|2026-06-01|1780326600000|10.755|10.8|10.75|10.795|31535
PONY|2026-06-01|1780326660000|10.795|10.8|10.76|10.7699|22420
PONY|2026-06-01|1780326720000|10.765|10.77|10.76|10.77|7551
PONY|2026-06-01|1780326780000|10.78|10.78|10.755|10.768|16749
PONY|2026-06-01|1780326840000|10.768|10.77|10.7605|10.7622|7044
PONY|2026-06-01|1780326900000|10.77|10.77|10.75|10.75|16247
PONY|2026-06-01|1780326960000|10.75|10.755|10.73|10.73|8148
PONY|2026-06-01|1780327020000|10.7223|10.7382|10.7223|10.7325|4539
PONY|2026-06-01|1780327080000|10.73|10.7486|10.72|10.745|6731
PONY|2026-06-01|1780327140000|10.745|10.76|10.745|10.76|20893
PONY|2026-06-01|1780327200000|10.76|10.835|10.76|10.835|46582
PONY|2026-06-01|1780327260000|10.83|10.85|10.825|10.835|25610
PONY|2026-06-01|1780327320000|10.835|10.84|10.815|10.83|20720
PONY|2026-06-01|1780327380000|10.835|10.84|10.8107|10.8175|19470
PONY|2026-06-01|1780327440000|10.81|10.81|10.78|10.79|20397
PONY|2026-06-01|1780327500000|10.788|10.789|10.78|10.78|7812
PONY|2026-06-01|1780327560000|10.78|10.78|10.7601|10.765|10861
PONY|2026-06-01|1780327620000|10.77|10.77|10.73|10.74|30161
PONY|2026-06-01|1780327680000|10.735|10.74|10.73|10.735|8912
PONY|2026-06-01|1780327740000|10.74|10.78|10.74|10.7799|8776
PONY|2026-06-01|1780327800000|10.78|10.845|10.78|10.83|36968
PONY|2026-06-01|1780327860000|10.83|10.83|10.81|10.815|8937
PONY|2026-06-01|1780327920000|10.82|10.8294|10.81|10.82|13337
PONY|2026-06-01|1780327980000|10.82|10.82|10.785|10.785|5988
PONY|2026-06-01|1780328040000|10.785|10.79|10.7803|10.7803|11698
PONY|2026-06-01|1780328100000|10.78|10.78|10.765|10.765|14396
PONY|2026-06-01|1780328160000|10.765|10.77|10.765|10.765|3530
PONY|2026-06-01|1780328220000|10.765|10.765|10.76|10.76|3242
PONY|2026-06-01|1780328280000|10.75|10.76|10.742|10.76|2159
PONY|2026-06-01|1780328340000|10.77|10.77|10.755|10.7694|4016
PONY|2026-06-01|1780328400000|10.77|10.78|10.752|10.755|11672
PONY|2026-06-01|1780328460000|10.755|10.77|10.755|10.765|6003
PONY|2026-06-01|1780328520000|10.77|10.78|10.77|10.775|5389
PONY|2026-06-01|1780328580000|10.78|10.79|10.7781|10.7781|6038
PONY|2026-06-01|1780328640000|10.77|10.77|10.755|10.755|3341
PONY|2026-06-01|1780328700000|10.76|10.76|10.7301|10.735|4837
PONY|2026-06-01|1780328760000|10.735|10.74|10.7024|10.705|42496
PONY|2026-06-01|1780328820000|10.7|10.7|10.66|10.66|12344
PONY|2026-06-01|1780328880000|10.665|10.67|10.635|10.655|13974
PONY|2026-06-01|1780328940000|10.652|10.655|10.615|10.635|15127
PONY|2026-06-01|1780329000000|10.6301|10.635|10.6|10.605|18609
PONY|2026-06-01|1780329060000|10.605|10.635|10.605|10.6215|27258
PONY|2026-06-01|1780329120000|10.62|10.6223|10.62|10.6216|1340
PONY|2026-06-01|1780329180000|10.62|10.625|10.6018|10.625|10671
PONY|2026-06-01|1780329240000|10.625|10.625|10.615|10.615|3995
PONY|2026-06-01|1780329300000|10.62|10.62|10.605|10.615|9462
PONY|2026-06-01|1780329360000|10.615|10.62|10.61|10.615|5483
PONY|2026-06-01|1780329420000|10.61|10.62|10.585|10.585|12266
PONY|2026-06-01|1780329480000|10.585|10.59|10.565|10.565|9205
PONY|2026-06-01|1780329540000|10.565|10.595|10.565|10.585|11191
PONY|2026-06-01|1780329600000|10.585|10.6|10.585|10.5898|26595
PONY|2026-06-01|1780329660000|10.5813|10.6|10.5813|10.6|9997
PONY|2026-06-01|1780329720000|10.6|10.605|10.595|10.6|7050
PONY|2026-06-01|1780329780000|10.595|10.595|10.5907|10.5907|2670
PONY|2026-06-01|1780329840000|10.595|10.605|10.5902|10.605|5284
PONY|2026-06-01|1780329900000|10.605|10.63|10.605|10.625|3763
PONY|2026-06-01|1780329960000|10.62|10.625|10.615|10.6194|9796
PONY|2026-06-01|1780330020000|10.615|10.62|10.6102|10.615|9586
PONY|2026-06-01|1780330080000|10.615|10.615|10.6|10.605|7754
PONY|2026-06-01|1780330140000|10.605|10.605|10.595|10.595|5033
PONY|2026-06-01|1780330200000|10.595|10.595|10.56|10.565|10462
PONY|2026-06-01|1780330260000|10.57|10.575|10.5401|10.545|16168
PONY|2026-06-01|1780330320000|10.545|10.545|10.52|10.525|11271
PONY|2026-06-01|1780330380000|10.525|10.53|10.515|10.53|4528
PONY|2026-06-01|1780330440000|10.525|10.5299|10.52|10.525|7428
PONY|2026-06-01|1780330500000|10.53|10.545|10.53|10.54|13580
PONY|2026-06-01|1780330560000|10.545|10.56|10.545|10.545|8266
PONY|2026-06-01|1780330620000|10.545|10.545|10.535|10.535|6020
PONY|2026-06-01|1780330680000|10.54|10.5498|10.535|10.54|14743
PONY|2026-06-01|1780330740000|10.545|10.55|10.545|10.545|4625
PONY|2026-06-01|1780330800000|10.545|10.55|10.535|10.535|6669
PONY|2026-06-01|1780330860000|10.535|10.54|10.535|10.54|3069
PONY|2026-06-01|1780330920000|10.535|10.535|10.525|10.525|4888
PONY|2026-06-01|1780330980000|10.525|10.53|10.52|10.525|3600
PONY|2026-06-01|1780331040000|10.53|10.54|10.525|10.535|5703
PONY|2026-06-01|1780331100000|10.535|10.535|10.52|10.5307|8010
PONY|2026-06-01|1780331160000|10.535|10.535|10.5107|10.515|7249
PONY|2026-06-01|1780331220000|10.515|10.515|10.49|10.505|17288
PONY|2026-06-01|1780331280000|10.505|10.515|10.5|10.505|6472
PONY|2026-06-01|1780331340000|10.505|10.52|10.5|10.515|28546
PONY|2026-06-01|1780331400000|10.512|10.53|10.49|10.495|24109
PONY|2026-06-01|1780331460000|10.5|10.5|10.48|10.495|14406
PONY|2026-06-01|1780331520000|10.495|10.51|10.49|10.495|16145
PONY|2026-06-01|1780331580000|10.5|10.5099|10.5|10.5|2621
PONY|2026-06-01|1780331640000|10.5|10.52|10.5|10.51|7757
PONY|2026-06-01|1780331700000|10.515|10.52|10.51|10.512|2648
PONY|2026-06-01|1780331760000|10.512|10.515|10.5|10.505|4395
PONY|2026-06-01|1780331820000|10.5|10.515|10.49|10.515|8002
PONY|2026-06-01|1780331880000|10.515|10.52|10.51|10.515|2971
PONY|2026-06-01|1780331940000|10.515|10.535|10.515|10.53|8905
PONY|2026-06-01|1780332000000|10.53|10.535|10.525|10.53|3932
PONY|2026-06-01|1780332060000|10.53|10.535|10.525|10.532|3265
PONY|2026-06-01|1780332120000|10.535|10.535|10.53|10.532|2141
PONY|2026-06-01|1780332180000|10.53|10.535|10.525|10.525|6495
PONY|2026-06-01|1780332240000|10.525|10.525|10.51|10.515|14379
PONY|2026-06-01|1780332300000|10.515|10.515|10.49|10.495|11892
PONY|2026-06-01|1780332360000|10.5|10.52|10.5|10.515|8316
PONY|2026-06-01|1780332420000|10.515|10.54|10.51|10.535|12340
PONY|2026-06-01|1780332480000|10.535|10.54|10.53|10.535|6534
PONY|2026-06-01|1780332540000|10.53|10.53|10.525|10.525|4989
PONY|2026-06-01|1780332600000|10.525|10.54|10.525|10.5399|5406
PONY|2026-06-01|1780332660000|10.535|10.55|10.535|10.545|8264
PONY|2026-06-01|1780332720000|10.54|10.545|10.53|10.5391|5342
