ticker|d|t_ms|o|h|l|c|v
ABVX|2026-06-04|1780582920000|97.64|97.89|97.56|97.83|8861
ABVX|2026-06-04|1780582980000|97.98|98.3|97.845|98.3|8880
ABVX|2026-06-04|1780583040000|98.3|98.5|98.225|98.5|6816
ABVX|2026-06-04|1780583100000|98.55|98.6|98.3|98.39|5815
ABVX|2026-06-04|1780583160000|98.43|98.79|98.41|98.79|7466
ABVX|2026-06-04|1780583220000|98.7999|98.8|98.52|98.71|7623
ABVX|2026-06-04|1780583280000|98.645|98.86|98.52|98.85|7845
ABVX|2026-06-04|1780583340000|98.78|98.78|98.44|98.555|7564
ABVX|2026-06-04|1780583400000|98.6466|98.74|98.585|98.63|6425
ABVX|2026-06-04|1780583460000|98.54|98.78|98.54|98.635|2876
ABVX|2026-06-04|1780583520000|98.78|98.78|98.43|98.43|2860
ABVX|2026-06-04|1780583580000|98.395|98.52|98.29|98.36|31996
ABVX|2026-06-04|1780583640000|98.35|98.68|98.16|98.515|12308
ABVX|2026-06-04|1780583700000|98.56|98.56|98.2|98.36|4353
ABVX|2026-06-04|1780583760000|98.36|98.36|98.02|98.09|8171
ABVX|2026-06-04|1780583820000|98.01|98.1|97.902|98|8437
ABVX|2026-06-04|1780583880000|98.02|98.02|97.8225|97.825|3189
ABVX|2026-06-04|1780583940000|97.7|97.95|97.66|97.72|5977
ABVX|2026-06-04|1780584000000|97.74|98|97.61|97.73|14656
ABVX|2026-06-04|1780584060000|97.67|97.7|97.4|97.505|25833
ABVX|2026-06-04|1780584120000|97.51|97.51|96.58|96.87|18653
ABVX|2026-06-04|1780584180000|96.755|97.02|96.36|96.36|15961
ABVX|2026-06-04|1780584240000|96.458|96.8|96.458|96.6937|9727
ABVX|2026-06-04|1780584300000|96.84|97.3999|96.84|96.925|23475
ABVX|2026-06-04|1780584360000|97.04|97.04|96.5|96.5|6183
ABVX|2026-06-04|1780584420000|96.5008|96.68|96.24|96.24|13095
ABVX|2026-06-04|1780584480000|96.01|96.2538|95.6|95.745|12655
ABVX|2026-06-04|1780584540000|95.75|95.85|95.42|95.7924|10726
ABVX|2026-06-04|1780584600000|95.85|95.92|95.6603|95.901|10131
ABVX|2026-06-04|1780584660000|95.825|96.33|95.76|96.04|14389
ABVX|2026-06-04|1780584720000|96.15|96.32|96.11|96.3|5345
ABVX|2026-06-04|1780584780000|96.215|96.32|95.97|95.995|6953
ABVX|2026-06-04|1780584840000|95.97|96.33|95.97|96.33|7682
ABVX|2026-06-04|1780584900000|96.27|97.15|96.22|96.965|11168
ABVX|2026-06-04|1780584960000|97.0107|97.4999|96.965|97.26|7988
ABVX|2026-06-04|1780585020000|97.12|97.37|97.035|97.09|7443
ABVX|2026-06-04|1780585080000|97.175|97.175|96.82|97.065|8787
ABVX|2026-06-04|1780585140000|96.95|97.01|96.33|96.36|43224
ABVX|2026-06-04|1780585200000|96.36|96.67|96.36|96.6|7623
ABVX|2026-06-04|1780585260000|96.7|96.919|96.665|96.795|3147
ABVX|2026-06-04|1780585320000|96.795|97.11|96.795|97.11|4553
ABVX|2026-06-04|1780585380000|97.1878|97.4|97.11|97.335|11427
ABVX|2026-06-04|1780585440000|97.335|97.335|97.03|97.04|6128
ABVX|2026-06-04|1780585500000|97.06|97.06|96.84|96.855|5210
ABVX|2026-06-04|1780585560000|96.78|97.06|96.63|97.06|6895
ABVX|2026-06-04|1780585620000|97.0368|97.04|96.75|96.87|5603
ABVX|2026-06-04|1780585680000|96.95|97.01|96.75|97.01|4520
ABVX|2026-06-04|1780585740000|97.075|97.075|97|97.04|2330
ABVX|2026-06-04|1780585800000|97|97.9|96.92|97.22|20985
ABVX|2026-06-04|1780585860000|97.192|97.192|97.05|97.1|4135
ABVX|2026-06-04|1780585920000|97.08|97.205|97.08|97.2|1968
ABVX|2026-06-04|1780585980000|97.225|97.225|96.888|97.03|8717
ABVX|2026-06-04|1780586040000|97.11|97.11|96.99|96.99|1418
ABVX|2026-06-04|1780586100000|97.09|97.6|97|97.43|12311
ABVX|2026-06-04|1780586160000|97.42|97.4973|97.39|97.405|2322
ABVX|2026-06-04|1780586220000|97.405|97.56|97.38|97.505|3747
ABVX|2026-06-04|1780586280000|97.515|98|97.515|97.9|20166
ABVX|2026-06-04|1780586340000|97.97|98.02|97.6825|97.695|13324
ABVX|2026-06-04|1780586400000|97.6|97.6|97.1|97.18|12915
ABVX|2026-06-04|1780586460000|97.1|97.615|96.99|97.615|16785
ABVX|2026-06-04|1780586520000|97.835|98|97.69|97.78|18211
ABVX|2026-06-04|1780586580000|97.8416|97.925|97.32|97.48|6812
ABVX|2026-06-04|1780586640000|97.46|97.85|97.42|97.85|10659
ABVX|2026-06-04|1780586700000|97.9|97.96|97.8|97.9|8919
ABVX|2026-06-04|1780586760000|97.88|97.91|97.79|97.9|7132
ABVX|2026-06-04|1780586820000|97.91|98|97.13|97.13|43311
ABVX|2026-06-04|1780586880000|97.21|97.47|97.21|97.23|10593
ABVX|2026-06-04|1780586940000|97.36|97.47|97.3|97.3062|2997
ABVX|2026-06-04|1780587000000|97.47|97.85|97.42|97.85|5275
ABVX|2026-06-04|1780587060000|97.56|97.99|97.2902|97.8725|4712
ABVX|2026-06-04|1780587120000|97.75|97.835|97.7|97.74|1838
ABVX|2026-06-04|1780587180000|97.74|97.74|97.55|97.7|8330
ABVX|2026-06-04|1780587240000|97.705|98|97.7|97.97|33266
ABVX|2026-06-04|1780587300000|97.9|97.9|97.35|97.35|6961
ABVX|2026-06-04|1780587360000|97.35|97.87|97.35|97.87|6279
ABVX|2026-06-04|1780587420000|97.85|97.99|97.715|97.855|18879
ABVX|2026-06-04|1780587480000|97.9923|98.2927|97.8475|97.95|115340
ABVX|2026-06-04|1780587540000|98.04|98.31|97.78|97.78|6185
ABVX|2026-06-04|1780587600000|97.59|97.77|97.56|97.56|2319
ABVX|2026-06-04|1780587660000|97.39|97.39|97.1356|97.1356|6695
ABVX|2026-06-04|1780587720000|97.3|97.32|97.1349|97.32|3401
ABVX|2026-06-04|1780587780000|97.425|97.4899|97.36|97.4275|3141
ABVX|2026-06-04|1780587840000|97.365|97.49|97.365|97.47|1583
ABVX|2026-06-04|1780587900000|97.47|97.52|97.36|97.485|2861
ABVX|2026-06-04|1780587960000|97.485|97.64|97.485|97.64|1031
ABVX|2026-06-04|1780588020000|97.485|97.49|96.64|96.725|9066
ABVX|2026-06-04|1780588080000|96.725|96.725|96.575|96.575|1177
ABVX|2026-06-04|1780588140000|96.5775|96.6|96.345|96.425|6832
ABVX|2026-06-04|1780588200000|96.405|97.2699|96.3|96.3|5359
ABVX|2026-06-04|1780588260000|96.76|97.29|96.725|97.065|3903
ABVX|2026-06-04|1780588320000|97.24|97.38|97.09|97.24|1956
ABVX|2026-06-04|1780588380000|97.37|97.405|97.3|97.3|1226
ABVX|2026-06-04|1780588440000|97.3|97.3|97.09|97.09|7171
ABVX|2026-06-04|1780588500000|97.155|97.17|97.14|97.17|2018
ABVX|2026-06-04|1780588560000|96.98|97.16|96.98|97.04|2124
ABVX|2026-06-04|1780588620000|97.04|97.18|96.94|97.17|5244
ABVX|2026-06-04|1780588680000|97.17|97.17|96.95|96.95|1035
ABVX|2026-06-04|1780588740000|96.935|97.045|96.935|97.045|1172
ABVX|2026-06-04|1780588800000|97.045|97.14|97.045|97.07|1457
ABVX|2026-06-04|1780588860000|97.045|97.195|97.045|97.155|4135
ABVX|2026-06-04|1780588920000|97.155|97.2355|97.155|97.155|1204
ABVX|2026-06-04|1780588980000|97.09|97.155|96.95|97.02|4540
ABVX|2026-06-04|1780589040000|97.1036|97.1036|97.02|97.04|1136
ABVX|2026-06-04|1780589100000|97.04|97.04|97.04|97.04|403
ABVX|2026-06-04|1780589160000|97.095|97.31|97.08|97.08|6970
ABVX|2026-06-04|1780589220000|97.2|97.2|96.7|96.7|3312
ABVX|2026-06-04|1780589280000|96.8001|96.895|96.8001|96.895|741
ABVX|2026-06-04|1780589340000|96.895|97|96.895|96.92|2968
ABVX|2026-06-04|1780589400000|96.85|96.85|96.4783|96.57|2935
ABVX|2026-06-04|1780589460000|96.49|96.7799|96.3685|96.59|13086
ABVX|2026-06-04|1780589520000|96.5|96.5|96.425|96.425|708
ABVX|2026-06-04|1780589580000|96.59|96.59|96.44|96.4689|3723
ABVX|2026-06-04|1780589640000|96.455|96.6234|96.4|96.425|9022
ABVX|2026-06-04|1780589700000|96.355|96.555|96.17|96.44|13415
ABVX|2026-06-04|1780589760000|96.555|96.555|96.3401|96.3401|1459
ABVX|2026-06-04|1780589820000|96.43|96.68|96.43|96.545|5823
ABVX|2026-06-04|1780589880000|96.475|96.58|96.475|96.58|3451
ABVX|2026-06-04|1780589940000|96.59|96.71|96.5|96.69|1316
ABVX|2026-06-04|1780590000000|96.75|96.75|96.62|96.65|1788
ABVX|2026-06-04|1780590060000|96.6|96.6|96.54|96.54|3516
ABVX|2026-06-04|1780590120000|96.505|96.71|96.505|96.645|4895
ABVX|2026-06-04|1780590180000|96.645|96.645|96.645|96.645|518
ABVX|2026-06-04|1780590240000|96.645|97.155|96.645|97.155|3236
ABVX|2026-06-04|1780590300000|97.06|97.16|97.06|97.1|1499
ABVX|2026-06-04|1780590360000|97.15|97.16|97.11|97.15|2116
ABVX|2026-06-04|1780590420000|97.125|97.2|97.125|97.2|1260
ABVX|2026-06-04|1780590480000|97.265|97.265|97.265|97.265|582
ABVX|2026-06-04|1780590540000|97.36|97.36|97.285|97.29|1997
ABVX|2026-06-04|1780590600000|97.29|97.29|97.14|97.14|1949
ABVX|2026-06-04|1780590660000|97.27|97.27|97.14|97.14|1849
ABVX|2026-06-04|1780590720000|97.06|97.14|97.06|97.14|1772
ABVX|2026-06-04|1780590780000|97.1875|97.1875|97.1|97.135|1688
ABVX|2026-06-04|1780590840000|97|97.135|96.795|96.795|3396
ABVX|2026-06-04|1780590900000|96.63|96.63|96.39|96.445|3969
ABVX|2026-06-04|1780590960000|96.445|96.445|96.445|96.445|482
ABVX|2026-06-04|1780591020000|96.435|96.435|96.4|96.4|650
ABVX|2026-06-04|1780591080000|96.49|96.49|96.43|96.46|1621
ABVX|2026-06-04|1780591140000|96.47|96.47|96.4|96.46|1803
ABVX|2026-06-04|1780591200000|96.46|96.5425|96.46|96.5425|2233
ABVX|2026-06-04|1780591260000|96.515|96.59|96.49|96.49|4295
ABVX|2026-06-04|1780591320000|96.495|96.5|96.39|96.495|3125
ABVX|2026-06-04|1780591380000|96.485|96.8|96.4424|96.705|3609
ABVX|2026-06-04|1780591440000|96.8|96.835|96.8|96.805|1819
ABVX|2026-06-04|1780591500000|96.795|96.795|96.675|96.675|2979
ABVX|2026-06-04|1780591560000|96.5725|96.5725|96.5725|96.5725|786
ABVX|2026-06-04|1780591620000|96.675|96.675|96.675|96.675|278
ABVX|2026-06-04|1780591680000|96.675|96.675|96.425|96.63|3410
ABVX|2026-06-04|1780591740000|96.5|96.5|96.5|96.5|602
ABVX|2026-06-04|1780591800000|96.5|96.5|96.4|96.4|1476
ABVX|2026-06-04|1780591860000|96.49|96.61|96.49|96.55|5365
ABVX|2026-06-04|1780591920000|96.54|96.54|96.44|96.5|5836
ABVX|2026-06-04|1780591980000|96.53|96.53|96.4|96.49|3152
ABVX|2026-06-04|1780592040000|96.49|96.49|96.49|96.49|346
ABVX|2026-06-04|1780592100000|96.54|96.5966|96.51|96.51|3067
ABVX|2026-06-04|1780592160000|96.58|96.61|96.39|96.405|3921
ABVX|2026-06-04|1780592220000|96.4|96.4|96.4|96.4|1422
ABVX|2026-06-04|1780592280000|96.46|96.53|96.46|96.505|3183
ABVX|2026-06-04|1780592340000|96.525|96.62|96.525|96.55|4215
ABVX|2026-06-04|1780592400000|96.5|96.5|96.5|96.5|825
ABVX|2026-06-04|1780592460000|96.44|96.44|96.44|96.44|1257
ABVX|2026-06-04|1780592520000|96.44|96.44|96.225|96.225|7444
ABVX|2026-06-04|1780592580000|96.27|96.29|96.22|96.29|655
ABVX|2026-06-04|1780592640000|96.215|96.23|95.74|95.805|34151
ABVX|2026-06-04|1780592700000|95.93|95.93|95.775|95.79|2007
ABVX|2026-06-04|1780592760000|95.775|95.775|95.758|95.77|1559
ABVX|2026-06-04|1780592820000|95.8879|95.93|95.6689|95.8|3358
ABVX|2026-06-04|1780592880000|95.75|96.03|95.7|96.03|8879
ABVX|2026-06-04|1780592940000|95.9741|96.43|95.9741|96.295|2925
ABVX|2026-06-04|1780593000000|96.4017|96.4017|96.4017|96.4017|562
ABVX|2026-06-04|1780593060000|96.37|96.37|96.3256|96.37|1675
ABVX|2026-06-04|1780593120000|96.44|96.46|96.3426|96.3426|958
ABVX|2026-06-04|1780593180000|96.34|96.34|96.15|96.32|8123
ABVX|2026-06-04|1780593240000|96.19|96.19|96.0016|96.17|5444
ABVX|2026-06-04|1780593300000|96.16|96.2|96.16|96.2|1364
ABVX|2026-06-04|1780593360000|96.235|96.235|96.235|96.235|441
ABVX|2026-06-04|1780593420000|96.18|96.18|96|96|4577
ABVX|2026-06-04|1780593480000|95.825|95.99|95.825|95.92|2428
ABVX|2026-06-04|1780593540000|95.98|96|95.8669|95.8863|2867
ABVX|2026-06-04|1780593600000|95.92|95.92|95.88|95.92|1174
ABVX|2026-06-04|1780593660000|95.905|95.905|95.75|95.75|6422
ABVX|2026-06-04|1780593720000|95.7163|95.765|95.6528|95.76|2310
ABVX|2026-06-04|1780593780000|95.67|96.01|95.29|95.85|23731
ABVX|2026-06-04|1780593840000|95.5051|96|95.5051|95.9|6845
ABVX|2026-06-04|1780593900000|95.9873|95.9873|95.79|95.9|3301
ABVX|2026-06-04|1780593960000|95.9|95.9|95.78|95.805|4770
ABVX|2026-06-04|1780594020000|95.83|95.83|95.83|95.83|607
ABVX|2026-06-04|1780594080000|95.805|95.805|95.805|95.805|1106
ABVX|2026-06-04|1780594140000|95.805|95.86|95.805|95.86|928
ABVX|2026-06-04|1780594200000|95.855|96.05|95.855|95.95|12652
ABVX|2026-06-04|1780594260000|95.965|95.97|95.89|95.97|3262
ABVX|2026-06-04|1780594320000|96|96.16|96|96.06|5195
ABVX|2026-06-04|1780594380000|96.16|96.2|96.155|96.155|2354
ABVX|2026-06-04|1780594440000|96.26|96.26|96.26|96.26|1440
ABVX|2026-06-04|1780594500000|96.26|96.26|96.075|96.075|3883
ABVX|2026-06-04|1780594560000|96.0179|96.07|95.835|95.835|2699
ABVX|2026-06-04|1780594620000|95.86|96.1775|95.855|96.1|3289
ABVX|2026-06-04|1780594680000|96.165|96.255|96.01|96.01|3158
ABVX|2026-06-04|1780594740000|96.155|96.3201|96.155|96.3201|1948
ABVX|2026-06-04|1780594800000|96.3|96.3|96.29|96.29|1880
ABVX|2026-06-04|1780594860000|96.175|96.42|96.145|96.34|9438
ABVX|2026-06-04|1780594920000|96.49|96.84|96.49|96.75|3526
ABVX|2026-06-04|1780594980000|96.605|96.605|96.54|96.54|907
ABVX|2026-06-04|1780595040000|96.585|96.95|96.585|96.75|12518
ABVX|2026-06-04|1780595100000|96.8|96.84|96.8|96.84|1034
ABVX|2026-06-04|1780595160000|96.78|97|96.78|97|6150
ABVX|2026-06-04|1780595220000|96.99|97.1|96.745|97.1|13836
ABVX|2026-06-04|1780595280000|97.095|97.095|96.75|96.84|3142
ABVX|2026-06-04|1780595340000|96.88|97.045|96.88|97.03|2487
ABVX|2026-06-04|1780595400000|97.11|97.11|96.82|96.9|5987
ABVX|2026-06-04|1780595460000|97|97|96.94|96.94|1758
ABVX|2026-06-04|1780595520000|97.02|97.39|97.02|97.3823|5366
ABVX|2026-06-04|1780595580000|97.31|97.38|97.26|97.26|953
ABVX|2026-06-04|1780595640000|97.305|97.305|97.305|97.305|1517
ABVX|2026-06-04|1780595700000|97.305|97.305|97.305|97.305|495
ABVX|2026-06-04|1780595760000|97.3175|97.3175|97.305|97.305|702
ABVX|2026-06-04|1780595820000|97.3878|97.47|97.35|97.47|2646
ABVX|2026-06-04|1780595880000|97.28|97.28|97.28|97.28|249
ABVX|2026-06-04|1780595940000|97.375|97.47|97.375|97.41|2642
ABVX|2026-06-04|1780596000000|97.49|98.2|97.361|97.99|14151
ABVX|2026-06-04|1780596060000|97.99|98.22|97.91|98.22|2745
ABVX|2026-06-04|1780596120000|98.22|99.19|98.22|99.19|14914
ABVX|2026-06-04|1780596180000|99.09|99.4599|99.05|99.4599|14816
ABVX|2026-06-04|1780596240000|99.24|99.6899|99.24|99.305|13752
ABVX|2026-06-04|1780596300000|99.305|99.305|99.2488|99.295|2772
ABVX|2026-06-04|1780596360000|99.21|99.21|98.965|98.965|4508
ABVX|2026-06-04|1780596420000|98.9725|99.25|98.965|99.105|11117
ABVX|2026-06-04|1780596540000|99.02|99.25|98.975|98.975|35510
