ticker|alert_date|source|skip_category|skip_reason|ep_score|gap_pct|catalyst_quality|open_d0|close_d0|ret_1d|ret_5d|ret_20d|max_high_5d|max_high_20d|refreshed_et
MAKO|2026-05-22|scan_filter|pm_rvol_low|pre-mkt volume 4,153 < 25,000 shares||27.17||8.55|8.11|0.008187134502923802|-0.005847953216374352||0.03976608187134501|0.03976608187134501|2026-06-18 17:04:04
NAKA|2026-05-22|scan_filter|extension_gate|already up 4095% in prior 5 days (extended)||12.92||5.96|7.23|-0.07885906040268452|-0.12248322147650999||0.273489932885906|0.273489932885906|2026-06-18 17:04:04
QBTS|2026-05-22|scan_filter|outside_top20|outside top-20 gap cap (gap 10.1%)||10.1||26.34|29.4|0.05618830675778286|0.10782080485952923||0.19779802581624908|0.19779802581624908|2026-06-18 17:04:04
QUBT|2026-05-22|scan_filter|outside_top20|outside top-20 gap cap (gap 10.1%)||10.08||11.615|12.31|0.005596211795092509|0.06672406371071893||0.15281962978906588|0.15281962978906588|2026-06-18 17:04:04
RELL|2026-05-22|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $268M < $500M||11.29||19.15|17.55|-0.06788511749347244|-0.12323759791122714||0.02193211488250662|0.02193211488250662|2026-06-18 17:04:04
RGTI|2026-05-22|scan_filter|ma_filter|M&A/buyout catalyst — no momentum trade||13.54||22.96|26.42|0.09168118466898956|0.1162891986062717||0.21014808362369333|0.22212543554006958|2026-06-18 17:04:04
SG|2026-05-22|scan_filter|score_below_50|score 12 < 50 (catalyst=routine)|12|12.03|routine|9.92|9.78|-0.06653225806451614|-0.03528225806451609||0.07157258064516138|0.07157258064516138|2026-06-18 17:04:04
SG|2026-05-22|high_unentered|high_unentered||54|10.467706013363024|strong|9.92|9.78|-0.06653225806451614|-0.03528225806451609||0.07157258064516138|0.07157258064516138|2026-06-11 17:04:16
SLMT|2026-05-22|scan_filter|adv_low|quality filter: filter:adv_too_low: $470,741||14.59||6.02|6.01|0.024916943521594744|0.0598006644518273||0.14285714285714293|0.15448504983388717|2026-06-18 17:04:04
SMX|2026-05-22|scan_filter|atr_high|quality filter: filter:atr_too_high: 71.2% > 15.0%||14.42||18.2572|17.7316|0.10763424840610825|-0.05023771443594861||0.18898297657910296|0.18898297657910296|2026-06-18 17:04:04
TTMI|2026-05-22|scan_filter|cooldown|EP cooldown — alerted within last 60 days||10.23||188.33|189.92|0.045770721605692004|-0.08437317474645577||0.06557638188286515|0.15722402166410016|2026-06-18 17:04:04
UP|2026-05-22|scan_filter|outside_top20|outside top-20 gap cap (gap 10.4%)||10.41||8.24|9.11|0.05097087378640776|0.19538834951456302||0.2100970873786407|0.2100970873786407|2026-06-18 17:04:04
WDAY|2026-05-22|scan_filter|score_below_50|score 43 < 50 (catalyst=routine)|43.2|10.12|routine|128.74|128.14|-0.03666304178965366|0.2212987416498367||0.23225104862513574|0.23225104862513574|2026-06-18 17:04:04
WOLF|2026-05-22|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.72x (today 1,047,945 / baseline 1,462,060 n=23) < 1.0x||11.67||71.5|69.89|0.027972027972027972|-0.2594405594405594||0.13034965034965026|0.13034965034965026|2026-06-18 17:04:04
WW|2026-05-22|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $126M < $500M||25.87||11.32|12.79|0.22261484098939924|0.48233215547703184||0.558303886925795|0.8012367491166078|2026-06-18 17:04:04
WW|2026-05-22|high_unentered|high_unentered||50.4|12.19028741328048|routine|11.32|12.79|0.22261484098939924|0.48233215547703184||0.558303886925795|0.7579505300353355|2026-06-11 17:04:16
XNDU|2026-05-22|scan_filter|outside_top20|outside top-20 gap cap (gap 10.7%)||10.66||14.83|15.18|0.20296695886716115|0.08563722184760629||0.30410654079568444|0.30410654079568444|2026-06-18 17:04:04
ZM|2026-05-22|scan_filter|score_below_50|score 46 < 50 (catalyst=routine)|46.1|15.13|routine|108.5|105.64|-0.07751152073732716|0.028755760368663636||0.05751152073732714|0.05751152073732714|2026-06-18 17:04:04
ACMR|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 11.3%)||11.31||79.61|86.46|0.11342796131139306|0.15462881547544283|0.27622158020349197|0.18341414395176492|0.39944730561487246|2026-06-25 17:05:14
AGPU|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 10.1%)||10.11||5.47|6.92|0.19378427787934197|0.6014625228519196|0.18281535648994515|0.6453382084095065|0.6453382084095065|2026-06-25 17:05:14
APP|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 10.7%)||10.68||516.07|514.24|0.10029647140891737|0.17354234890615602|-0.09903695235142532|0.20526285193869037|0.20526285193869037|2026-06-25 17:05:14
APPX|2026-05-26|high_unentered|high_unentered||44.4|14.51398135818909|routine|43|42.49|0.19604651162790698|0.3504651162790698||0.4186046511627907|0.4186046511627907|2026-06-11 17:04:16
ASPI|2026-05-26|high_unentered|high_unentered||66|14.954954954954957|strong|6.38|6.93|0.04545454545454546|0.30564263322884017||0.3385579937304074|0.3385579937304074|2026-06-11 17:04:16
ASPI|2026-05-26|scan_filter|duplicate_scan|already scored earlier today||23.78||6.38|6.93|0.04545454545454546|0.30564263322884017|0.10658307210031344|0.3385579937304074|0.3385579937304074|2026-06-25 17:05:14
ASPI|2026-05-26|moderate_alert|moderate_tier||54|10.63|strong|6.38|6.93|0.04545454545454546|0.30564263322884017|0.10658307210031344|0.3385579937304074|0.3385579937304074|2026-06-25 17:05:14
ASTS|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 10.5%)||10.52||112.595|119.7|0.15102802078245034|0.04951374394955373|-0.3959767307606909|0.18886184999333905|0.18886184999333905|2026-06-25 17:05:14
ASX|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 10.3%)||10.28||38.1|38.95|0.025459317585301806|0.030446194225721694|0.08503937007874021|0.07874015748031496|0.1671916010498687|2026-06-25 17:05:14
BB|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 10.4%)||10.37||8.51|8.42|0.01880141010575795|0.21269095182138667|0.012925969447708512|0.21386603995299652|0.2837837837837839|2026-06-25 17:05:14
BTGO|2026-05-26|scan_filter|duplicate_scan|already scored earlier today||11.11||7.54|5.97|-0.17771883289124665|-0.22679045092838196|-0.33156498673740054|0.00795755968169756|0.00795755968169756|2026-06-25 17:05:14
BTGO|2026-05-26|moderate_alert|moderate_tier||50.4|15.87|routine|7.54|5.97|-0.17771883289124665|-0.22679045092838196|-0.33156498673740054|0.00795755968169756|0.00795755968169756|2026-06-25 17:05:14
CCOI|2026-05-26|high_unentered|high_unentered||68.4|10.958149779735674|strong|20.15|19.96|0.07295285359801501|-0.13647642679900746||0.07791563275434245|0.07791563275434245|2026-06-11 17:04:16
CCOI|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 11.7%)||11.65||20.15|19.96|0.07295285359801501|-0.13647642679900746|-0.3290322580645161|0.07791563275434245|0.07791563275434245|2026-06-25 17:05:14
CLFD|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 10.6%)||10.56||47.06|47.04|0.08924776880577977|0.02401189970250734|-0.2146196345091373|0.12048448788780268|0.12048448788780268|2026-06-25 17:05:14
COAG|2026-05-26|scan_filter|session_rvol_low|filter:session_rvol_too_low: session_rvol=0.06x (today 609 / baseline 9,461 n=13) < 1.0x||29.12||26.75|27.84|0.06915887850467295|0.026915887850467248|0.07495327102803735|0.12859439252336455|0.1955140186915888|2026-06-25 17:05:14
CODX|2026-05-26|scan_filter|extension_gate|already up 270% in prior 5 days (extended)||35.9||6.87|9.11|0.06259097525473067|-0.09461426491994182|-0.48034934497816595|0.9708879184861716|0.9708879184861716|2026-06-25 17:05:14
CPSH|2026-05-26|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $108M < $500M||27.67||7.07|11.12|0.6393210749646392|0.3069306930693069|-0.2376237623762377|1.0353606789250354|1.0353606789250354|2026-06-25 17:05:14
CRBP|2026-05-26|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $210M < $500M||12.78||9.75|7.91|-0.1979487179487179|-0.22666666666666666|-0.16153846153846146|0.02564102564102564|0.02564102564102564|2026-06-25 17:05:14
DXYZ|2026-05-26|scan_filter|catalyst_downgrade|routine catalyst, gap 10.6%||10.56||71.88|60.21|-0.25876460767946574|-0.3429326655537006|-0.6437117417918753|0.013772954924874918|0.013772954924874918|2026-06-25 17:05:14
ENLT|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 11.5%)||11.48||100.74|103.56|0.01747071669644635|0.037919396466150564|-0.09519555290847717|0.07851895969823319|0.07851895969823319|2026-06-25 17:05:14
ESLT|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 10.2%)||10.17||857.49|852.41|-0.03344645418605472|-0.009726060945317184|-0.12430465661407133|0.05211722585686124|0.06882879100630909|2026-06-25 17:05:14
ESLT|2026-05-26|high_unentered|high_unentered||50.4|11.678518402750639|strong|857.49|852.41|-0.03344645418605472|-0.009726060945317184||0.05211722585686124|0.06882879100630909|2026-06-11 17:04:16
FJET|2026-05-26|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $318M < $500M||10.56||7.94|6.44|-0.16372795969773307|0.08942065491183879|-0.47355163727959704|0.22794710327455917|0.32870277078085625|2026-06-25 17:05:14
FLY|2026-05-26|scan_filter|score_below_50|score 22 < 50 (catalyst=strong)|21.6|13.17|strong|53.29|58.81|0.07487333458434982|-0.18615124788890977|-0.5312441358603865|0.16663539125539506|0.16663539125539506|2026-06-25 17:05:14
FUTU|2026-05-26|moderate_alert|moderate_tier||51.6|15.53|routine|97.905|107.7|0.1257851999387161|0.04151984066186607|0.004034523262346111|0.2032071906439916|0.2032071906439916|2026-06-25 17:05:14
GILT|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 11.3%)||11.32||16.908|17.82|0.030872959545777054|-0.039507925242488924|-0.28554530399810746|0.08705346581499869|0.08705346581499869|2026-06-25 17:05:14
HLIT|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 10.7%)||10.67||17.195|16.9|-0.004943297470194874|-0.09392265193370167|-0.15440535039255604|0.028205873800523376|0.028205873800523376|2026-06-25 17:05:14
HYLN|2026-05-26|scan_filter|score_below_50|score 12 < 50 (catalyst=routine)|12|18.89|routine|6.16|6.6|0.12662337662337667|0.10227272727272725|-0.20129870129870134|0.1996753246753246|0.3782467532467533|2026-06-25 17:05:14
IPWR|2026-05-26|high_unentered|high_unentered||48|13.438045375218142|routine|6.5|6.92|0.3830769230769231|0.17538461538461533||0.4307692307692309|0.4307692307692309|2026-06-11 17:04:16
IPWR|2026-05-26|scan_filter|atr_high|quality filter: filter:atr_too_high: 19.2% > 15.0%||22.16||6.5|6.92|0.3830769230769231|0.17538461538461533|-0.1907692307692308|0.4307692307692309|0.4307692307692309|2026-06-25 17:05:14
IRDM|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 10.2%)||10.16||51.64|50.16|-0.004841208365608056|-0.03950426026336172|-0.1812548412083656|0.011812548412083644|0.042407048799380356|2026-06-25 17:05:14
JOYY|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 12.3%)||12.35||60.87|64.09|0.07524231969771654|0.12879908000657134|0.08279940857565302|0.13652045342533284|0.14884179398718597|2026-06-25 17:05:14
JOYY|2026-05-26|high_unentered|high_unentered||54|11.852260198456442|strong|60.87|64.09|0.07524231969771654|0.12879908000657134||0.13652045342533284|0.13652045342533284|2026-06-11 17:04:16
JTAI|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 10.1%)||10.08||7.45|7.85|0.1355704697986578|0.14765100671140946|-0.06577181208053694|0.2751677852348993|0.2751677852348993|2026-06-25 17:05:14
LFVN|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 10.5%)||10.52||5.83|6.93|0.38078902229845635|0.47855917667238407|0.06861063464837056|1.0085763293310464|1.0085763293310464|2026-06-25 17:05:14
LPTH|2026-05-26|scan_filter|catalyst_downgrade|routine catalyst, gap 11.2%||11.15||18.01|16.24|-0.022209883398112275|-0.10716268739589134|-0.2781787895613549|0.051637978900610754|0.051637978900610754|2026-06-25 17:05:14
LUNL|2026-05-26|high_unentered|high_unentered||60|20.781171757636464|routine|48.24|32.96|-0.10572139303482589|-0.17475124378109452||0.17495854063018237|0.17495854063018237|2026-06-11 17:04:16
LUNR|2026-05-26|scan_filter|score_below_50|score 22 < 50 (catalyst=strong)|21.6|14.76|strong|42.22|34.86|-0.04452865940312637|-0.06276646139270485|-0.5468972051160588|0.1072951207958314|0.1072951207958314|2026-06-25 17:05:14
LUNR|2026-05-26|high_unentered|high_unentered||39.6|10.350235232618926|routine|42.22|34.86|-0.04452865940312637|-0.06276646139270485||0.1072951207958314|0.1072951207958314|2026-06-11 17:04:16
MDA|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 10.2%)||10.18||44.6|44.79|0.04103139013452911|-0.03856502242152464|-0.1569506726457399|0.10695067264573982|0.10695067264573982|2026-06-25 17:05:14
MNTS|2026-05-26|high_unentered|high_unentered||72|75.60975609756099|routine|12.96|15.48|0.5046296296296295|0.08641975308641969||0.7129629629629628|0.7129629629629628|2026-06-11 17:04:16
MNTS|2026-05-26|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $74M < $500M||71.14||12.96|15.48|0.5046296296296295|0.08641975308641969|-0.3981481481481482|0.7129629629629628|0.7129629629629628|2026-06-25 17:05:14
MOD|2026-05-26|scan_filter|score_below_50|score 46 < 50 (catalyst=routine)|46.1|18.99|routine|306.97|295.88|-0.08808678372479402|-0.00026061178616816274|-0.09860898459132826|0.0530344984851939|0.0530344984851939|2026-06-25 17:05:14
MOD|2026-05-26|high_unentered|high_unentered||96|17.829725165054526|game_changer|306.97|295.88|-0.08808678372479402|-0.00026061178616816274||0.0530344984851939|0.0530344984851939|2026-06-11 17:04:16
MRVL|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 10.2%)||10.22||211.24|208.26|-0.05936375686423035|0.37658587388752135|0.3098844915735655|0.3790001893580761|0.5616360537776935|2026-06-25 17:05:14
MU|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 11.2%)||11.23||820.5|895.88|0.1315173674588665|0.2968921389396708|0.2778915295551493|0.312078001218769|0.4790493601462522|2026-06-25 17:05:14
MX|2026-05-26|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $233M < $500M||13.22||5.9|6.38|0.00847457627118641|0.41355932203389817|-0.17627118644067796|0.6567796610169491|0.671186440677966|2026-06-25 17:05:14
NNE|2026-05-26|scan_filter|duplicate_scan|already scored earlier today||17.27||29.07|29.07|-0.05882352941176473|0.05159958720330237|-0.20364637082903342|0.08668730650154798|0.08668730650154798|2026-06-25 17:05:14
NNE|2026-05-26|moderate_alert|moderate_tier||50.4|13.15|routine|29.07|29.07|-0.05882352941176473|0.05159958720330237|-0.20364637082903342|0.08668730650154798|0.08668730650154798|2026-06-25 17:05:14
NVTS|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 10.6%)||10.58||31.355|31.79|-0.07893477914208265|-0.1752511561154521|-0.4157231701483017|0.07861585074150852|0.08977834476160106|2026-06-25 17:05:14
OKLO|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 10.7%)||10.69||71.87|68.7|-0.056351746208432044|0.022262418255182888|-0.24780854320300544|0.027688882704883747|0.027688882704883747|2026-06-25 17:05:14
OKLO|2026-05-26|moderate_alert|moderate_tier||64.8|11.68|strong|71.87|68.7|-0.056351746208432044|0.022262418255182888|-0.24780854320300544|0.027688882704883747|0.027688882704883747|2026-06-25 17:05:14
PONY|2026-05-26|high_unentered|stop_too_wide|setup:stop_too_wide: ORB range $0.74 (7.6%) > 1.5x ATR $0.73|64.8|12.66|strong|10.3|9.34|-0.05436893203883499|0.05145631067961159|-0.30000000000000004|0.09514563106796103|0.09514563106796103|2026-06-25 17:05:14
PONY|2026-05-26|scan_filter|duplicate_scan|already scored earlier today||15.58||10.3|9.34|-0.05436893203883499|0.05145631067961159|-0.30000000000000004|0.09514563106796103|0.09514563106796103|2026-06-25 17:05:14
POWI|2026-05-26|high_unentered|window_missed|window:out_of_orb: detected 09:52 ET|84|17.52|strong|79.235|84.09|0.09673755284911979|0.06253549567741526|0.03312929892093141|0.12324099198586484|0.15073641698744247|2026-06-25 17:05:14
PRCH|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 10.0%)||10.04||9.72|10.21|0.04629629629629622|0.12139917695473247|0.3528806584362139|0.15329218106995887|0.3539094650205761|2026-06-25 17:05:14
PSIX|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 11.1%)||11.1||40.08|42.99|0.06886227544910192|0.012724550898203721|-0.0409181636726547|0.10429141716566866|0.10429141716566866|2026-06-25 17:05:14
PURR|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 12.6%)||12.58||8.37|8.45|-0.0011947431302269758|0.3106332138590205|-0.056152927120668925|0.3882915173237754|0.3882915173237754|2026-06-25 17:05:14
QNTM|2026-05-26|high_unentered|high_unentered||54|13.74458874458874|routine|10.51|7.05|-0.2730732635585157|-0.5137963843958134||0.028534728829686103|0.028534728829686103|2026-06-11 17:04:16
QNTM|2026-05-26|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $59M < $500M||19.05||10.51|7.05|-0.2730732635585157|-0.5137963843958134|-0.6279733587059942|0.028534728829686103|0.028534728829686103|2026-06-25 17:05:14
QTI|2026-05-26|scan_filter|adv_low|quality filter: filter:adv_too_low: $305,869||13.32||5.12|4.95|-0.027343749999999938|-0.13281249999999994|-0.2607421875|0.04296874999999995|0.04296874999999995|2026-06-25 17:05:14
QUIK|2026-05-26|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $356M < $500M||12.61||22.61|22.75|-0.0037593984962406395|-0.03582485625829274|-0.2158337019018133|0.05263157894736848|0.0760725342768686|2026-06-25 17:05:14
RDWU|2026-05-26|high_unentered|high_unentered||56.4|26.68621700879766|routine|34.56|41.48|0.40769675925925913|-0.011574074074074238||0.7155671296296295|0.7155671296296295|2026-06-11 17:04:16
RNAC|2026-05-26|scan_filter|mcap_low|quality filter: filter:mcap_too_small: $198M < $500M||16.44||6.87|6.45|0.008733624454148414|-0.06695778748180495|0.40320232896652114|0.1091703056768559|0.601164483260553|2026-06-25 17:05:14
SMR|2026-05-26|scan_filter|outside_top20|outside top-20 gap cap (gap 10.4%)||10.44||11.985|12.22|0.0070921985815603555|0.1639549436795995|-0.14810179390905287|0.19315811430955374|0.19315811430955374|2026-06-25 17:05:14
SOFX|2026-05-26|high_unentered|high_unentered||44.4|10.18181818181818|routine|9.09|8.62|-0.029702970297029656|0.1518151815181519||0.2948184818481848|0.2948184818481848|2026-06-11 17:04:16
SPIR|2026-05-26|scan_filter|score_below_50|score 29 < 50 (catalyst=strong)|28.8|11.06|strong|22.425|23.75|0.136231884057971|-0.04793756967670008|-0.23612040133779272|0.156298773690078|0.156298773690078|2026-06-25 17:05:14
STFS|2026-05-26|scan_filter|adv_low|quality filter: filter:adv_too_low: $770,048||16.8||8.61|9.32|0.06271777003484331|0.1387921022067364|0.5499419279907086|0.33565621370499427|0.6035307781649246|2026-06-25 17:05:14
