MRAM|2026-04-14|scan_filter|outside top-20 gap cap (gap 8.0%)|outside_top20||8.01|0.05||11.78|11.6|0.00254668930390502|0.06536502546689316|2.7359932088285226|0.10441426146010191|2.7920203735144313|2026-05-14 21:02:33.637285+00
MRVU|2026-04-14|scan_filter|outside top-20 gap cap (gap 8.7%)|outside_top20||11.01|0.12||62.43|60.28|-0.023226013134710923|0.22377062309786971|0.40589460195418864|0.28063431042767906|0.6119654012493995|2026-05-14 21:02:33.637285+00
MST|2026-04-14|scan_filter|outside top-20 gap cap (gap 9.6%)|outside_top20||8.77|0.09||23.4|23.2256|0.05435897435897445|0.3153846153846155|0.5067179487179487|0.4444444444444444|0.6880341880341881|2026-05-14 21:02:33.637285+00
MSTX|2026-04-14|scan_filter|outside top-20 gap cap (gap 11.9%)|outside_top20||10.46|0.12||23.34|23.16|0.07840616966580985|0.3800342759211654|0.6713796058269065|0.5381319622964866|0.9121679520137105|2026-05-14 21:02:33.637285+00
MVLL|2026-04-14|scan_filter|outside top-20 gap cap (gap 8.4%)|outside_top20||11.45|0.36||48|46.29|-0.02666666666666669|0.2197916666666666|0.4020833333333333|0.278125|0.6137499999999999|2026-05-14 21:02:33.637285+00
NBIG|2026-04-14|scan_filter|outside top-20 gap cap (gap 10.5%)|outside_top20||8.43|0.08||17.03|17.26|0.06928948913681736|-0.06459189665296543|0.15208455666470932|0.09395184967704039|0.4233705226071636|2026-05-14 21:02:33.637285+00
NBIL|2026-04-14|scan_filter|outside top-20 gap cap (gap 11.1%)|outside_top20||11.02|0.16||24.205|24.43|0.07002685395579428|-0.059285271638091254|0.159677752530469|0.09274943193555055|0.4226399504234664|2026-05-14 21:02:33.637285+00
NEBX|2026-04-14|scan_filter|outside top-20 gap cap (gap 11.1%)|outside_top20||8.59|0.15||75|75.96|0.07240000000000009|-0.059599999999999986|0.15653333333333327|0.09586666666666664|0.4298666666666666|2026-05-14 21:02:33.637285+00
NNE|2026-04-14|scan_filter|outside top-20 gap cap (gap 8.6%)|outside_top20||8.55|0.13||23.33|23.52|0.0411487355336477|0.019288469781397467|0.1611658808401201|0.1594513501928848|0.2743249035576512|2026-05-14 21:02:33.637285+00
OCC|2026-04-14|scan_filter|low rel volume 0.1x < 2.0x|session_rvol_low||8.64|0.05||11.86|10.98|-0.10792580101180434|-0.07504215851602014|-0.05396290050590209|0.0345699831365936|0.17622259696458684|2026-05-14 21:02:33.637285+00
OKLL|2026-04-14|scan_filter|low rel volume 0.8x < 2.0x|session_rvol_low||9.51|0.1||8.315|8.11|0.1365003006614552|0.09561034275405893|0.34816596512327136|0.5261575466025256|0.8003607937462419|2026-05-14 21:02:33.637285+00
OKLO|2026-04-14|scan_filter|outside top-20 gap cap (gap 11.7%)|outside_top20||8.08|0.06||59.09|58.58|0.07209341682179722|0.05957014723303428|0.24606532408190882|0.25588085970553376|0.37925198849213054|2026-05-14 21:02:33.637285+00
OMDA|2026-04-14|scan_filter|outside top-20 gap cap (gap 8.5%)|outside_top20||8.48|0.07||12.55|12.46|0.04541832669322697|0.13864541832669308|0.18804780876494018|0.1593625498007968|0.3274900398406374|2026-05-14 21:02:33.637285+00
ORCL|2026-04-14|scan_filter|outside top-20 gap cap (gap 8.3%)|outside_top20||8.28|0.26||167.93|163|0.0111951408324897|0.07884237479902328|0.11254689453939144|0.10367414994342879|0.1918656583100101|2026-05-14 21:02:33.637285+00
ORCU|2026-04-14|scan_filter|low rel volume 1.9x < 2.0x|session_rvol_low||8.16|0.57||12.15|11.54|0.027983539094650192|0.16213991769547315|0.21069958847736628|0.21563786008230446|0.39068312757201634|2026-05-14 21:02:33.637285+00
ORCX|2026-04-14|scan_filter|low rel volume 1.5x < 2.0x|session_rvol_low||8.13|0.11||34.2|32.34|0.022514619883040817|0.15760233918128655|0.1985380116959064|0.21111111111111105|0.38070175438596476|2026-05-14 21:02:33.637285+00
PLU|2026-04-14|scan_filter|outside top-20 gap cap (gap 9.6%)|outside_top20||9.61|0.17||38|34.91|-0.05815789473684213|0.11105263157894733|0.19184210526315787|0.2784210526315789|0.33394736842105255|2026-05-14 21:02:33.637285+00
PONY|2026-04-14|scan_filter|outside top-20 gap cap (gap 8.4%)|outside_top20||8.37|0.21||10.48|10.36|0.06583969465648849|0.06393129770992366|-0.15458015267175582|0.13931297709923654|0.13931297709923654|2026-05-14 21:02:33.637285+00
PRAX|2026-04-14|scan_filter|outside top-20 gap cap (gap 8.2%)|outside_top20||10.41|0||325.95|343.6|0.042890013805798495|0.0456818530449455|0.0529222273354809|0.08231323822672185|0.0829881883724498|2026-05-14 21:02:33.637285+00
PSTV|2026-04-14|scan_filter|outside top-20 gap cap (gap 8.7%)|outside_top20||11.83|0.04||6.02|5.43|-0.06146179401993343|0.186046511627907|-0.0282392026578073|0.2624584717607974|0.32890365448504993|2026-05-14 21:02:33.637285+00
QBTX|2026-04-14|scan_filter|outside top-20 gap cap (gap 14.2%)|outside_top20||9.16|0.12||8.69|10.52|0.7537399309551209|0.6766398158803223|0.8975834292289988|1.0368239355581128|1.3187571921749137|2026-05-14 21:02:33.637285+00
QPUX|2026-04-14|scan_filter|outside top-20 gap cap (gap 11.9%)|outside_top20||9.96|0.1||18.19|21.02|0.5887850467289718|0.5695437053326002|0.9776250687190762|0.799890049477735|1.4183617372182518|2026-05-14 21:02:33.637285+00
QUBX|2026-04-14|scan_filter|outside top-20 gap cap (gap 11.6%)|outside_top20||8.88|0.13||9.07|10.29|0.5027563395810364|0.4862183020948181|1.1808158765159869|0.7089305402425579|2.0348401323043|2026-05-14 21:02:33.637285+00
