q	scan_date	ticker	gap_pct	prev_close	rel_volume	filter_reason	ep_score	score_tier	catalyst_quality	adv	pm_rvol	rank_by_gap
scan	2026-08-24	QNTM	6.686046511627906	3.44		filter:universe_prev_close_too_low: prior close $3.44 < $5.00 floor						
scan	2026-08-24	QTRX	8.361204013377927	2.99		filter:universe_prev_close_too_low: prior close $2.99 < $5.00 floor						
scan	2026-08-24	RAIN	5.665286812536953	0.8455		filter:universe_prev_close_too_low: prior close $0.85 < $5.00 floor						
scan	2026-08-24	RCBC	10.1141924959217	49.04		filter:universe_prev_day_illiquid: prior-day volume 12,888 < 50,000 shares floor						
scan	2026-08-24	RCKT	5.008547008547014	3.51		filter:universe_prev_close_too_low: prior close $3.51 < $5.00 floor						
scan	2026-08-24	RCT	5.179487179487178	0.195		filter:universe_prev_close_too_low: prior close $0.20 < $5.00 floor						
scan	2026-08-24	RDZN	6.225806451612905	1.55		filter:universe_prev_close_too_low: prior close $1.55 < $5.00 floor						
scan	2026-08-24	RECT	9.448818897637786	1.27		filter:universe_prev_close_too_low: prior close $1.27 < $5.00 floor						
scan	2026-08-24	REFR	5.97618512693777	0.4451		filter:universe_prev_close_too_low: prior close $0.45 < $5.00 floor						
scan	2026-08-24	RGNT	5.238095238095232	2.1		filter:universe_prev_close_too_low: prior close $2.10 < $5.00 floor						
scan	2026-08-24	RITR	26.923076923076927	0.0832		filter:universe_prev_close_too_low: prior close $0.08 < $5.00 floor						
scan	2026-08-24	RNAZ	10.452961672473862	2.87		filter:universe_prev_close_too_low: prior close $2.87 < $5.00 floor						
scan	2026-08-24	ROC	11.12469437652812	4.09		filter:universe_prev_close_too_low: prior close $4.09 < $5.00 floor						
scan	2026-08-24	RPGL	9.078260869565222	2.3		filter:universe_prev_close_too_low: prior close $2.30 < $5.00 floor						
scan	2026-08-24	SAFX	8.436078672403196	0.3254		filter:universe_prev_close_too_low: prior close $0.33 < $5.00 floor						
scan	2026-08-24	SCOR	5.13694581280788	5.075		filter:universe_prev_day_illiquid: prior-day volume 48,264 < 50,000 shares floor						
scan	2026-08-24	SCTX	13.3	34.13	0	score 60 < bar 65 (catalyst=strong)	60		strong	164867.841158		4
scan	2026-08-24	SDEV	7.894736842105271	1.14		filter:universe_prev_close_too_low: prior close $1.14 < $5.00 floor						
scan	2026-08-24	SDOT	73.6	13.18	33.73	quality filter: filter:atr_too_high: 16.2% > 15.0%				300755.6784875	23.828	1
scan	2026-08-24	SEV	8.502024291497975	2.47		filter:universe_prev_close_too_low: prior close $2.47 < $5.00 floor						
scan	2026-08-24	SGLY	7.003891050583665	2.57		filter:universe_prev_close_too_low: prior close $2.57 < $5.00 floor						
scan	2026-08-24	SLGB	5.49427679500521	0.4805		filter:universe_prev_close_too_low: prior close $0.48 < $5.00 floor						
scan	2026-08-24	SLQT	6.919454172201428	0.8281		filter:universe_prev_close_too_low: prior close $0.83 < $5.00 floor						
scan	2026-08-24	SORA	7.106598984771568	1.97		filter:universe_prev_close_too_low: prior close $1.97 < $5.00 floor						
scan	2026-08-24	SOS	6.350653296870261	0.9873		filter:universe_prev_close_too_low: prior close $0.99 < $5.00 floor						
scan	2026-08-24	SPRC	5.451829723674374	6.695		filter:universe_prev_day_illiquid: prior-day volume 3,278 < 50,000 shares floor						
scan	2026-08-24	SSII	5.718270571827059	3.585		filter:universe_prev_close_too_low: prior close $3.58 < $5.00 floor						
scan	2026-08-24	STKE	5.26315789473683	1.33		filter:universe_prev_close_too_low: prior close $1.33 < $5.00 floor						
scan	2026-08-24	STRR	5.115346038114341	9.97		filter:universe_prev_day_illiquid: prior-day volume 2,348 < 50,000 shares floor						
scan	2026-08-24	SUGP	6.212499999999996	1.6		filter:universe_prev_close_too_low: prior close $1.60 < $5.00 floor						
scan	2026-08-24	SUIG	5.5045871559632875	1.09		filter:universe_prev_close_too_low: prior close $1.09 < $5.00 floor						
scan	2026-08-24	SUPX	15.02	8.52	0.8	quality filter: filter:mcap_too_small: $368M < $500M				216656.9541835	4.126	4
scan	2026-08-24	SVRN	6.801007556675064	7.94		filter:universe_prev_day_illiquid: prior-day volume 7,703 < 50,000 shares floor						
scan	2026-08-24	TCRT	5.681818181818187	1.76		filter:universe_prev_close_too_low: prior close $1.76 < $5.00 floor						
scan	2026-08-24	THH	7.5630252100840405	2.38		filter:universe_prev_close_too_low: prior close $2.38 < $5.00 floor						
scan	2026-08-24	TOPS	5.725238036354644	0.8087		filter:universe_prev_close_too_low: prior close $0.81 < $5.00 floor						
scan	2026-08-24	TPET	5.797101449275368	0.207		filter:universe_prev_close_too_low: prior close $0.21 < $5.00 floor						
scan	2026-08-24	TRAW	5.660377358490571	0.53		filter:universe_prev_close_too_low: prior close $0.53 < $5.00 floor						
scan	2026-08-24	TURB	6.034482758620696	1.16		filter:universe_prev_close_too_low: prior close $1.16 < $5.00 floor						
scan	2026-08-24	UFG	8.616944243301951	0.5524		filter:universe_prev_close_too_low: prior close $0.55 < $5.00 floor						
scan	2026-08-24	VCIG	6.153123532174741	3.1935		filter:universe_prev_close_too_low: prior close $3.19 < $5.00 floor						
scan	2026-08-24	VMAR	9.791356184798804	0.671		filter:universe_prev_close_too_low: prior close $0.67 < $5.00 floor						
scan	2026-08-24	VNRX	5.540897097625332	0.4169		filter:universe_prev_close_too_low: prior close $0.42 < $5.00 floor						
scan	2026-08-24	VNTG	6.061106523534261	0.6055		filter:universe_prev_close_too_low: prior close $0.61 < $5.00 floor						
scan	2026-08-24	VSA	5.999999999999999	3.5		filter:universe_prev_close_too_low: prior close $3.50 < $5.00 floor						
scan	2026-08-24	VWAV	5.463636363636347	1.1		filter:universe_prev_close_too_low: prior close $1.10 < $5.00 floor						
scan	2026-08-24	WRAP	5.263157894736847	1.52		filter:universe_prev_close_too_low: prior close $1.52 < $5.00 floor						
scan	2026-08-24	XBIO	5.849582172701949	3.59		filter:universe_prev_close_too_low: prior close $3.59 < $5.00 floor						
scan	2026-08-24	XCH	5.303030303030305	4.62		filter:universe_prev_close_too_low: prior close $4.62 < $5.00 floor						
scan	2026-08-24	XPON	120.37845705967976	3.435		filter:universe_prev_close_too_low: prior close $3.44 < $5.00 floor						
scan	2026-08-24	XXII	8.956336528221508	3.756		filter:universe_prev_close_too_low: prior close $3.76 < $5.00 floor						
scan	2026-08-24	YMAT	5.155555555555555	1.8		filter:universe_prev_close_too_low: prior close $1.80 < $5.00 floor						
scan	2026-08-24	ZEO	9.530864197530855	0.405		filter:universe_prev_close_too_low: prior close $0.41 < $5.00 floor						
scan	2026-08-24	ZJK	15.111111111111105	2.25		filter:universe_prev_close_too_low: prior close $2.25 < $5.00 floor						
scan	2026-08-24	ZOOZ	6.443574225703099	5.618		filter:universe_prev_day_illiquid: prior-day volume 33,998 < 50,000 shares floor						
scan	2026-08-24	ZSTK	6.1571125265392785	4.71		filter:universe_prev_close_too_low: prior close $4.71 < $5.00 floor						
q	scan_date	ticker	live_tier	live_ep_score	live_quality_last	gap_pct_last	adv_dollar	live_side
graded	2026-08-24	AERO			strong	9.18	3469685.09211786	lattice
graded	2026-08-24	NSSC		52.5	strong	34.22	10381279.76893371	lattice
graded	2026-08-24	SCTX		60	strong	13.3	5626939.41872254	lattice
q	alert_date	ticker	ep_score	score_tier	gap_pct	catalyst_quality
alert	2026-08-07	ACMR	100.8	HIGH	15.09	strong
alert	2026-08-07	CRSR	84	MODERATE	16.87	strong
alert	2026-08-07	DOCS	54	MODERATE	178.8	routine
alert	2026-08-07	FIGS	96	HIGH	26.69	game_changer
alert	2026-08-07	FROG	100.8	HIGH	17.51	strong
alert	2026-08-07	INOD	51.6	MODERATE	14.83	strong
alert	2026-08-07	MTW	50.4	HIGH	33.08	routine
alert	2026-08-07	NET	100.8	HIGH	15.67	strong
alert	2026-08-07	ONTO	96	HIGH	15.31	game_changer
alert	2026-08-07	PRAA	84	MODERATE	16.61	strong
alert	2026-08-07	PSIX	68.4	MODERATE	25.77	routine
alert	2026-08-07	PUBM	96	MODERATE	36.87	strong
alert	2026-08-07	QNST	96	HIGH	27.92	game_changer
alert	2026-08-07	TEAM	115.2	HIGH	31.66	strong
alert	2026-08-07	TWLO	84	HIGH	17.97	strong
alert	2026-08-07	WLDN	51.6	MODERATE	14.67	strong
q	alert_date	ticker	status	skip_reason	total_pnl	account_mode
trade	2026-08-07	ACMR	skipped	setup:gap_below_floor: rt 6.6% < 10% floor (alert said 15.1%, last $84.19 vs prev close $78.98)	0	live
trade	2026-08-07	FIGS	closed	block:r3_reentry_disabled	-6.838002000000003	live
trade	2026-08-07	FROG	cancelled	ORB window unfilled	0	live
trade	2026-08-07	MTW	skipped	window:out_of_orb: detected 09:52 ET	0	live
trade	2026-08-07	NET	closed	block:r3_reentry_disabled	-15.389999999999986	live
trade	2026-08-07	ONTO	skipped	window:out_of_orb: detected 09:52 ET	0	live
trade	2026-08-07	QNST	cancelled	broker:entry_cancelled: last $19.59 at/below trigger $19.80 at event	0	live
trade	2026-08-07	TEAM	closed	block:r3_reentry_disabled	-23.940000000000055	live
trade	2026-08-07	TWLO	skipped	block:max_positions: 5/5 (mode=live)	0	live
q	alert_date	ticker	skip_category	ret_1d	ret_5d	max_high_5d	last_refreshed_at
outcome	2026-08-07	AAOI	outside_top20	-0.06786917462099935	0.05474452554744534	0.07657215047725995	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	ABNB	outside_top20	0.12143290831815423	0.11754705525197337	0.13612629022465098	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	ACMR	duplicate_scan	-0.1419773095623987	-0.13106428957320362	0	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	ACMR	setup_other	-0.1419773095623987	-0.13106428957320362	0	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	AKAM	outside_top20	-0.05117907029259	0.00801638762540727	0.024549179005774472	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	AU	outside_top20	0.009969882646172953	0.00010385294423087449	0.05171876622702243	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	AUGO	outside_top20	0.09053203661327229	0.0872425629290617	0.12900457665903883	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	AXTI	outside_top20	-0.06734900176901691	0.03158958807177154	0.14215314632297193	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	CART	score_below_50	0.011200000000000045	-0.022399999999999948	0.021200000000000045	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	CENX	outside_top20	0.08422152560083597	-0.023615464994775393	0.16091954022988497	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	CLRO	outside_top20	-0.15838800374882844	-0.5107778819119025	0.3197750702905343	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	COHR	outside_top20	-0.09685573023720906	-0.09496694628076217	0.08706460752180442	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	CRML	outside_top20	-0.0071530758226036936	-0.04721030042918456	0.0643776824034335	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	CRSR	duplicate_scan	0.08105976975240502	0.024286390159280857	0.1810439993691846	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	CRSR	moderate_tier	0.08105976975240502	0.024286390159280857	0.1810439993691846	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	CTEV	pm_rvol_low	0.1693839025227389	0.30839196842285893	0.4576969280933584	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	DCH	outside_top20	0.0692431561996779	0.08373590982286643	0.13687600644122377	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	DOCS	duplicate_scan	-0.3405377589090442	-0.36189373472275826	0.029203653672970488	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	DOCS	moderate_tier	-0.3405377589090442	-0.36189373472275826	0.029203653672970488	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	DV	outside_top20	-0.0007558578987150254	0.004535147392290152	0.00944822373393802	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	FLR	outside_top20	-0.04163609684519448	-0.03943506969919306	0.06254585473220829	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	FNKO	mcap_low	-0.10354815351194784	-0.11078928312816808	0.01955104996379432	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	FOXF	outside_top20	-0.009420631182289179	-0.009891662741403713	0.04050871408384359	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	FRD	mcap_low	0.07584756248453366	0.13462014352882962	0.15540460282108404	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	FROG	session_rvol_low	-0.08420341800425941	-0.0008830710092981533	0.023011791595241842	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	FROG	high_unentered	-0.08420341800425941	-0.0008830710092981533	0.023011791595241842	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	GFI	outside_top20	0.003663003663003628	-0.017338217338217356	0.03604395604395602	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	GRDN	outside_top20	-0.03893395133256083	-0.1093858632676709	0.08968713789107774	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	GRPN	outside_top20	-0.16575790621592157	-0.21810250817884405	0.006906579425663312	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	GTLB	outside_top20	0.0848315354907443	0.1351711279797575	0.1668664269543215	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	HALO	outside_top20	0.14022222222222228	0.09622222222222218	0.16422222222222224	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	HASI	pm_rvol_low	0.01985922574157866	0.05882352941176461	0.08220211161387622	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	HBB	outside_top20	0.15952213633169357	0.17146872803935356	0.20379479971890363	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	HMY	outside_top20	-0.005497251374312992	-0.028485757121439293	0.010494752623688021	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	HYMC	outside_top20	0.03253878168747633	0.024214907302308006	0.1263715474839198	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	IAG	outside_top20	0.06840579710144926	0.06086956521739135	0.09391304347826093	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	ICUI	outside_top20	0.0003838771593089837	0.003454894433781165	0.05758157389635317	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	INOD	moderate_tier	-0.1803872497365648	-0.1589831401475237	0.046364594309799737	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	INOD	duplicate_scan	-0.1803872497365648	-0.1589831401475237	0.046364594309799737	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	KRT	outside_top20	0.07364427583128759	0.06918098638696707	0.13389645168489167	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	MCHP	outside_top20	0.0004917025199754918	-0.02679778733866002	0.05674001229256309	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	MITK	session_rvol_low	-0.09503366182066544	-0.052102644160405956	0.008586203532051829	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	MTW	window_missed	0.10210035005834306	0.2065344224037339	0.24504084014002328	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	MTW	duplicate_scan	0.10210035005834306	0.2065344224037339	0.24504084014002328	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	NTRA	score_below_50	-0.0079464007478964	-0.034185104393892086	0.01598628856341538	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	OMDA	outside_top20	0.206954841825646	0.16107220478145381	0.21564839410770364	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	ONTO	window_missed	-0.028833333333333256	0.10569999999999993	0.15633333333333327	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	ONTO	outside_top20	-0.028833333333333256	0.10569999999999993	0.15633333333333327	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	PBYI	outside_top20	0.06625766871165634	0.08343558282208585	0.15336196319018408	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	PCLA	adv_low	0.22117962466487928	-0.09383378016085793	1.6290884718498657	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	PHR	outside_top20	-0.01269841269841271	-0.02539682539682542	0.03253968253968255	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	PRAA	moderate_tier	-0.0673880964092473	0.013280865715691252	0.05705853418593213	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	PRAA	duplicate_scan	-0.0673880964092473	0.013280865715691252	0.05705853418593213	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	PSIX	duplicate_scan	0.07338991512730897	0.01198202695956058	0.10259610584123813	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	PSIX	moderate_tier	0.07338991512730897	0.01198202695956058	0.10259610584123813	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	PUBM	duplicate_scan	0.023041474654378002	0.013248847926267305	0.06218317972350228	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	PUBM	moderate_tier	0.023041474654378002	0.013248847926267305	0.06218317972350228	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	QNST	high_unentered	0.11833417978669365	0.0411376333164042	0.13204672422549507	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	QNST	duplicate_scan	0.11833417978669365	0.0411376333164042	0.13204672422549507	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	RDW	outside_top20	0.05636070853462152	0.09339774557165863	0.12882447665056357	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	ROAD	score_below_50	0.07223230490018143	0.10299455535390194	0.12032667876588013	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	SEI	outside_top20	0.0115656827205248	0.09269808389435522	0.09873985844985325	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	SENS	mcap_low	0.30902777777777785	0.35590277777777773	0.47916666666666663	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	SPT	mcap_low	0.045785639958376825	0.029136316337148922	0.0988553590010407	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	TE	outside_top20	-0.0844827586206897	-0.11896551724137923	0.0844827586206897	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	TILE	outside_top20	-0.0068874172185429934	0.005562913907284791	0.0728476821192053	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	TWLO	duplicate_scan	0.06295430393198725	0.012539851222104097	0.0982040382571733	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	TWLO	cap_blocked	0.06295430393198725	0.012539851222104097	0.0982040382571733	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	ULBI	outside_top20	0.137704918032787	0.2311475409836066	0.2540983606557378	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	UUUU	outside_top20	0.030281182408074977	0.0886806056236482	0.10793078586878167	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	VATE	adv_low	-0.35416666666666663	-0.2789855072463768	0.2681159420289856	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	WLDN	duplicate_scan	-0.042517303553771896	0.005060198918164395	0.032047926481707616	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	WLDN	moderate_tier	-0.042517303553771896	0.005060198918164395	0.032047926481707616	2026-08-21 21:18:10.431287+00
outcome	2026-08-07	YELP	session_rvol_low	-0.09443009959424561	-0.08889708594614534	0.07819992622648474	2026-08-21 21:18:10.431287+00
