119	BW	2026-05-11	magna53	17.05	16.49	16.9999	16.49	1163	2026-05-11 13:53:45.29259+00	2026-05-27 13:37:08.289257+00	2492.4803570000004	22.739999999999998436805981327779591083526611328125	17.05	closed	[{"pnl": 728.6401170000004, "time": "2026-05-15T13:33:38.030906", "price": 18.932791, "reason": "partial_profit", "shares": 387, "order_id": "9bfeff93-eb57-4109-8fed-256c9451c891"}, {"pnl": 1763.84024, "time": "2026-05-27T13:37:08.289141", "price": 19.32299, "reason": "sma_trail_stop", "shares": 776, "order_id": "db11453b-4196-4150-898d-4945e16e6257"}]
137	CRMD	2026-05-14	magna53	8.361409	8.45	8.65	8.45	2214	2026-05-14 13:34:40.567147+00	2026-05-14 15:08:04.792249+00	-778.0195260000007	8.3614090000000000912905306904576718807220458984375	8.0099999999999997868371792719699442386627197265625	closed	[{"pnl": -778.0195260000007, "note": "Emergency close after WS entry-fill UPDATE failed (AmbiguousParameterError $2 numeric vs double precision). Stop leg auto-canceled by OTO bracket teardown.", "time": "2026-05-14T15:08:04.792249+00:00", "price": 8.01, "reason": "manual_emergency_close", "shares": 2214, "source": "manual_reconcile", "attempt": 1, "order_id": "9c1b57d2-7690-459b-8295-613a0b58f3a6"}]
136	KLAR	2026-05-14	magna53	15.92	15.18	15.92	15.18	1203	2026-05-14 13:35:29.134169+00	2026-05-14 13:43:04.161373+00	-914.2799999999997	15.9199999999999999289457264239899814128875732421875	15.9199999999999999289457264239899814128875732421875	closed	[{"pnl": -914.2799999999997, "time": "2026-05-14T13:43:04.161118", "price": 15.16, "reason": "stop_hit", "shares": 1203, "source": "websocket", "attempt": 1, "order_id": "49fd80cc-05c6-42c9-8b3e-3b2b190392d8"}]
138	CSCO	2026-05-14	magna53	117.55	115.03	117.55	115.03	162	2026-05-14 13:39:09.767616+00	2026-05-14 13:58:53.190149+00	-406.499958	117.5499999999999971578290569595992565155029296875	117.5499999999999971578290569595992565155029296875	closed	[{"pnl": -406.499958, "time": "2026-05-14T13:58:53.189985", "price": 115.040741, "reason": "stop_hit", "shares": 162, "source": "websocket", "attempt": 1, "order_id": "6c094f99-db84-4827-9554-d5dd1c80670c"}]
149	KLAR	2026-05-15	9m_day2	16.109307	14.96	16.105	15.74	721	2026-05-15 13:35:39.702685+00	2026-05-15 15:43:36.107674+00	-854.3201100000002	16.10930700000000115323928184807300567626953125	15.019999999999999573674358543939888477325439453125	closed	[{"pnl": -854.3201100000002, "time": "2026-05-15T15:43:36.107406", "price": 14.924397, "reason": "stop_hit", "shares": 721.0, "source": "websocket", "attempt": 1}]
161	PURR	2026-05-20	9m_day2	8.05	7.2	8.03	7.86	948	2026-05-20 13:38:55.783235+00	2026-05-28 13:31:42.455372+00	3.2898759999992535	9.1300000000000007815970093361102044582366943359375	7.375	closed	[{"pnl": 142.32987599999967, "time": "2026-05-27T13:37:42.548242", "price": 8.500411, "reason": "partial_profit", "shares": 316, "order_id": "b119c622-f227-459d-82bd-a55f042d5cca"}, {"pnl": -139.04000000000042, "time": "2026-05-28T13:31:42.455217", "price": 7.83, "reason": "stop_hit", "shares": 632.0, "source": "websocket", "attempt": 1}]
163	ROIV	2026-05-21	9m_day2	32.34	29.35	32.185	31.8502	286	2026-05-21 13:33:49.956839+00	2026-05-26 19:08:00.492854+00	-862.090086000001	32.71000000000000085265128291212022304534912109375	29.405000000000001136868377216160297393798828125	closed	[{"pnl": -862.090086000001, "time": "2026-05-26T19:08:00.492707", "price": 29.325699, "reason": "stop_hit", "shares": 286.0, "source": "websocket", "attempt": 1}]
164	RLAY	2026-05-21	magna53	15.298413	14.8	15.22	14.8	1216	2026-05-21 13:35:34.386398+00	2026-05-21 13:40:57.233588+00	-642.5502080000006	15.298413000000000039335645851679146289825439453125	15.298413000000000039335645851679146289825439453125	closed	[{"pnl": -642.5502080000006, "time": "2026-05-21T13:40:57.233343", "price": 14.77, "reason": "stop_hit", "shares": 1216.0, "source": "websocket", "attempt": 1}]
167	IBM	2026-05-22	9m_day2	263.168462	230.94	262.64	260.03	26	2026-05-22 13:34:18.551165+00	2026-06-10 13:33:41.050825+00	396.3399860000003	341	245.44999999999998863131622783839702606201171875	closed	[{"pnl": 226.37230399999999, "time": "2026-05-29T15:59:33.473017", "price": 291.465, "reason": "partial_profit", "shares": 8, "order_id": "ca4f0c9c-94f7-4897-9f78-653ccdb0f1dc"}, {"pnl": 169.9676820000003, "time": "2026-06-10T13:33:41.050709+00:00", "price": 272.611111, "reason": "sma_trail_stop", "shares": 18, "order_id": "d945b09d-62d1-44b6-96b6-f0bc9cdd8ff2"}]
172	CRSR	2026-05-27	magna53	8.772422	8.4	8.7964	8.4	2073	2026-05-27 13:39:53.344864+00	2026-06-08 19:22:50.746763+00	1390.7991939999974	13.37689999999999912461134954355657100677490234375	8.57000000000000028421709430404007434844970703125	closed	[{"pnl": 1394.146397999999, "time": "2026-06-01T16:19:09.426173", "price": 10.79, "reason": "partial_profit", "shares": 691, "order_id": "2af6d59f-77f6-4c56-b724-b726d7b4e10d"}, {"pnl": -3.3472040000014296, "time": "2026-06-08T19:22:50.746644+00:00", "price": 8.77, "reason": "stop_hit", "shares": 1382.0, "source": "websocket", "attempt": 1}]
171	DY	2026-05-27	magna53	546.46	535.5	543.99	535.5	33	2026-05-27 13:41:58.990087+00	2026-05-27 15:33:49.537591+00	-438.24000000000285	556.299999999999954525264911353588104248046875	536.6000000000000227373675443232059478759765625	closed	[{"pnl": -438.24000000000285, "time": "2026-05-27T15:33:49.537484", "price": 533.18, "reason": "stop_hit", "shares": 33.0, "source": "websocket", "attempt": 1}]
177	RCAT	2026-05-28	magna53	12.57	11.955	12.51	11.955	1529	2026-05-28 13:33:52.067047+00	2026-06-05 16:42:53.983457+00	1165.5900000000004	15.78999999999999914734871708787977695465087890625	12.3499999999999996447286321199499070644378662109375	closed	[{"pnl": 1175.7900000000002, "time": "2026-06-01T17:15:10.820403", "price": 14.88, "reason": "partial_profit", "shares": 509, "order_id": "b533862e-b546-4d65-915c-2fed921e5bda"}, {"pnl": -10.199999999999783, "time": "2026-06-05T16:42:53.983338", "price": 12.56, "reason": "stop_hit", "shares": 1020.0, "source": "websocket", "attempt": 1}]
180	DELL	2026-05-29	magna53	421.112609	416.98	421.85	416.98	46	2026-05-29 13:39:35.863577+00	2026-05-29 13:46:14.41856+00	-271.92003000000125	421.112609000000020387233234941959381103515625	421.112609000000020387233234941959381103515625	closed	[{"pnl": -271.92003000000125, "time": "2026-05-29T13:46:14.418213", "price": 415.201304, "reason": "stop_hit", "shares": 46.0, "source": "websocket", "attempt": 1}]
183	FPS	2026-06-01	9m_day2	53.793681	47.65	53.5699	52.67	163	2026-06-01 13:41:08.078634+00	2026-06-25 13:43:28.150139+00	159.77693200000002	66.8900000000000005684341886080801486968994140625	51.82000000000000028421709430404007434844970703125	closed	[{"pnl": 159.77693200000002, "time": "2026-06-25T13:43:28.150011+00:00", "price": 59.5, "reason": "stop_hit", "shares": 28.0, "source": "websocket", "attempt": 1}]
191	NVTS	2026-06-03	magna53	31.79	30.55	31.63	30.55	632	2026-06-03 13:42:30.615345+00	2026-06-03 13:49:07.660866+00	-830.1402160000002	31.78999999999999914734871708787977695465087890625	31.78999999999999914734871708787977695465087890625	closed	[{"pnl": -830.1402160000002, "time": "2026-06-03T13:49:07.660729", "price": 30.476487, "reason": "stop_hit", "shares": 632.0, "source": "websocket", "attempt": 1}]
193	RUM	2026-06-04	magna53	9.935633	9.4	9.89	9.4	1871	2026-06-04 13:44:14.381004+00	2026-06-04 13:49:09.037289+00	-983.4593429999984	9.935632999999999270812622853554785251617431640625	9.935632999999999270812622853554785251617431640625	closed	[{"pnl": -983.4593429999984, "time": "2026-06-04T13:49:09.037176", "price": 9.41, "reason": "stop_hit", "shares": 1871.0, "source": "websocket", "attempt": 1}]
201	NRIX	2026-06-08	magna53	16.956238	16.1	16.88	16.1	404	2026-06-08 13:45:45.421028+00	2026-06-08 13:55:03.263012+00	-378.2401519999998	16.9562379999999990332071320153772830963134765625	16.9562379999999990332071320153772830963134765625	closed	[{"pnl": -378.2401519999998, "time": "2026-06-08T13:55:03.262866+00:00", "price": 16.02, "reason": "stop_hit", "shares": 404.0, "source": "websocket", "attempt": 1}]
207	GLXY	2026-06-10	9m_day2	32.362774	29.77	32.3	31.84	137	2026-06-10 13:44:13.706601+00	2026-06-11 13:41:30.709747+00	-363.43003800000014	33.780000000000001136868377216160297393798828125	30.17999999999999971578290569595992565155029296875	closed	[{"pnl": -363.43003800000014, "time": "2026-06-11T13:41:30.709617+00:00", "price": 29.71, "reason": "stop_hit", "shares": 137.0, "source": "websocket", "attempt": 1}]
208	NAVN	2026-06-11	magna53	24.399071	23.03	24.32	23.03	226	2026-06-11 13:44:17.84133+00	2026-06-11 14:01:39.954252+00	-319.46998400000007	24.410000000000000142108547152020037174224853515625	24.089999999999999857891452847979962825775146484375	closed	[{"pnl": -319.46998400000007, "time": "2026-06-11T14:01:39.954099+00:00", "price": 22.985487, "reason": "stop_hit", "shares": 226.0, "source": "websocket", "attempt": 1}]
221	QURE	2026-06-17	magna53	44.69	42.5	44.62	42.5	200	2026-06-17 13:36:14.457573+00	2026-07-02 13:31:21.294445+00	215.6200000000007	51	43.15379999999999682813722756691277027130126953125	closed	[{"pnl": 229.01999999999992, "time": "2026-06-24T19:45:02.994658+00:00", "price": 48.16, "reason": "partial_profit", "shares": 66, "order_id": "866365fb-f5af-4bd8-b39d-c08a35ebb954"}, {"pnl": -13.399999999999238, "time": "2026-07-02T13:31:21.294321+00:00", "price": 44.59, "reason": "stop_hit", "shares": 134.0, "source": "websocket", "attempt": 1}]
223	JBL	2026-06-17	magna53	413.835454	407.4	412.36	407.4	22	2026-06-17 13:40:23.54728+00	2026-06-17 14:02:10.034212+00	-164.11997800000086	416.990000000000009094947017729282379150390625	409.3999999999999772626324556767940521240234375	closed	[{"pnl": -164.11997800000086, "time": "2026-06-17T14:02:10.034058+00:00", "price": 406.375455, "reason": "stop_hit", "shares": 22.0, "source": "websocket", "attempt": 1}]
228	SYRE	2026-06-22	magna53	98.49	95	98.18	95	93	2026-06-22 13:52:47.532342+00	2026-06-24 13:32:58.217781+00	-1483.349999999999	102.06000000000000227373675443232059478759765625	83	closed	[{"pnl": -1483.349999999999, "time": "2026-06-24T13:32:58.217661+00:00", "price": 82.54, "reason": "stop_hit", "shares": 93.0, "source": "websocket", "attempt": 1}]
