cohort	ticker	scan_date	max_gap	prev_close	n_min_bars	has_930	artifact	art_reason	status_0931	reason_0931	entered_0931	entry_px_0931	stop_0931	target_0931	realized_r_0931	mark_r_0931	final_0931	partial_0931	status_0936	reason_0936	entered_0936	entry_px_0936	stop_0936	target_0936	realized_r_0936	mark_r_0936	final_0936	partial_0936
excluded	WNC	2026-06-17	16.92	9.28	325	True	False		settled		True	10.4	10.160000000000002	10.69	7.866666666666714		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		10.160000000000002					False
excluded	BIRD	2026-06-18	18.76	5.48	388	True	False		no_entry	never_crossed_orb_high	False		6.130000000000001					False	no_entry	never_crossed_orb_high	False		6.130000000000001					False
excluded	CODA	2026-06-18	11.69	9.24	185	True	False		settled		True	10.37	9.750000000000002	10.989999999999997	-1.0322580645161314		stop_hit	False	settled		True	10.37	9.750000000000002	10.989999999999997	-1.0322580645161314		stop_hit	False
excluded	TBCH	2026-06-18	10.1	12.48	228	True	False		settled		True	13.22	12.424999999999999	14.080000000000004	0.3605870020964365		stop_hit	True	settled		True	13.22	12.424999999999999	14.080000000000004	0.3605870020964365		stop_hit	True
excluded	RGNX	2026-06-22	14.88	7.8	390	True	False		settled		True	8.67	8.229999999999999	9.110000000000001	-1.0		stop_hit	False	settled		True	8.67	8.229999999999999	9.110000000000001	0.33333333333333337		stop_hit	True
excluded	SSTK	2026-06-22	28.59	13.22	317	True	False		abstain	day0_fill_bar_straddles_stop	True	15.75	15.61	15.89				False	abstain	day0_fill_bar_straddles_stop	True	15.75	15.61	15.89				False
excluded	ALLT	2026-06-23	10.41	7.01	277	True	False		settled		True	7.18	7.08	7.299999999999999	1.0		sma_trail_stop	True	no_entry	triggered_above_limit_never_filled	False		7.08					False
excluded	ARQQ	2026-06-23	14.75	21.42	388	True	False		settled		True	22.6059	19.575000000000003	25.717699999999994	0.9664896015484961		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		19.575000000000003					False
excluded	BLZE	2026-06-23	33.62	8.12	390	True	False		settled		True	10.35	8.889999999999999	11.81	2.9296803652968033		stop_hit	True	settled		True	10.37	8.889999999999999	11.87	2.8900900900900903		stop_hit	True
excluded	NUCL	2026-06-23	12.15	10.7	303	True	False		settled		True	11.61	9.969999999999999	13.25	-1.0		stop_hit	False	settled		True	11.67	9.969999999999999	13.430000000000001	-1.0		stop_hit	False
excluded	JACK	2026-06-24	20.03	11.58	349	True	False		settled		True	13.36	11.600000000000001	15.119999999999997	0.33333333333333337		stop_hit	True	settled		True	13.43	11.600000000000001	15.329999999999998	0.34608378870673956		stop_hit	True
excluded	BNED	2026-06-25	15.38	11.18	309	True	False		settled		True	12.35	11.85	12.85	0.3333333333333333		stop_hit	True	settled		True	12.35	11.85	12.85	0.3333333333333333		stop_hit	True
excluded	ECOR	2026-06-25	16.91	7.57	57	True	False		no_trade	setup:zero_range	False							False	no_trade	setup:zero_range	False							False
excluded	MEI	2026-06-25	25.57	13.09	383	True	False		settled		True	15.38	14.639999999999999	16.120000000000005	0.33333333333333415		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		14.639999999999999					False
excluded	WYY	2026-06-25	87.29	17.62	376	True	False		no_trade	setup:stop_too_wide: 2.11 > 1.5x ATR 1.36	False							False	no_trade	setup:stop_too_wide: 2.11 > 1.5x ATR 1.36	False							False
excluded	XNET	2026-06-26	10.54	5.03	255	True	False		settled		True	5.25	4.970000000000001	5.529999999999999	0.3333333333333333		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		4.970000000000001					False
excluded	UNCY	2026-06-29	10.66	7.13	372	True	False		settled		True	7.4	7.1801	7.620000000000001	-9.974230710929213		stop_hit	True	settled		True	7.4397	7.1801	7.7391000000000005	0.3844375963020038		stop_hit	True
excluded	DPRO	2026-06-30	11.09	5.14	374	True	False		settled		True	5.99	4.93	7.050000000000001	-0.6792452830188682		sma_trail_stop	False	no_entry	never_crossed_orb_high	False		4.93					False
excluded	JACK	2026-06-30	14.1	16.6	381	True	False		settled		True	17.25	13.79	20.71	-0.7751445086705196		stop_hit	False	settled		True	17.25	13.79	20.71	-0.7751445086705196		stop_hit	False
excluded	SILC	2026-06-30	19.94	41.93	218	True	False		abstain	entry_window_gaps:2_of_29	False		45.69					False	abstain	entry_window_gaps:2_of_24	False		45.69					False
excluded	RAAQ	2026-07-01	13.29	10.8	377	True	False		no_entry	never_crossed_orb_high	False		12.0					False	no_entry	never_crossed_orb_high	False		12.0					False
excluded	ARCT	2026-07-02	14.3	6.89	358	True	False		settled		True	7.4617	7.180000000000001	7.745100000000001	0.3353449295941314		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		7.180000000000001					False
excluded	SILC	2026-07-02	16.26	44.18	214	True	False		settled		True	52.36	45.056799999999996	59.6632	-1.0		stop_hit	False	abstain	entry_window_gaps:8_of_24	False		45.056799999999996					False
excluded	TENX	2026-07-02	15.5	13.29	378	True	False		settled		True	14.71	13.509799999999998	15.910200000000003	0.9387879797811465		stop_hit	True	settled		True	14.71	13.509799999999998	15.910200000000003	0.9387879797811465		stop_hit	True
excluded	AGPU	2026-07-06	11.58	7.08	212	True	False		settled		True	7.53	7.08	7.990000000000001	0.34074074074074123		stop_hit	True	settled		True	7.56	7.08	8.079999999999998	0.36111111111111055		stop_hit	True
excluded	OFIX	2026-07-06	10.31	9.94	310	True	False		settled		True	10.8122	10.0278	11.596600000000002	0.8167601563827966		stop_hit	True	settled		True	10.8122	10.0278	11.596600000000002	0.8167601563827966		stop_hit	True
excluded	CV	2026-07-08	10.05	5.67	156	True	False		settled		True	5.89	5.7	6.1099999999999985	0.3859649122807008		stop_hit	True	settled		True	5.89	5.7	6.1099999999999985	0.3859649122807008		stop_hit	True
excluded	AP	2026-07-09	18.55	7.17	245	True	False		settled		True	8.582	7.597999999999999	9.566000000000003	-1.0		stop_hit	False	settled		True	8.582	7.597999999999999	9.566000000000003	-1.0		stop_hit	False
excluded	FBRX	2026-07-09	22.3	20.58	376	True	False		settled		True	23.0	19.54	26.5	10.711946050096335		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		19.54					False
excluded	QTTB	2026-07-13	84.39	11.21	390	True	False		settled		True	18.39	16.171999999999997	20.608000000000004	0.33333333333333337		stop_hit	True	settled		True	18.48	16.171999999999997	20.878000000000004	0.3463316002310802		stop_hit	True
excluded	SNWV	2026-07-14	13.23	11.26	114	True	False		abstain	entry_window_gaps:16_of_29	False		11.559999999999999					False	abstain	entry_window_gaps:13_of_24	False		11.559999999999999					False
excluded	ELVA	2026-07-15	71.88	7.89	390	True	False		no_trade	setup:stop_too_wide: 1.24 > 1.5x ATR 0.64	False							False	no_trade	setup:stop_too_wide: 1.24 > 1.5x ATR 0.64	False							False
excluded	TRT	2026-07-15	23	10.26	314	True	False		settled		True	12.55	11.57	13.530000000000001	-1.0		stop_hit	False	settled		True	12.55	11.57	13.530000000000001	-1.0		stop_hit	False
excluded	EAF	2026-07-16	15.04	6.85	290	True	False		settled		True	6.78	6.7	6.86	0.33333333333333337		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		6.7					False
excluded	HELP	2026-07-16	13.52	6.51	384	True	False		settled		True	7.1654	6.6646	7.6662	0.661608093716721		stop_hit	True	settled		True	7.1654	6.6646	7.6662	0.661608093716721		stop_hit	True
excluded	OWLT	2026-07-16	11.03	6.13	236	True	False		settled		True	6.19	6.009999999999999	6.370000000000002	0.33333333333333337		stop_hit	True	settled		True	6.195	6.009999999999999	6.385000000000002	-1.0		stop_hit	False
excluded	PESI	2026-07-16	10.11	14.83	320	True	False		settled		True	16.58	15.480000000000004	17.679999999999993	-1.0		stop_hit	False	no_entry	never_crossed_orb_high	False		15.480000000000004					False
excluded	DUOT	2026-07-20	13.29	8.21	325	True	False		settled		True	8.26	8.040000000000001	8.479999999999999	0.3333333333333333		stop_hit	True	settled		True	8.3	8.040000000000001	8.600000000000001	0.6153846153846164		sma_trail_stop	False
excluded	NUCL	2026-07-20	11.41	5.61	251	True	False		settled		True	5.79	5.590000000000001	5.989999999999999	-1.0		stop_hit	False	abstain	entry_window_gaps:7_of_24	False		5.590000000000001					False
excluded	AGPU	2026-07-21	10.22	8.71	246	True	False		settled		True	9.0	8.2	9.8	0.3333333333333333		stop_hit	True	settled		True	9.04	8.2	9.919999999999998	0.3492063492063489		stop_hit	True
excluded	FWRD	2026-07-21	19.75	13.2	352	True	False		settled		True	15.52	14.48	16.56	0.3333333333333333		stop_hit	True	settled		True	15.52	14.48	16.56	0.3333333333333333		stop_hit	True
excluded	AGPU	2026-07-22	20.97	9.54	333	True	False		no_entry	never_crossed_orb_high	False		8.345					False	no_entry	never_crossed_orb_high	False		8.345					False
excluded	RFIL	2026-07-22	19.38	13.72	198	True	False		settled		True	13.5	12.784999999999998	14.280000000000001	-1.0		stop_hit	False	settled		True	13.5	12.784999999999998	14.280000000000001	-1.0		stop_hit	False
excluded	AGPU	2026-07-23	11.11	7.11	247	True	False		settled		True	7.165	7.075	7.255	-1.0		stop_hit	False	settled		True	7.165	7.075	7.255	0.3333333333333333		stop_hit	True
excluded	NVEC	2026-07-23	41.52	86.68	321	True	False		no_entry	triggered_above_limit_never_filled	False		103.77					False	no_entry	triggered_above_limit_never_filled	False		103.77					False
excluded	RELL	2026-07-23	18.62	18.01	335	True	False		settled		True	22.1499	19.8501	24.449699999999996	-1.0		stop_hit	False	settled		True	22.1499	19.8501	24.449699999999996	-1.0		stop_hit	False
excluded	AVBC	2026-07-24	10.57	20.24	109	True	False		settled		True	20.85	20.845999999999997	20.854000000000006	67.49999999991768		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		20.845999999999997					False
excluded	AGPU	2026-07-27	23.21	6.85	349	True	False		no_entry	never_crossed_orb_high	False		6.7299999999999995					False	no_entry	never_crossed_orb_high	False		6.7299999999999995					False
excluded	BNAI	2026-07-27	12.01	11.16	180	True	False		settled		True	12.05	11.725	12.430000000000003	0.38789743589743425		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		11.725					False
excluded	IMMR	2026-07-27	11.5	6.52	365	True	False		settled		True	6.9354	6.470000000000001	7.426199999999998	1.2426586448932841		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		6.470000000000001					False
excluded	JACK	2026-07-27	12.71	14.55	327	True	False		settled		True	16.1	14.559999999999999	17.640000000000004	1.0367965367965355		stop_hit	True	settled		True	16.1	14.559999999999999	17.640000000000004	1.0367965367965355		stop_hit	True
excluded	KZIA	2026-07-27	10.2	12.26	177	True	False		settled		True	12.84	12.48	13.2	-1.0		stop_hit	False	settled		True	12.84	12.48	13.2	-1.0		stop_hit	False
excluded	PMN	2026-07-28	27.43	11.72	382	True	False		abstain	entry_window_gaps:2_of_29	False		12.799999999999999					False	abstain	entry_window_gaps:2_of_24	False		12.799999999999999					False
excluded	ALMU	2026-07-29	15.29	14.19	314	True	False		settled		True	15.47	14.9412	15.998800000000001	-1.1913767019667179		stop_hit	False	abstain	entry_window_gaps:3_of_24	False		14.9412					False
excluded	CLW	2026-07-29	14.82	17.51	328	True	False		settled		True	19.31	16.970000000000002	21.649999999999995	1.1282051282051304		sma_trail_stop	True	no_entry	triggered_above_limit_never_filled	False		16.970000000000002					False
excluded	QUAD	2026-07-29	12.25	8.41	276	True	False		settled		True	8.94	8.820000000000002	9.059999999999997	0.33333333333333337		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		8.820000000000002					False
excluded	RCKY	2026-07-29	17.83	42.73	174	True	False		abstain	entry_window_gaps:9_of_29	False		48.37010000000001					False	abstain	entry_window_gaps:9_of_24	False		48.37010000000001					False
excluded	RNAC	2026-07-29	11.11	7.65	152	True	False		settled		True	7.715	7.645	7.785	-1.4999999999999873		stop_hit	False	abstain	day0_fill_bar_stop_and_target	True	7.75	7.645	7.890000000000001				False
excluded	SILC	2026-07-29	20.59	38.02	270	True	False		settled		True	43.5	35.63999999999999	51.480000000000004	-1.0012722646310421		stop_hit	False	abstain	entry_window_gaps:4_of_24	False		35.63999999999999					False
excluded	CMCO	2026-07-30	36.94	14.62	379	True	False		settled		True	20.535	18.925	22.145	-1.0		stop_hit	False	no_entry	never_crossed_orb_high	False		18.925					False
excluded	QMCO	2026-07-30	11.96	10.45	371	True	False		no_entry	never_crossed_orb_high	False		10.245000000000001					False	no_entry	never_crossed_orb_high	False		10.245000000000001					False
excluded	SMTI	2026-07-30	11.6	30.25	362	True	False		settled		True	33.75	33.11	34.39	0.7031249999999964		stop_hit	True	settled		True	33.8	33.11	34.53999999999999	0.44202898550724745		stop_hit	False
excluded	AIBZ	2026-07-31	10.93	6.68	218	True	False		abstain	entry_window_gaps:7_of_29	False		7.03					False	abstain	entry_window_gaps:7_of_24	False		7.03					False
excluded	AMCX	2026-07-31	11.95	9.71	385	True	False		settled		True	10.04	9.560000000000002	10.519999999999996	2.9722222222222396		sma_trail_stop	True	no_entry	triggered_above_limit_never_filled	False		9.560000000000002					False
excluded	DUOT	2026-07-31	14.25	8.14	369	True	False		settled		True	9.34	8.559999999999999	10.120000000000001	-1.0		stop_hit	False	abstain	entry_window_gaps:2_of_24	False		8.559999999999999					False
excluded	INTT	2026-08-03	10.53	12.35	194	True	False		settled		True	13.26	12.325	14.26	0.8142602495543676		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		12.325					False
excluded	INFU	2026-08-04	11.39	9.22	299	True	False		settled		True	10.29	9.46	11.119999999999997	1.8915662650602454		sma_trail_stop	True	no_entry	triggered_above_limit_never_filled	False		9.46					False
excluded	MRAM	2026-08-04	18.96	15.45	385	True	False		no_entry	never_crossed_orb_high	False		16.779999999999998					False	no_entry	never_crossed_orb_high	False		16.779999999999998					False
excluded	OCC	2026-08-04	14.98	14.35	241	True	False		settled		True	15.975	15.165000000000001	16.784999999999997	0.17283950617283828		stop_hit	True	abstain	entry_window_gaps:2_of_24	False		15.165000000000001					False
excluded	AMWL	2026-08-05	22.55	10.42	237	True	False		settled		True	11.99	10.04	13.950000000000001	0.44068376068376036		stop_hit	True	no_entry	triggered_above_limit_never_filled	False		10.04					False
excluded	GTE	2026-08-05	64.34	6.83	390	True	False		no_trade	setup:stop_too_wide: 1.16 > 1.5x ATR 0.48	False							False	no_trade	setup:stop_too_wide: 1.16 > 1.5x ATR 0.48	False							False
excluded	ASPN	2026-08-06	30.14	5.01	390	True	False		abstain	day0_fill_bar_straddles_stop	True	7.47	7.069999999999999	7.87				False	settled		True	7.51	7.069999999999999	7.99	0.36363636363636365		stop_hit	True
