2026-06-11|IDCC|15.2|strong|354132.2715065|polygon_20d|253.91|5.1|0.26|6.992|84|HIGH|
2026-06-11|IMOS|10.67|strong|127264.2221235|polygon_20d|55.12||0.06|1.135|20||score 20 < 50 (catalyst=strong)
2026-06-11|MH|10.7|strong|419163.4760305|polygon_20d|12.8||0.01||42||score 42 < 50 (catalyst=strong)
2026-06-11|NAVN|17.87|game_changer|3896958.344165|polygon_20d|20.87||0.03|49.285|80|HIGH|
2026-06-11|VELO|16.07|routine|3000725.305941|polygon_20d|22.68|8.4|0.54|2.449|12||score 12 < 50 (catalyst=routine)
2026-06-12|AKTS|11.92|strong|151738.5565725|polygon_20d|19.46|4.2|0.27|2.74|54|MODERATE|
2026-06-12|SHAZ|11.87|game_changer|704230.188105|polygon_20d|71.51||0.13|14.982|86.4|HIGH|
2026-06-15|ABSI|15.96|routine|5173585.9885444995|polygon_20d|6.8|3|0.19|2.013|6||score 6 < 50 (catalyst=routine)
2026-06-15|ATRO|13.03|routine|740407.5433499999|polygon_20d|80||0|2.06|28.8||score 29 < 50 (catalyst=routine)
2026-06-15|AUGO|13.39|routine|821420.330569|polygon_20d|60.89|2|0.1|1.606|50.4|MODERATE|
2026-06-15|HQ|19.71|strong|292603.1095985|polygon_20d|10.91|10.9|0.56||84|HIGH|
2026-06-15|HYMC|13.82|routine|2382789.5169345|polygon_20d|25.76|2|0.13|1.083|53.3|MODERATE|
2026-06-15|IDR|18.71|routine|268243.21135500004|polygon_20d|36.39|4.7|0.24|2.837|50.4|MODERATE|
2026-06-15|MMYT|12.81|routine|1001293.5959365|polygon_20d|43.15|2.9|0.15|2.529|60.5|MODERATE|
2026-06-15|SVM|13.36|strong|4091578.890808|polygon_20d|11.3|2.7|0.17|1.39|44.4||score 44 < 50 (catalyst=strong)
2026-06-15|USAS|13.06|routine|5212073.888174|polygon_20d|5.28|3|0.19|1.635|47.5||score 48 < 50 (catalyst=routine)
2026-06-15|WDC|13.22|routine|7220759.9666524995|polygon_20d|562.925|2.9|0.15|1.41|10.1||score 10 < 50 (catalyst=routine)
2026-06-15|XE|17.64|routine|4057037.080031|pending|18.59|2.8|0.18|1.193|50.4|MODERATE|
2026-06-16|PURR|11.78|routine|19748260.2604145|polygon_20d|9.34|3.6|0.23|1.542|14.4||score 14 < 50 (catalyst=routine)
2026-06-16|RXT|17.5|strong|26136457.394183|polygon_20d|5.915||0.03|3.559|84|HIGH|
2026-06-16|WDC|10.58|strong|7220759.9666524995|polygon_20d|653.53||0.08|7.493|21.6||score 22 < 50 (catalyst=strong)
2026-06-17|ACMR|13.18|strong|1957203.9750164999|polygon_20d|91.18|2.5|0.16|1.276|26.4||score 26 < 50 (catalyst=strong)
2026-06-17|AEHR|15.87|strong|2485199.173263|polygon_20d|104.83|2.5|0.13|1.099|70|HIGH|
2026-06-17|JBL|10.77|game_changer|1233258.2385145|polygon_20d|375.51||0.12|5.178|60|HIGH|
2026-06-17|LZB|26.5|routine|381953.760026|polygon_20d|35.06|14.6|0.75|27.794|54|MODERATE|
2026-06-17|QURE|75.2|game_changer|1450821.3110004999|polygon_20d|26.99||0.34|23.989|80|HIGH|
2026-06-18|BFLY|30.12|routine|4653325.134958999|polygon_20d|5.71|18.6|1.19|14.851|25||score 25 < 50 (catalyst=routine)
2026-06-18|CHRN|12.91|routine|390766.286635|polygon_20d|20.61|2.5|0.16|1.094|32.4||score 32 < 50 (catalyst=routine)
2026-06-18|SWBI|15.59|strong|554048.1371919999|polygon_20d|13.73||0.06|45.354|70|HIGH|
2026-06-18|UUUU|12.36|game_changer|9578939.4043275|polygon_20d|15.3||0.05|6.118|72|HIGH|
2026-06-18|WDC|11.41|routine|7415599.688335|polygon_20d|712.13|4.5|0.29|2.118|12||score 12 < 50 (catalyst=routine)
2026-06-22|BWIN|15.22|routine|1541697.1938105|polygon_20d|20.24|2.3|0.15|2.233|42||score 42 < 50 (catalyst=routine)
2026-06-22|DFTX|14.38|game_changer|2201942.2203545|polygon_20d|24.48||0.03|40.925|60|MODERATE|
2026-06-22|FRVO|10.35|routine|2907402.1473915|polygon_20d|35.09||0.05|2.031|20||score 20 < 50 (catalyst=routine)
2026-06-22|JBIO|10.11|strong|1086309.3768495|polygon_20d|16.82|6|0.31|4.35|66|MODERATE|
2026-06-22|KEEL|12.56|routine|49861142.7186765|polygon_20d|6.29|5.5|0.35|2.159|27||score 27 < 50 (catalyst=routine)
2026-06-22|MLTX|19.1|game_changer|845066.744123|polygon_20d|19.21||0.06|51.633|96|HIGH|
2026-06-22|NUAI|11.84|routine|7862928.025641|polygon_20d|6.25|4.4|0.28|2.435|12||score 12 < 50 (catalyst=routine)
2026-06-22|PENG|11.32|routine|3357964.848355|polygon_20d|67.15|3.7|0.24|1.96|5||score 5 < 50 (catalyst=routine)
2026-06-22|SYRE|12.35|game_changer|1137796.677529|polygon_20d|88.34||0.01|11.276|60|MODERATE|
2026-06-22|UMC|15.74|routine|17549741.261777498|polygon_20d|24.08|3.3|0.21|1.609|15||score 15 < 50 (catalyst=routine)
2026-06-23|ZETA|10.01|strong|9586769.9127415|polygon_20d|18.47||0.08|4.934|36||score 36 < 50 (catalyst=strong)
2026-06-24|ABSI|16.33|strong|5173585.9885444995|polygon_20d|7.41||0.08|20.544|100.8|HIGH|
2026-06-24|FCEL|17.51|strong|11826703.302737|polygon_20d|21.82||0.01|1.817|84|HIGH|
2026-06-24|KBH|14.06|routine|1231907.108414|polygon_20d|52.73|5.1|0.33|7.298|32.4||score 32 < 50 (catalyst=routine)
2026-06-24|RUN|25.6|routine|8232652.804902|polygon_20d|12.81|22.2|1.42|14.946|48||score 48 < 50 (catalyst=routine)
2026-06-24|WEN|25.34|routine|9873672.7500195|polygon_20d|6.255||2.09|665.619|54|MODERATE|
2026-06-25|AYI|16.24|routine|382917.61380249995|polygon_20d|305.51|7|0.45|8.707|37||score 37 < 50 (catalyst=routine)
2026-06-25|BB|20.59|routine|42064277.6989665|polygon_20d|8.62|5.8|0.37|2.396|14.4||score 14 < 50 (catalyst=routine)
2026-06-25|KYMR|21.17|strong|677798.4855865|polygon_20d|99.87|9.9|0.51|6.637|80|HIGH|
2026-06-25|MLKN|14.73|routine|886719.951428|polygon_20d|17.24|2|0.13|2.466|26.4||score 26 < 50 (catalyst=routine)
2026-06-25|MU|17.71|game_changer|59730697.253147006|polygon_20d|1048.51||0.03|1.504|96|HIGH|
2026-06-25|SNDK|19.28|routine|11924589.327371001|polygon_20d|1914.46|2.8|0.18|1.28|12||score 12 < 50 (catalyst=routine)
2026-06-25|SNX|11.22|game_changer|860911.5788005|polygon_20d|283.22||0.01|12.085|72|HIGH|
2026-06-25|WDC|13.57|routine|8118802.8137435|polygon_20d|643.83||0.05|1.441|0||score 0 < 50 (catalyst=routine)
2026-06-25|WGO|13.27|routine|774387.455442|polygon_20d|27.27|4.2|0.27|5.346|38||score 38 < 50 (catalyst=routine)
2026-06-26|ACAD|15.34|strong|1426941.923163|polygon_20d|23.72||0.03|7.014|84|HIGH|
2026-06-26|APOG|12.13|strong|263725.11615|polygon_20d|42.48||0.05||24||score 24 < 50 (catalyst=strong)
2026-06-26|ZSQR|10.66|strong|338191.19402249996|polygon_20d|12.2|0|0||43||score 43 < 50 (catalyst=strong)
2026-06-29|CHTR|26.14|routine|2924312.9928205|polygon_20d|133.64|16.1|0.62|10.211|55|MODERATE|
2026-06-29|LBRDK|11.36|routine|2090210.7039005|polygon_20d|31.33|2.2|0.14|3.896|37||score 37 < 50 (catalyst=routine)
2026-06-29|OUST|16.02|strong|5263060.4206395|polygon_20d|42.02|3.1|0.16|1.216|70|MODERATE|
2026-06-29|QDEL|33.47|routine|1733603.487332|polygon_20d|13.79|7.4|0.38|8.749|54|MODERATE|
2026-06-29|VSAT|15.63|routine|3391446.978452|polygon_20d|61.95|1.7|0.11|1.323|5||score 5 < 50 (catalyst=routine)
2026-06-30|AVAV|25.3|routine|1250191.447188|polygon_20d|139||0.06|12.928|54|MODERATE|
2026-06-30|ENPH|11.44|routine|8239070.20864|polygon_20d|48.34|3.9|0.15|2.097|39.6||score 40 < 50 (catalyst=routine)
2026-06-30|SEDG|10.19|strong|3144186.9126230003|polygon_20d|55.36||0.02|4.835|54.7|MODERATE|
2026-07-01|GRND|13.26|strong|1803778.4307855|polygon_20d|14.37|5.7|0.29|5.56|56.4|MODERATE|
