scan_date	ticker	scan_et	gap_pct	prev_close	rel_volume	filter_reason	ep_score	score_tier	catalyst_quality	rank_by_gap	projected_vol_multiple	pm_rvol	adv	adv_source	minutes_since_open	price_source
2026-08-06	INSM	2026-08-06 08:30:00.025996	30.99	99.02	0.06	already scored earlier today				1		159.376	2798264.1623425	polygon_20d		polygon_delayed
2026-08-06	INSM	2026-08-06 08:35:00.027877	27.33	99.02	0.09	already scored earlier today				4		232	2798264.1623425	polygon_20d		polygon_delayed
2026-08-06	INSM	2026-08-06 08:40:00.027405	24.35	99.02	0.11	already scored earlier today				6		269.857	2798264.1623425	polygon_20d		polygon_delayed
2026-08-06	INSM	2026-08-06 08:45:00.018811	26.12	99.02	0.12	already scored earlier today				7		323.892	2798264.1623425	polygon_20d		polygon_delayed
2026-08-06	INSM	2026-08-06 08:50:00.035051	26.6	99.02	0.14	already scored earlier today				4		345.969	2798264.1623425	polygon_20d		polygon_delayed
2026-08-06	INSM	2026-08-06 08:55:00.023915	26.24	99.02	0.14	already scored earlier today				6		361.526	2798264.1623425	polygon_20d		polygon_delayed
2026-08-06	INSM	2026-08-06 09:00:00.247671	26.24	99.02	0.15	already scored earlier today				6		383.229	2798264.1623425	polygon_20d		polygon_delayed
2026-08-06	INSM	2026-08-06 09:00:00.250514	26.24	99.02	0.15	already scored earlier today				6		383.229	2798264.1623425	polygon_20d		polygon_delayed
2026-08-06	INSM	2026-08-06 09:05:00.051158	27.25	99.02	0.16	already scored earlier today				5		385.065	2798264.1623425	polygon_20d		polygon_delayed
2026-08-06	INSM	2026-08-06 09:10:00.043965	27.78	99.02	0.16	already scored earlier today				5		370.958	2798264.1623425	polygon_20d		polygon_delayed
2026-08-06	INSM	2026-08-06 09:15:00.037807	27.25	99.02	0.16	already scored earlier today				6		363.128	2798264.1623425	polygon_20d		polygon_delayed
2026-08-06	INSM	2026-08-06 09:20:00.045026	28.73	99.02	0.16	already scored earlier today				4		360.633	2798264.1623425	polygon_20d		polygon_delayed
2026-08-06	INSM	2026-08-06 09:25:00.040933	28.34	99.02	0.17	already scored earlier today				4		323.826	2798264.1623425	polygon_20d		polygon_delayed
2026-08-06	INSM	2026-08-06 09:30:00.053846	28.73	99.02	0.17	already scored earlier today				3		21.29	2798264.1623425	polygon_20d	1	polygon_delayed
2026-08-06	INSM	2026-08-06 09:35:00.244882	29.21	99.02	0.19	already scored earlier today				3		9.625	2798264.1623425	polygon_20d	5	polygon_delayed
2026-08-06	INSM	2026-08-06 09:40:00.298368	29.97	99.02	0.19	already scored earlier today				4		6.216	2798264.1623425	polygon_20d	10	polygon_delayed
2026-08-06	INSM	2026-08-06 09:45:00.062163	30.48	99.02	0.35	already scored earlier today				4	9.1	8.992	2798264.1623425	polygon_20d	15	polygon_delayed
2026-08-06	INSM	2026-08-06 09:50:00.05049	32.7	99.02	0.62	already scored earlier today				3	12.1	12.492	2798264.1623425	polygon_20d	20	polygon_delayed
2026-08-06	INSM	2026-08-06 09:55:00.071253	33.35	99.02	0.73	already scored earlier today				3	11.4	12.317	2798264.1623425	polygon_20d	25	polygon_delayed
2026-08-06	LFST	2026-08-06 07:20:00.034426	10.41	10.37	0	filter:pm_rvol_too_low: pm_rvol=0.61x (today 1,179 / baseline 1,946 n=10) < 1.0x				11		0.606	3503883.141543	polygon_20d		polygon_delayed
2026-08-06	LFST	2026-08-06 07:25:00.024467	12.54	10.37	0	pre-mkt volume 3,572 < 25,000 shares				11		1.835	3503883.141543	polygon_20d		polygon_delayed
2026-08-06	LFST	2026-08-06 07:30:00.022973	13.11	10.37	0	pre-mkt volume 5,852 < 25,000 shares				9		3.007	3503883.141543	polygon_20d		polygon_delayed
2026-08-06	LFST	2026-08-06 07:35:00.021157	13.52	10.37	0	pre-mkt volume 5,952 < 25,000 shares				9		3.058	3503883.141543	polygon_20d		polygon_delayed
2026-08-06	LFST	2026-08-06 07:40:00.035165	13.52	10.37	0	pre-mkt volume 5,952 < 25,000 shares				10		3.33	3503883.141543	polygon_20d		polygon_delayed
2026-08-06	LFST	2026-08-06 07:45:00.01642	13.52	10.37	0	pre-mkt volume 5,952 < 25,000 shares				11		3.33	3503883.141543	polygon_20d		polygon_delayed
2026-08-06	LFST	2026-08-06 07:50:00.029123	18.8	10.37	0		96	HIGH	game_changer	7		6.946	3503883.141543	polygon_20d		polygon_delayed
2026-08-06	LFST	2026-08-06 07:55:00.022017	16.3	10.37	0	already scored earlier today				7		7.511	3503883.141543	polygon_20d		polygon_delayed
2026-08-06	PN	2026-08-06 08:05:00.03084	10.6	6.89	0.1	quality filter: filter:adv_too_low: $556,166				13			148325.835853	polygon_20d		polygon_delayed
2026-08-06	PN	2026-08-06 08:10:00.020967	14.66	6.89	0.17	quality filter: filter:adv_too_low: $556,166				10			148325.835853	polygon_20d		polygon_delayed
2026-08-06	PN	2026-08-06 08:20:00.021396	11.61	6.89	0.23	quality filter: filter:adv_too_low: $556,166				12			148325.835853	polygon_20d		polygon_delayed
2026-08-06	PN	2026-08-06 08:25:00.020677	13.79	6.89	0.23	quality filter: filter:adv_too_low: $556,166				10			148325.835853	polygon_20d		polygon_delayed
2026-08-06	PN	2026-08-06 08:30:00.025996	10.45	6.89	0.23	quality filter: filter:adv_too_low: $556,166				13			148325.835853	polygon_20d		polygon_delayed
2026-08-06	PN	2026-08-06 08:35:00.027877	10.3	6.89	0.24	quality filter: filter:adv_too_low: $556,166				13			148325.835853	polygon_20d		polygon_delayed
2026-08-06	PN	2026-08-06 08:40:00.027405	13.06	6.89	0.24	quality filter: filter:adv_too_low: $556,166				12			148325.835853	polygon_20d		polygon_delayed
2026-08-06	PN	2026-08-06 09:25:00.040933	13.45	6.89	0.33	quality filter: filter:adv_too_low: $556,166				11			148325.835853	polygon_20d		polygon_delayed
2026-08-06	SDGR	2026-08-06 09:55:00.071253	10.91	16.4	0.28	outside top-20 gap cap (gap 10.9%)				38	4.4		1008788.239376	polygon_20d	25	polygon_delayed
2026-08-06	SGHT	2026-08-06 09:50:00.05049	21.08	5.55	0.43	quality filter: filter:adv_too_low: $708,148				7	8.4		186207.163465	polygon_20d	20	polygon_delayed
2026-08-06	SGHT	2026-08-06 09:55:00.071253	22.16	5.55	0.5	quality filter: filter:adv_too_low: $708,148				7	7.8		186207.163465	polygon_20d	25	polygon_delayed
2026-08-06	TRUP	2026-08-06 09:45:00.062163	10.7	24.39	0.01	filter:session_rvol_too_low: session_rvol=0.28x (today 3,866 / baseline 13,786 n=19) < 1.0x				17	0.3	0.28	367649.4859495	polygon_20d	15	polygon_delayed
2026-08-06	TRUP	2026-08-06 09:50:00.05049	18	24.39	0.16		60	MODERATE	routine	13	3.1	3.714	367649.4859495	polygon_20d	20	polygon_delayed
2026-08-06	TRUP	2026-08-06 09:55:00.071253	16.03	24.39	0.28	already scored earlier today				18	4.4	5.551	367649.4859495	polygon_20d	25	polygon_delayed
2026-08-06	U	2026-08-06 07:20:00.034426	18.41	35.47	0.05		96	HIGH	game_changer	7		12.533	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 07:25:00.024467	18.72	35.47	0.09	already scored earlier today				7		22.456	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 07:30:00.022973	15.59	35.47	0.12	already scored earlier today				8		29.012	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 07:35:00.021157	15.73	35.47	0.13	already scored earlier today				8		31.484	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 07:40:00.035165	17	35.47	0.14	already scored earlier today				7		32.817	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 07:45:00.01642	16.8	35.47	0.15	already scored earlier today				7		35.286	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 07:50:00.029123	16.75	35.47	0.16	already scored earlier today				8		35.833	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 07:55:00.022017	15.76	35.47	0.17	already scored earlier today				9		37.304	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 08:00:00.020766	14.77	35.47	0.19	already scored earlier today				9		41.138	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 08:05:00.03084	15.03	35.47	0.21	already scored earlier today				8		44.511	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 08:10:00.020967	15.56	35.47	0.21	already scored earlier today				8		45.164	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 08:15:00.026106	14.94	35.47	0.23	already scored earlier today				8		47.456	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 08:20:00.021396	14.38	35.47	0.24	already scored earlier today				9		49.113	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 08:25:00.020677	13.48	35.47	0.26	already scored earlier today				12		52.428	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 08:30:00.025996	13.42	35.47	0.27	already scored earlier today				12		53.529	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 08:35:00.027877	13.42	35.47	0.28	already scored earlier today				12		54.286	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 08:40:00.027405	12.77	35.47	0.29	already scored earlier today				13		55.067	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 08:45:00.018811	13.03	35.47	0.3	already scored earlier today				12		55.091	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 08:50:00.035051	12.83	35.47	0.3	already scored earlier today				12		54.891	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 08:55:00.023915	14.38	35.47	0.32	already scored earlier today				10		56.699	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 09:00:00.247671	15.68	35.47	0.33	already scored earlier today				7		58.478	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 09:00:00.250514	15.96	35.47	0.33	already scored earlier today				8		58.703	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 09:05:00.051158	17.28	35.47	0.34	already scored earlier today				8		59.207	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 09:10:00.043965	16.4	35.47	0.36	already scored earlier today				8		59.173	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	U	2026-08-06 09:15:00.037807	15.17	35.47	0.36	already scored earlier today				9		59.232	7941165.691189	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 07:00:00.122181	25.62	20.61	0.3	score 30 < 50 (catalyst=routine)	30		routine	2		48.86	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 07:05:00.025437	25.62	20.61	0.3	score 30 < 50 (catalyst=routine)	30		routine	3		42.147	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 07:10:00.02416	25.62	20.61	0.3	score 30 < 50 (catalyst=routine)	30		routine	3		41.021	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 07:15:00.016456	25.76	20.61	0.3	score 30 < 50 (catalyst=routine)	30		routine	2		40.139	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 07:20:00.034426	25.57	20.61	0.31	score 30 < 50 (catalyst=routine)	30		routine	3		41.096	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 07:25:00.024467	27.07	20.61	0.32	score 30 < 50 (catalyst=routine)	30		routine	1		38.14	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 07:30:00.022973	26.73	20.61	0.33	score 30 < 50 (catalyst=routine)	30		routine	2		37.969	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 07:35:00.021157	27.12	20.61	0.33	score 30 < 50 (catalyst=routine)	30		routine	2		32.224	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 07:40:00.035165	27.61	20.61	0.34	score 30 < 50 (catalyst=routine)	30		routine	1		31.82	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 07:45:00.01642	28.38	20.61	0.49	score 30 < 50 (catalyst=routine)	30		routine	1		44.576	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 07:50:00.029123	27.8	20.61	0.49	score 30 < 50 (catalyst=routine)	30		routine	1		44.182	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 07:55:00.022017	28.87	20.61	0.53	score 30 < 50 (catalyst=routine)	30		routine	2		46.263	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 08:00:00.020766	29.69	20.61	0.63	score 30 < 50 (catalyst=routine)	30		routine	1		54.556	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 08:05:00.03084	29.21	20.61	0.67	score 30 < 50 (catalyst=routine)	30		routine	1		56.123	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 08:10:00.020967	28.58	20.61	0.67	score 30 < 50 (catalyst=routine)	30		routine	3		55.046	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 08:15:00.026106	27.9	20.61	0.67	score 30 < 50 (catalyst=routine)	30		routine	4		52.636	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 08:20:00.021396	26.98	20.61	0.67	score 30 < 50 (catalyst=routine)	30		routine	4		54.756	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 08:25:00.020677	27.41	20.61	0.68	score 30 < 50 (catalyst=routine)	30		routine	4		53.177	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 08:30:00.025996	27.17	20.61	0.68	score 30 < 50 (catalyst=routine)	30		routine	5		52.002	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 08:35:00.027877	27.51	20.61	0.68	score 30 < 50 (catalyst=routine)	30		routine	3		50.247	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 08:40:00.027405	27.75	20.61	0.69	score 30 < 50 (catalyst=routine)	30		routine	1		50.733	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 08:45:00.018811	27.75	20.61	0.69	score 30 < 50 (catalyst=routine)	30		routine	2		50.401	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 08:50:00.035051	27.66	20.61	0.7	score 30 < 50 (catalyst=routine)	30		routine	3		49.524	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 08:55:00.023915	27.51	20.61	0.7	score 30 < 50 (catalyst=routine)	30		routine	3		49.062	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 09:05:00.051158	26.79	20.61	0.71	score 30 < 50 (catalyst=routine)	30		routine	6		47.352	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 09:10:00.043965	26.78	20.61	0.72	score 30 < 50 (catalyst=routine)	30		routine	7		47.171	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 09:20:00.045026	26.2	20.61	0.75	score 30 < 50 (catalyst=routine)	30		routine	7		46.756	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 09:25:00.040933	26.2	20.61	0.75	score 30 < 50 (catalyst=routine)	30		routine	7		41.158	451150.231548	polygon_20d		polygon_delayed
2026-08-06	WPP	2026-08-06 09:30:00.053846	26.64	20.61	0.75	score 30 < 50 (catalyst=routine)	30		routine	6		37.681	451150.231548	polygon_20d	1	polygon_delayed
2026-08-06	WPP	2026-08-06 09:35:00.244882	26.35	20.61	0.76	score 30 < 50 (catalyst=routine)	30		routine	5		16.006	451150.231548	polygon_20d	5	polygon_delayed
2026-08-06	WPP	2026-08-06 09:40:00.298368	26.39	20.61	0.76	score 30 < 50 (catalyst=routine)	30		routine	6		10.997	451150.231548	polygon_20d	10	polygon_delayed
2026-08-06	WPP	2026-08-06 09:45:00.062163	25.72	20.61	0.79	score 48 < 50 (catalyst=routine)	48		routine	6	20.5	9.253	451150.231548	polygon_20d	15	polygon_delayed
2026-08-06	WPP	2026-08-06 09:50:00.05049	26.35	20.61	0.82	score 48 < 50 (catalyst=routine)	48		routine	4	16	8.028	451150.231548	polygon_20d	20	polygon_delayed
2026-08-06	WPP	2026-08-06 09:55:00.071253	25.86	20.61	1.01	score 48 < 50 (catalyst=routine)	48		routine	4	15.8	8.943	451150.231548	polygon_20d	25	polygon_delayed
2026-08-06	ZVRA	2026-08-06 09:50:00.05049	12.63	10.53	0.16	outside top-20 gap cap (gap 12.6%)				27	3.1		1493934.5458425	polygon_20d	20	polygon_delayed
2026-08-06	ZVRA	2026-08-06 09:55:00.071253	12.82	10.53	0.21	outside top-20 gap cap (gap 12.8%)				32	3.3		1493934.5458425	polygon_20d	25	polygon_delayed
2026-08-07	CENX	2026-08-07 09:50:00.04982	11.51	45.95	0.12	outside top-20 gap cap (gap 11.5%)				30	2.3		2070200.870925	polygon_20d	20	polygon_delayed
2026-08-07	CENX	2026-08-07 09:55:00.04528	11.87	45.95	0.17	outside top-20 gap cap (gap 11.9%)				31	2.7		2070200.870925	polygon_20d	25	polygon_delayed
2026-08-07	FRD	2026-08-07 08:05:00.029813	29.9	37.72	0.02	quality filter: filter:mcap_too_small: $272M < $500M				5			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 08:10:00.024767	29.9	37.72	0.02	quality filter: filter:mcap_too_small: $272M < $500M				5			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 08:15:00.032078	29.9	37.72	0.02	quality filter: filter:mcap_too_small: $272M < $500M				5			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 08:20:00.044738	29.9	37.72	0.02	quality filter: filter:mcap_too_small: $272M < $500M				5			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 08:25:00.019334	29.9	37.72	0.02	quality filter: filter:mcap_too_small: $272M < $500M				5			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 08:30:00.026475	29.9	37.72	0.03	quality filter: filter:mcap_too_small: $272M < $500M				5			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 08:35:00.03725	29.9	37.72	0.03	quality filter: filter:mcap_too_small: $272M < $500M				5			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 08:40:00.029878	29.9	37.72	0.03	quality filter: filter:mcap_too_small: $272M < $500M				5			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 08:45:00.033353	27.25	37.72	0.04	quality filter: filter:mcap_too_small: $272M < $500M				6			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 08:50:00.281727	27.25	37.72	0.04	quality filter: filter:mcap_too_small: $272M < $500M				6			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 08:55:00.069252	27.25	37.72	0.04	quality filter: filter:mcap_too_small: $272M < $500M				6			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 09:00:00.160274	27.25	37.72	0.04	quality filter: filter:mcap_too_small: $272M < $500M				7			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 09:00:00.160932	27.25	37.72	0.04	quality filter: filter:mcap_too_small: $272M < $500M				7			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 09:05:00.051595	27.25	37.72	0.04	quality filter: filter:mcap_too_small: $272M < $500M				7			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 09:10:00.087196	27.25	37.72	0.04	quality filter: filter:mcap_too_small: $272M < $500M				7			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 09:15:00.049618	27.25	37.72	0.04	quality filter: filter:mcap_too_small: $272M < $500M				7			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 09:20:00.158947	27.25	37.72	0.04	quality filter: filter:mcap_too_small: $272M < $500M				7			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 09:25:00.061556	27.25	37.72	0.04	quality filter: filter:mcap_too_small: $272M < $500M				7			88291.913787	polygon_20d		polygon_delayed
2026-08-07	FRD	2026-08-07 09:31:00.032058	27.25	37.72	0.04	quality filter: filter:mcap_too_small: $272M < $500M				7			88291.913787	polygon_20d	1	polygon_delayed
2026-08-07	FRD	2026-08-07 09:35:00.088365	27.25	37.72	0.04	quality filter: filter:mcap_too_small: $272M < $500M				7			88291.913787	polygon_20d	5	polygon_delayed
2026-08-07	FRD	2026-08-07 09:40:00.049363	27.25	37.72	0.04	quality filter: filter:mcap_too_small: $272M < $500M				7			88291.913787	polygon_20d	10	polygon_delayed
2026-08-07	FRD	2026-08-07 09:45:00.06337	14.55	37.72	0.06	quality filter: filter:mcap_too_small: $272M < $500M				16	1.6		88291.913787	polygon_20d	15	polygon_delayed
2026-08-07	FRD	2026-08-07 09:50:00.04982	14	37.72	0.24	outside top-20 gap cap (gap 14.0%)				22	4.7		88291.913787	polygon_20d	20	polygon_delayed
2026-08-07	FRD	2026-08-07 09:55:00.04528	17.36	37.72	0.29	quality filter: filter:mcap_too_small: $272M < $500M				19	4.5		88291.913787	polygon_20d	25	polygon_delayed
2026-08-07	GRDN	2026-08-07 09:55:00.04528	12.67	39.47	0.06	outside top-20 gap cap (gap 12.7%)				27	0.9		310744.60100599995	polygon_20d	25	polygon_delayed
2026-08-07	HALO	2026-08-07 09:55:00.04528	11.5	85.76	0.44	outside top-20 gap cap (gap 11.5%)				33	6.9		1802666.2796510002	polygon_20d	25	polygon_delayed
2026-08-07	HBB	2026-08-07 09:50:00.04982	21.3	27	0.15	quality filter: filter:adv_too_low: $631,709				13	2.9		34533.0936825	polygon_20d	20	polygon_delayed
2026-08-07	HBB	2026-08-07 09:55:00.04528	13.96	27	0.25	outside top-20 gap cap (gap 14.0%)				23	3.9		34533.0936825	polygon_20d	25	polygon_delayed
2026-08-07	ICUI	2026-08-07 09:50:00.04982	10.08	166.37	0.04	outside top-20 gap cap (gap 10.1%)				36	0.8		342887.7902095	polygon_20d	20	polygon_delayed
2026-08-07	ICUI	2026-08-07 09:55:00.04528	12.85	166.37	0.15	outside top-20 gap cap (gap 12.8%)				25	2.3		342887.7902095	polygon_20d	25	polygon_delayed
2026-08-07	KRT	2026-08-07 09:50:00.04982	15.08	42.37	0.17	outside top-20 gap cap (gap 15.1%)				21	3.3		145846.1835625	polygon_20d	20	polygon_delayed
2026-08-07	KRT	2026-08-07 09:55:00.04528	12.32	42.37	0.2	outside top-20 gap cap (gap 12.3%)				29	3.1		145846.1835625	polygon_20d	25	polygon_delayed
2026-08-07	MITK	2026-08-07 09:00:00.160274	16.4	16.81	0	filter:pm_rvol_too_low: pm_rvol=0.15x (today 210 / baseline 1,419 n=20) < 1.0x				14		0.148	729584.1050994999	polygon_20d		polygon_delayed
2026-08-07	MITK	2026-08-07 09:00:00.160932	16.4	16.81	0	filter:pm_rvol_too_low: pm_rvol=0.15x (today 210 / baseline 1,419 n=20) < 1.0x				14		0.148	729584.1050994999	polygon_20d		polygon_delayed
2026-08-07	MITK	2026-08-07 09:05:00.051595	16.4	16.81	0	filter:pm_rvol_too_low: pm_rvol=0.14x (today 210 / baseline 1,455 n=20) < 1.0x				14		0.144	729584.1050994999	polygon_20d		polygon_delayed
2026-08-07	MITK	2026-08-07 09:10:00.087196	18.5	16.81	0	filter:pm_rvol_too_low: pm_rvol=0.31x (today 476 / baseline 1,526 n=20) < 1.0x				12		0.312	729584.1050994999	polygon_20d		polygon_delayed
2026-08-07	MITK	2026-08-07 09:15:00.049618	18.56	16.81	0	filter:pm_rvol_too_low: pm_rvol=0.44x (today 684 / baseline 1,543 n=20) < 1.0x				13		0.443	729584.1050994999	polygon_20d		polygon_delayed
2026-08-07	MITK	2026-08-07 09:20:00.158947	18.56	16.81	0	filter:pm_rvol_too_low: pm_rvol=0.41x (today 684 / baseline 1,681 n=20) < 1.0x				13		0.407	729584.1050994999	polygon_20d		polygon_delayed
2026-08-07	MITK	2026-08-07 09:25:00.061556	18.56	16.81	0	filter:pm_rvol_too_low: pm_rvol=0.67x (today 1,111 / baseline 1,658 n=21) < 1.0x				12		0.67	729584.1050994999	polygon_20d		polygon_delayed
2026-08-07	MITK	2026-08-07 09:30:00.043444	18.56	16.81	0	filter:session_rvol_too_low: session_rvol=0.15x (today 1,902 / baseline 12,334 n=22) < 1.0x				10		0.154	729584.1050994999	polygon_20d	1	polygon_delayed
2026-08-07	MITK	2026-08-07 09:31:00.032058	18.56	16.81	0	filter:session_rvol_too_low: session_rvol=0.14x (today 1,902 / baseline 13,138 n=22) < 1.0x				11		0.145	729584.1050994999	polygon_20d	1	polygon_delayed
2026-08-07	MITK	2026-08-07 09:35:00.088365	18.56	16.81	0	filter:session_rvol_too_low: session_rvol=0.11x (today 1,902 / baseline 17,067 n=22) < 1.0x				11		0.111	729584.1050994999	polygon_20d	5	polygon_delayed
2026-08-07	MITK	2026-08-07 09:40:00.049363	18.19	16.81	0	filter:session_rvol_too_low: session_rvol=0.11x (today 2,522 / baseline 22,817 n=22) < 1.0x				12		0.111	729584.1050994999	polygon_20d	10	polygon_delayed
2026-08-07	MITK	2026-08-07 09:45:00.06337	20.76	16.81	0.02	filter:session_rvol_too_low: session_rvol=0.35x (today 11,041 / baseline 31,086 n=22) < 1.0x				10	0.5	0.355	729584.1050994999	polygon_20d	15	polygon_delayed
2026-08-07	MTW	2026-08-07 08:50:00.281727	19.7	14.21	0.01	pre-mkt volume 1,445 < 25,000 shares				8			225743.33994550002	polygon_20d		polygon_delayed
2026-08-07	MTW	2026-08-07 08:55:00.069252	19.63	14.21	0.01	pre-mkt volume 1,554 < 25,000 shares				9			225743.33994550002	polygon_20d		polygon_delayed
2026-08-07	MTW	2026-08-07 09:00:00.160274	19.63	14.21	0.01	pre-mkt volume 1,554 < 25,000 shares				8			225743.33994550002	polygon_20d		polygon_delayed
2026-08-07	MTW	2026-08-07 09:00:00.160932	19.63	14.21	0.01	pre-mkt volume 1,554 < 25,000 shares				8			225743.33994550002	polygon_20d		polygon_delayed
2026-08-07	MTW	2026-08-07 09:05:00.051595	19.63	14.21	0.01	pre-mkt volume 1,554 < 25,000 shares				11			225743.33994550002	polygon_20d		polygon_delayed
2026-08-07	MTW	2026-08-07 09:10:00.087196	19.63	14.21	0.01	pre-mkt volume 1,554 < 25,000 shares				11			225743.33994550002	polygon_20d		polygon_delayed
2026-08-07	MTW	2026-08-07 09:15:00.049618	19.63	14.21	0.01	pre-mkt volume 1,554 < 25,000 shares				11			225743.33994550002	polygon_20d		polygon_delayed
2026-08-07	MTW	2026-08-07 09:20:00.158947	19.63	14.21	0.01	pre-mkt volume 1,554 < 25,000 shares				10			225743.33994550002	polygon_20d		polygon_delayed
2026-08-07	MTW	2026-08-07 09:25:00.061556	19.63	14.21	0.01	pre-mkt volume 1,554 < 25,000 shares				9			225743.33994550002	polygon_20d		polygon_delayed
2026-08-07	MTW	2026-08-07 09:30:00.043444	19.63	14.21	0.01	pre-mkt volume 1,554 < 25,000 shares				8			225743.33994550002	polygon_20d	1	polygon_delayed
2026-08-07	MTW	2026-08-07 09:31:00.032058	19.63	14.21	0.01	pre-mkt volume 1,554 < 25,000 shares				9			225743.33994550002	polygon_20d	1	polygon_delayed
2026-08-07	MTW	2026-08-07 09:35:00.088365	19.63	14.21	0.01	pre-mkt volume 1,554 < 25,000 shares				9			225743.33994550002	polygon_20d	5	polygon_delayed
