UMC|2026-04-17|11.58|11.85|11.86|10.62|11.66|2.48|243.7|19.99|1|0||1|low volume rel_vol 0.1x < 2.0x (post-open)||scan_filter|session_rvol_low|low volume rel_vol 0.1x < 2.0x (post-open)
XNDU|2026-04-17|17.85|38.50|39.99|32.67|30.20|24.10|257.0|1.13|0|0||1|low volume rel_vol 0.8x < 2.0x (post-open)||scan_filter|session_rvol_low|low volume rel_vol 0.8x < 2.0x (post-open)
AVEX|2026-04-20|12.89|30.40|42.34|26.93|33.41|18.42|489.8|0.90|0|0||1|low volume projected 1.4x < 2.0x (post-open)||scan_filter|session_rvol_low|low volume projected 1.4x < 2.0x (post-open)
DFTX|2026-04-20|13.01|25.63|26.25|22.68|23.18|5.46|132.6|0.78|0|0||1|score 22 < 50 (catalyst=strong)|21.6|scan_filter|score_below_50|score 22 < 50 (catalyst=strong)
NKTR|2026-04-20|14.87|97.48|109.00|84.86|100.35|5.79|473.2|1.04|0|0||1|<none>|100|||
PBM|2026-04-20|72.57|13.12|16.96|7.60|11.30|14.28|462.6|0.11|0|0||1|already up 185% in prior 5 days (extended)||scan_filter|extension_gate|already up 185% in prior 5 days (extended)
SILA|2026-04-20|19.49|30.51|30.55|25.53|30.40|2.05|301.2|0.37|0|0||1|M&A/buyout catalyst — no momentum trade||scan_filter|ma_filter|M&A/buyout catalyst — no momentum trade
AVEX|2026-04-21|11.91|37.39|38.97|33.41|35.99|27.69|228.8|0.17|0|0||1|low volume projected 1.4x < 2.0x (post-open)||scan_filter|session_rvol_low|low volume projected 1.4x < 2.0x (post-open)
GRPN|2026-04-21|16.92|17.48|18.69|14.95|16.66|7.70|145.8|1.82|0|0||1|low volume rel_vol 0.5x < 2.0x (post-open)||moderate_alert,scan_filter|moderate_tier,session_rvol_low|low volume rel_vol 0.5x < 2.0x (post-open) ;; <null>
NVTS|2026-04-21|9.43|14.45|16.61|13.20|15.33|8.18|1337.9|6.77|0|0||1|routine catalyst, gap 11.3%||scan_filter|catalyst_downgrade|routine catalyst, gap 11.3%
PBI|2026-04-21|8.04|14.25|14.87|13.19|14.63|2.66|141.4|4.96|0|0||1|M&A/buyout catalyst — no momentum trade||scan_filter|ma_filter|M&A/buyout catalyst — no momentum trade
UNH|2026-04-21|9.13|353.01|357.68|323.48|346.01|2.62|8909.8|6.41|0|0||1|<none>|53.3|moderate_alert|moderate_tier|<null>
CAR|2026-04-22|8.55|774.99|847.70|713.97|443.94|16.44|5370.8|-0.55|0|0||1|already up 92% in prior 5 days (extended)||scan_filter|extension_gate|already up 92% in prior 5 days (extended)
ELPW|2026-04-22|29.30|91.35|140.40|70.65|116.55|13.32|222.8|22.06|1|0||0|||||
GEV|2026-04-22|8.56|1076.16|1142.00|991.30|1127.56|3.67|4703.0|1.31|0|0||1|M&A/buyout catalyst — no momentum trade||scan_filter|ma_filter|M&A/buyout catalyst — no momentum trade
