ticker|alert_date|ruleset|score_tier_stored|score_lo|score_hi|admit|status|reason|entered|entry_px|stop|target|partial_fired|final_reason|realized_r|gap_through|day0_missing_minutes|sessions_abstained
TASK|2026-08-06|era_c|MODERATE|30.0|37.5|reject|no_trade|window_out_of_orb|False||6.879999999999999||False|||False||0
TRUP|2026-08-06|era_c|MODERATE|30.0|37.5|reject|no_trade|window_out_of_orb|False||24.85||False|||False||0
U|2026-08-06|era_c|HIGH|105.0|105.0|admit|settled||True|36.61|32.989999999999995|40.230000000000004|True|stop_hit|2.051012891344381|False|0|0
ACMR|2026-08-07|era_c|HIGH|72.6|81.6|admit|no_entry|never_crossed_orb_high|False||74.58||False|||False|12|0
CRSR|2026-08-07|era_c|MODERATE|52.5|60.0|reject|settled||True|12.69|11.53|13.85|True|stop_hit|0.33333333333333337|False|0|0
DOCS|2026-08-07|era_c|MODERATE|48.0|55.5|reject|abstain|entry_window_gaps:8_of_29|False||36.760000000000005||False|||False|8|0
FIGS|2026-08-07|era_c|HIGH|105.0|105.0|admit|settled||True|15.5|14.879999999999999|16.12|True|stop_hit|0.33333333333333337|False|0|0
FROG|2026-08-07|era_c|HIGH|78.0|87.0|admit|no_entry|never_crossed_orb_high|False||83.98500000000001||False|||False|3|0
INOD|2026-08-07|era_c|MODERATE|63.0|70.5|abstain_float_band_straddles_bar|no_entry|never_crossed_orb_high|False||70.86000000000001||False|||False|3|0
MTW|2026-08-07|era_c|HIGH|30.0|37.5|reject|no_trade|setup:zero_range|False||||False|||False||0
NET|2026-08-07|era_c|HIGH|105.0|114.0|admit|settled||True|318.5|304.0|333.5|False|stop_hit|-1.0|False|0|0
ONTO|2026-08-07|era_c|HIGH|105.0|105.0|admit|no_trade|window_out_of_orb|False||282.11||False|||False||0
PRAA|2026-08-07|era_c|MODERATE|52.5|60.0|reject|no_trade|window_out_of_orb|False||19.909999999999997||False|||False||0
PSIX|2026-08-07|era_c|MODERATE|30.0|37.5|reject|no_trade|window_out_of_orb|False||36.190000000000005||False|||False||0
PUBM|2026-08-07|era_c|MODERATE|52.5|60.0|reject|settled||True|17.89|16.25|19.53|False|stop_hit|-0.795121951219511|False|8|0
QNST|2026-08-07|era_c|HIGH|105.0|105.0|admit|settled||True|19.8|18.62|20.98|True|stop_hit|0.5895480225988692|False|3|0
TEAM|2026-08-07|era_c|HIGH|81.6|90.6|admit|settled||True|146.8|139.62|153.98000000000002|True|stop_hit|0.3333333333333333|False|0|0
TWLO|2026-08-07|era_c|HIGH|70.5|78.0|admit|abstain|day0_fill_bar_straddles_stop|True|237.0|230.01999999999998|243.98000000000002|False|||False|0|0
WLDN|2026-08-07|era_c|MODERATE|52.5|60.0|reject|settled||True|86.7475|84.1325|89.36250000000001|False|stop_hit|-1.0|False|113|0
ABCL|2026-08-10|era_c|HIGH|105.0|105.0|admit|settled||True|8.96|7.84|10.080000000000002|True|stop_hit|1.346130952380951|False|0|0
ACHR|2026-08-10|era_c|HIGH|45.0|52.5|reject|no_trade|window_out_of_orb|False||6.02||False|||False||0
NESR|2026-08-10|era_c|HIGH|60.0|69.0|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||30.990000000000002||False|||False||0
SLN|2026-08-10|era_c|MODERATE|52.5|60.0|reject|no_entry|never_crossed_orb_high|False||15.5||False|||False|2|0
TH|2026-08-10|era_c|HIGH|60.0|69.0|abstain_float_band_straddles_bar|settled||True|16.09|14.95|17.23|True|stop_hit|0.33333333333333337|False|36|0
BW|2026-08-11|era_c|HIGH|105.0|105.0|admit|settled||True|12.08|10.92|13.24|False|stop_hit|-1.0|False|0|0
FRMI|2026-08-11|era_c|HIGH|105.0|105.0|admit|settled||True|7.24|6.859999999999999|7.620000000000001|False|stop_hit|-1.0|False|0|0
RIOT|2026-08-11|era_c|HIGH|123.0|123.0|admit|no_entry|never_crossed_orb_high|False||22.06||False|||False|0|0
RPD|2026-08-11|era_c|none|67.5|75.0|admit|no_trade|window_out_of_orb|False||12.434999999999999||False|||False||0
SE|2026-08-11|era_c|HIGH|81.6|90.6|admit|no_entry|never_crossed_orb_high|False||120.1594||False|||False|0|0
ATRO|2026-08-12|era_c|HIGH|105.0|105.0|admit|settled||True|85.25|73.75|96.75|False|stop_hit|-0.2642608695652175|False|9|0
BE|2026-08-12|era_c|HIGH|75.0|82.5|admit|no_trade|window_out_of_orb|False||230.52||False|||False||0
BRUN|2026-08-12|era_c|none|52.5|60.0|reject|no_entry|never_crossed_orb_high|False||19.270000000000003||False|||False|12|0
CRWV|2026-08-12|era_c|HIGH|52.5|60.0|reject|no_trade|window_out_of_orb|False||105.77||False|||False||0
EROC|2026-08-12|era_c|HIGH|105.0|105.0|admit|settled||True|13.16|12.34|13.98|True|stop_hit|0.4349593495934959|False|2|0
GLBE|2026-08-12|era_c|HIGH|105.0|105.0|admit|settled||True|42.34|39.67999999999999|45.000000000000014|False|stop_hit|-1.0|False|6|0
HRB|2026-08-12|era_c|MODERATE|72.6|81.6|admit|no_trade|window_out_of_orb|False||54.27||False|||False||0
MRX|2026-08-12|era_c|HIGH|60.0|69.0|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||60.932||False|||False||0
NBIS|2026-08-12|era_c|MODERATE|87.0|96.0|admit|settled||True|228.44|207.8|249.07999999999998|True|stop_hit|0.3333333333333333|False|0|0
WYFI|2026-08-12|era_c|MODERATE|52.5|60.0|reject|settled||True|28.31|26.210000000000004|30.409999999999993|True|stop_hit|0.33333333333333337|False|7|0
BLSH|2026-08-13|era_c|MODERATE|30.0|37.5|reject|no_trade|window_out_of_orb|False||22.660000000000004||False|||False||0
CGEM|2026-08-13|era_c|HIGH|105.0|105.0|admit|no_entry|never_crossed_orb_high|False||18.9||False|||False|40|0
CRMD|2026-08-13|era_c|HIGH|60.0|69.0|abstain_float_band_straddles_bar|settled||True|8.75|8.030000000000001|9.469999999999999|False|stop_hit|-1.0|False|7|0
HLIT|2026-08-13|era_c|HIGH|105.0|105.0|admit|settled||True|14.48|12.879999999999999|16.080000000000002|False|stop_hit|-1.0|False|1|0
KURA|2026-08-13|era_c|HIGH|60.0|69.0|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||10.0601||False|||False||0
OMER|2026-08-13|era_c|HIGH|45.0|52.5|reject|no_trade|window_out_of_orb|False||15.819999999999997||False|||False||0
ETON|2026-08-14|era_c|HIGH|105.0|105.0|admit|settled||True|55.4427|50.577299999999994|60.30810000000001|True|stop_hit|1.0069744179992042|False|14|0
HTFL|2026-08-14|era_c|HIGH|105.0|105.0|admit|settled||True|39.06|33.959999999999994|44.16000000000001|True|stop_hit|1.425620915032677|False|0|0
LPTH|2026-08-14|era_c|MODERATE|60.0|69.0|abstain_float_band_straddles_bar|settled||True|14.93|14.010000000000002|15.849999999999998|False|stop_hit|-1.0|False|0|0
NMAX|2026-08-14|era_c|HIGH|60.0|69.0|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||9.54||False|||False||0
RDDT|2026-08-14|era_c|MODERATE|87.0|96.0|admit|settled||True|176.62|173.38|179.86|True|stop_hit|0.3333333333333333|False|0|0
STDN|2026-08-14|era_c|MODERATE|60.0|69.0|abstain_float_band_straddles_bar|no_trade|setup:zero_range|False||||False|||False||0
VERA|2026-08-14|era_c|HIGH|123.0|123.0|admit|settled||True|31.29|29.310000000000002|33.269999999999996|False|sma_trail_stop|0.1717171717171719|False|7|0
ARGX|2026-08-17|era_c|HIGH|123.0|123.0|admit|settled||True|936.785|914.235|959.3349999999999|True|stop_hit|2.5209164818920966|True|22|0
CBRS|2026-08-17|era_c|none|75.0|82.5|admit|no_trade|window_out_of_orb|False||217.98||False|||False||0
AMLX|2026-08-18|era_c|HIGH|105.0|105.0|admit|settled||True|30.07|27.089999999999996|33.050000000000004|True|stop_hit|1.3152125279642037|False|0|0
MRNA|2026-08-19|era_c|HIGH|81.6|90.6|admit|open_at_horizon||True|120.15|109.85|130.45000000000002|True|||False|0|0
MRVL|2026-08-19|era_c|HIGH|105.0|114.0|admit|settled||True|241.53|230.15|252.91|False|stop_hit|-1.0|False|0|0
TEM|2026-08-19|era_c|none|45.0|52.5|reject|no_trade|window_out_of_orb|False||53.66||False|||False||0
TWST|2026-08-19|era_c|HIGH|82.5|90.0|admit|no_trade|window_out_of_orb|False||123.5||False|||False||0
BULL|2026-08-20|era_c|HIGH|72.6|81.6|admit|no_entry|never_crossed_orb_high|False||8.870000000000001||False|||False|0|0
RARE|2026-08-20|era_c|HIGH|105.0|105.0|admit|no_entry|never_crossed_orb_high|False||26.9||False|||False|3|0
SCSC|2026-08-20|era_c|none|52.5|60.0|reject|no_entry|never_crossed_orb_high|False||62.120000000000005||False|||False|85|0
UUUU|2026-08-21|era_c|HIGH|63.0|70.5|abstain_float_band_straddles_bar|no_trade|window_out_of_orb|False||14.370000000000001||False|||False||0
CHRN|2026-08-27|era_c|HIGH|105.0|105.0|admit|no_trade|window_out_of_orb|False||21.0||False|||False||0
CRWD|2026-08-27|era_c|HIGH|75.0|82.5|admit|settled||True|210.99|201.28|220.77000000000004|True|stop_hit|0.3357363542739451|False|0|0
DG|2026-08-27|era_c|HIGH|67.5|75.0|admit|settled||True|127.84|125.35999999999999|130.32000000000002|False|stop_hit|-1.0|False|0|0
OKTA|2026-08-27|era_c|HIGH|90.0|90.0|admit|open_at_horizon||True|167.88|150.51999999999998|185.24|False|||False|0|0
VEEV|2026-08-27|era_c|HIGH|85.5|93.0|admit|no_trade|window_out_of_orb|False||268.48||False|||False||0
SOLS|2026-08-28|era_c|HIGH|67.5|75.0|admit|settled||True|66.75|62.69|70.81|False|stop_hit|-1.0|False|0|0
